account_id,ring_id,is_ring_member,coincidental_group_id
ACC7aa2054cb9,,False,
ACCc80d68366c,,False,
ACC89efc69ec9,,False,
ACCb482e5868b,,False,
ACCd3e04022b4,,False,
ACCf217243165,,False,
ACC97f7e675bc,,False,
ACC7cfc608625,,False,
ACC26dafc6e50,,False,COINC0021
ACC21f9b82f7e,,False,
ACC6f6fef14be,,False,
ACCf90d40cab0,,False,
ACC28e639662a,,False,
ACCc616d7a034,,False,
ACC142d64bf2b,,False,
ACC99872a7582,,False,
ACC384a84cd53,,False,
ACC94fd3b8a81,,False,
ACCdc72f5c656,,False,
ACC4627b29fb5,,False,
ACC4225aa3cd2,,False,
ACC4149ab24d8,,False,
ACCa2fef923b7,,False,
ACC848b093c75,,False,
ACCb330dcf5bb,,False,
ACC8f76da6d31,,False,
ACCefd24787ea,,False,
ACCec39a41de5,,False,
ACCca055c0b61,,False,
ACC62115dd3b5,,False,
ACC361613d9a8,,False,
ACC3337649731,,False,
ACC9e30fd811f,,False,
ACC0bf4b9f8e7,,False,
ACC6fc2ab4186,,False,
ACC4b4b0194ba,,False,
ACCb78447373d,,False,
ACC60001180f3,,False,
ACC07d4859548,,False,COINC0049
ACC0571596fb2,,False,
ACC84b5e483d4,,False,
ACCc66778fbc9,,False,
ACC5d493aa3a4,,False,
ACCb88594cce5,,False,
ACC138b8e3b11,,False,
ACCe72ef5471f,,False,
ACC7dd91fdbf5,,False,
ACCc5d36597ea,,False,
ACC95adc08fd5,,False,
ACC0ca3bd670e,,False,
ACC98b8147576,,False,
ACCb2aed67930,,False,
ACCbb937c6315,,False,
ACCc8d4677bd8,,False,
ACCf96631ed86,,False,
ACC2b357f75bf,,False,
ACC82ac7d9613,,False,
ACC9e7f8aa1af,,False,
ACC0b1a16c400,,False,
ACC0df0e9c828,,False,
ACC3a93be6a29,,False,
ACC32f38b4fa2,,False,
ACCf68cd76caa,,False,
ACC7a8ddb793f,,False,
ACC4d90540b85,,False,
ACCd8c6666659,,False,
