account_id,device_id
ACC7aa2054cb9,DEVa272e0d1a5
ACCc80d68366c,DEV2b045a0734
ACC89efc69ec9,DEVa62b200163
ACCb482e5868b,DEVc0c6bc8701
ACCd3e04022b4,DEVc80e573102
ACCf217243165,DEV56df79853
ACC97f7e675bc,DEV8a9b540ec6
ACC7cfc608625,DEVf3f6cb8cada
ACC26dafc6e50,DEVed9da7c23e
ACC21f9b82f7e,DEV898a648e89
ACC6f6fef14be,DEV70103eade6
ACCf90d40cab0,DEV5261de8d2a
ACC28e639662a,DEV5272f8d39f
ACCc616d7a034,DEV1f50389d1f
ACC142d64bf2b,DEVcbc91d19f4
ACC99872a7582,DEVc2abc86249
ACC384a84cd53,DEVbe0cfc679f
ACC94fd3b8a81,DEV59f50ccea0
ACCdc72f5c656,DEVeb35b177e1
ACC4627b29fb5,DEV11cb985d8d
ACC4225aa3cd2,DEVabf84be36c
ACC4149ab24d8,DEVc2903b46e8
ACCa2fef923b7,DEV39d4d2a03u1
ACC848b093c75,DEVd7226b997
ACCb330dcf5bb,DEV7abe74ac1a6
ACC8f76da6d31,DEV14697401a8
ACCefd24787ea,DEVc03ee704f9
ACCec39a41de5,DEVc30f33aba2
ACCca055c0b61,DEV3104fc9365
ACC62115dd3b5,DEVe98e4414b1
ACC361613d9a8,DEV20830d9c43
ACC3337649731,DEV2a165d2e53
ACC9e30fd811f,DEVfed4e555e5
ACC0bf4b9f8e7,DEV86143ee8e6
ACC6fc2ab4186,DEVa19dcb255f
ACC4b4b0194ba,DeV787e7dcd97
ACCb78447373d,DEVbb846593d5
ACC60001180f3,DEVa8d02fdfaf
ACC07d4859548,DEVff53c6d0c9
ACC0571596fb2,DEV8a92137356
ACC84b5e483d4,DEV39f6341fe3
ACCc66778fbc9,DEV514d0fd1d2
ACC5d493aa3a4,DEVfff0223ad7
ACCb88594cce5,DEV129afd50fc
ACC138b8e3b11,DEVdea2693f67
ACCe72ef5471f,DEVd1642dd4be
ACC7dd91fdbf5,DEV6c93be0fe8
ACCc5d36597ea,DEVcd4bfb5780
ACC95adc08fd5,DEV8cb9fcf050
ACC0ca3bd670e,DEV2e4eccc7ef
ACC98b8147576,DEVb17e2f82a
ACCb2aed67930,DEVe2a4486710
ACCbb937c6315,DEV21970e08fd
ACCc8d4677bd8,DEVb69ada828f
ACCf96631ed86,DEVccb68e20be
ACC2b357f75bf,DEV9dbA070c10
ACC82ac7d9613,DEVfd8e37q5944
ACC9e7f8aa1af,DEV6ff7e87c20
ACC0b1a16c400,DEV6a58f792f4
ACC0df0e9c828,DEV8f3b1a5b8f
ACC3a93be6a29,DEVd027cb9755
