account_id,cluster_id,cluster_size
ACC53a7a37e52,0,17
ACC8305dc324a,0,17
ACCaad0e46ea1,0,17
ACC5bf520831e,1,39
ACC84790658fd,1,39
ACC8ab9566d96,1,39
ACCc3f1e20d5e,1,39
ACCc8d02f505b,1,39
ACCcf076f868f,1,39
ACC4698c73ae4,2,28
ACC5200cf98e1,2,28
ACC6e7f12e7f1,2,28
ACCbacb7a6a14,2,28
ACCd34389193b,2,28
ACCe1955b22dc,2,28
ACC1704424f34,2,28
ACC1d7ad2ed57,2,28
ACC4832e9e4a8,2,28
ACCc7767b374c,2,28
ACCeb885fe2ff,2,28
ACC5c08595e0c,1,39
ACC7b040da911,1,39
ACC0a7849ac7e,1,39
ACC1b665dc816,1,39
ACC23173ab364,1,39
ACC543a03b7e0,1,39
ACC70a4c7683d,1,39
ACC87f58382c7,1,39
ACCb6e62aede1,1,39
ACCc6cd36175e,1,39
ACCd7e67ac753,1,39
ACCed17d0a4a3,1,39
ACCf1a54554c7,1,39
ACC3f15a27ad0,3,15
ACC678b31f7a9,3,15
ACC202f8e813c,4,39
ACC39151a2c55,4,39
ACC3dc7f6e5e0,4,39
ACC7180affc70,4,39
ACC7a231563f3,4,39
ACC85ad484bf7,4,39
ACCa843596c06,4,39
ACCb13eb427c5,4,39
ACCd1ccc193f5,4,39
ACCfd0ed832af,4,39
ACC0928d28226,5,11
ACC64a87ff964,5,11
ACC875d8259f2,5,11
ACC8e087b18c1,5,11
ACCb9c50e564c,5,11
ACC1c9dcd3f30,6,21
ACC838c82225a,6,21
ACCa4662632a2,6,21
ACCb4c7d2f2cf,6,21
ACCbcf3e4baed,6,21
ACCc93a4e6a06,6,21
ACCe783875ee4,6,21
ACCe8367909b2,6,21
ACCfc17217d10,6,21
ACCff574ce706,6,21
ACC1e1b61fc9b,7,30
ACC22c6570bf0,7,30
ACC6b72d2a9b4,7,30
ACC7cc76661a4,7,30
ACC8518812ad0,7,30
ACC98ad0e8589,7,30
ACCab3ec44ffa,7,30
ACCba62532693,7,30
ACCcd9933e842,7,30
ACCfebe42da79,7,30
ACC13e35bd88d,8,21
ACC5fe722bf96,8,21
ACCdb01902e52,8,21
ACCe22853092d,8,21
ACC295ec3a658,14,20
ACC907af9a378,14,20
ACC3ba262b590,4,39
ACC43379a37e1,4,39
ACC6db5e74c54,4,39
ACCad73f62c21,4,39
ACCb89c9d4190,4,39
ACCc7f4e80fcf,4,39
ACCefeabd3223,4,39
ACC3a50e0b533,10,2
ACC767a33ae0b,10,2
ACC7733d214d4,11,24
ACCba8fc7e319,11,24
ACCd311584ec9,11,24
ACC744d0c121e,12,2
ACC760205ea4c,12,2
ACC1f52864c92,3,15
ACC4ebdee2be1,3,15
ACCb73ea356ca,3,15
ACCf6a30ccd51,3,15
ACC0224ae5026,13,36
ACC091326981b,13,36
ACCb57735ac3c,13,36
ACCb9d430c8f7,13,36
ACCc055f22d58,13,36
ACCcc6eac8916,13,36
ACCe9ed7c93d1,13,36
ACC2672193165,6,21
ACC4aa5d098e7,6,21
ACC7b247858b8,6,21
ACC8711bf8af9,6,21
ACCa1f64e4361,6,21
ACCd6d803be03,6,21
ACCe3b3a14540,6,21
ACCcc4a7d63d7,14,20
ACCd2e1d7f9e5,14,20
ACCdcb3e22923,14,20
ACCfc332b9b67,14,20
ACC89a0846a68,2,28
ACC956d488433,2,28
ACC1781e4d1c5,13,36
ACC205f339d49,13,36
ACC3c80f7a84d,13,36
ACCc8a44db177,13,36
ACCcfbdcc935d,13,36
ACCfab983ec6d,13,36
ACC2092c2b74f,15,28
ACC39c2f3c87e,15,28
ACC87d3ea9225,15,28
ACCcf3ce429bd,15,28
ACCdb45472e2e,15,28
ACCfda16d5861,15,28
ACC3335d824b2,16,7
ACC9568b5f699,16,7
ACC4f8a486c43,16,7
ACCa71716b9a5,16,7
ACCcadd0237e8,16,7
ACCd3be22e363,16,7
ACC1237eea717,7,30
ACC175a76d9a0,7,30
ACC25c63d645b,7,30
ACC3ba54e6121,7,30
ACC6a9ee21447,7,30
ACC839c822957,7,30
ACC88f2024646,7,30
ACCb369668b4b,7,30
ACCd7cf6fb854,7,30
ACCe9303555dd,7,30
ACCff5779a3e2,7,30
ACC3ffc9ea02c,17,3
ACC96aaba835c,17,3
ACCbea8caee04,17,3
ACC099df1eaa6,14,20
ACC23f90d5ce8,14,20
ACC282df41e05,14,20
ACC76960201f7,14,20
ACCa2e1147d83,14,20
ACC4c06e50b74,4,39
ACC4debe37d61,4,39
ACC7ef90f16a5,4,39
ACC86a58ba55d,4,39
ACCcd775c31c5,4,39
ACCd7c5c09263,4,39
ACC2d84c8520f,18,2
ACCacf857147e,18,2
ACC1091390dc2,19,22
ACC2f43c0c694,19,22
ACC502a25ab32,19,22
ACC8e95451436,19,22
ACC20f6b722a8,20,3
ACC32f92864d0,20,3
ACC38dd9675c9,20,3
ACC8892268b22,14,20
ACCb44e1b4d16,14,20
ACCa3b067f7db,21,28
ACCef0983a5d3,21,28
ACCa6092f8165,19,22
ACCb21c874d91,19,22
ACCc145a58bc1,19,22
ACCd8515e1e55,19,22
ACCf4ca5f8038,19,22
ACC228936cb8a,1,39
ACC4dc54af9aa,1,39
ACC04a9824e20,14,20
ACC0c9fd62630,14,20
ACC7599a88882,14,20
ACC07d85b0c7b,13,36
ACC1d36c7070b,13,36
ACC1d7a9a7cfd,13,36
ACC29c6866691,13,36
ACC3384f8285b,13,36
ACC708145bf04,13,36
ACC7562f33a93,13,36
ACC790ac50e68,13,36
ACC92df583438,13,36
ACCa22ad56f05,13,36
ACCdff83f1cae,13,36
ACC284de079f0,22,4
ACC4799657e8e,22,4
ACC8e20364408,22,4
ACCdd35ca5a26,22,4
ACC81d53b498c,23,12
ACCdcbcbad7fd,23,12
ACCe7e06188e8,23,12
ACCe97a69bf7e,23,12
ACC3337c498b0,19,22
ACC6593cc371a,19,22
ACC9641d3ff40,19,22
ACC9b9791d87f,19,22
ACCa400b30620,19,22
ACCb71a4def11,19,22
ACCf2e2252428,19,22
ACC1901e2c8db,24,3
ACC2869fad30b,24,3
ACC2f40a35fa7,24,3
ACC328495295e,25,3
ACC647a906205,25,3
ACCebc8cb459f,25,3
ACC08bad110b3,11,24
ACC44992427ab,11,24
ACCdeae12e28d,11,24
ACC404954a9f9,23,12
ACC649a1b9341,23,12
ACCa9bc3a2a22,23,12
ACC620953e37f,1,39
ACC6ccd591c8b,1,39
ACC6d25abd5a7,1,39
ACCdfb8c962ba,1,39
ACCfb5bd47043,1,39
ACC0974cf720f,26,19
ACC30ba305b92,26,19
ACC5e605b442e,26,19
ACC9d32a11661,26,19
ACCa27bbdb986,26,19
ACCca53d5e763,26,19
ACC052a7f2824,11,24
ACC34c89cb667,11,24
ACC35dfe3afe6,11,24
ACC156761792a,27,20
ACC1d8648dc47,27,20
ACC2c79f4b96c,27,20
ACC8dd4936035,27,20
ACC90a9f65079,27,20
ACCe20d56c7b7,27,20
ACCe5418cb7ac,27,20
ACCef99978fe5,27,20
ACC54a9d7489e,28,3
ACC5f26fea76a,28,3
ACC7243490ede,28,3
ACCbbcf93088a,26,19
ACCc61446c31b,26,19
ACC24e7d909c4,26,19
ACC9f2d35b0cf,26,19
ACCa71a33b0ab,26,19
ACCac8a9e68ff,26,19
ACCb3b1b5d058,26,19
ACC54c8030abf,3,15
ACCce10e8b4ac,3,15
ACCe81cd66027,3,15
ACC083619cf17,27,20
ACC895d6ab05e,27,20
ACC8c470dcb1d,27,20
ACC5002f7590c,14,20
ACCb525028cc5,14,20
ACC189e1d3d9a,0,17
ACC8387ff2d54,0,17
ACC84ee5c89e3,0,17
ACC8dff79f0da,0,17
ACC912777dd7d,0,17
ACCbf0e633dd1,0,17
ACCcc4467ba77,0,17
ACC2cae6870c9,0,17
ACCd016c47025,0,17
ACC1f5b0ded17,29,4
ACC3f871d4cb6,29,4
ACCb0da89540b,29,4
ACCcd0b3d88c5,29,4
ACC079c114a4c,15,28
ACC3bcca6ec60,15,28
ACC736093f2ca,15,28
ACC88799bfc69,15,28
ACCa93f0a5513,15,28
ACCdc8fe5f86d,15,28
ACCe08b5ac9f7,15,28
ACC39b3ab9ec6,11,24
ACCcabe207f08,11,24
ACCdd9490cef1,11,24
ACC10626a95e9,2,28
ACC6ba1f38259,2,28
ACCd344c60fd6,2,28
ACC3f4095e45f,15,28
ACC524f57d4c7,15,28
ACC597e80f678,15,28
ACC918fc40275,15,28
ACCe00373bf96,15,28
ACCee3ea310de,15,28
ACC2ab5438d12,23,12
ACC720b2d8f05,23,12
ACC9146c824b7,23,12
ACC1f33c4c1aa,8,21
ACC2f0a1c67cc,8,21
ACC33013c7049,8,21
ACC488adca030,8,21
ACC52bba84234,8,21
ACC68aaa42f3a,8,21
ACC92a1dfbf00,8,21
ACCf8b4b19efb,8,21
ACC1c85c587f7,27,20
ACC79e0b9fab3,27,20
ACC7a550dbbbf,27,20
ACC9d2e698ef6,27,20
ACCf909868b30,27,20
ACC00bfc2409f,21,28
ACC16b8ade082,21,28
ACC4d5e1bc4b5,21,28
ACC531addc1a1,21,28
ACC61d8763bff,21,28
ACC6c6b336bf1,21,28
ACC71a000174c,21,28
ACC797dca9b22,21,28
ACC988b71d656,21,28
ACCa754422a56,21,28
ACCaeba508e66,21,28
ACCc62c46b037,21,28
ACCed02ddcf1c,21,28
ACCef5419bafe,21,28
ACCfb947d3b83,21,28
ACCfba99d1bd4,21,28
ACC30e1fad9c9,13,36
ACC16c2f42c44,5,11
ACC321ba5c980,8,21
ACCc61c80a850,8,21
ACC8ff84f9707,30,2
ACCd5a642c2ba,30,2
ACC16c3c6c699,26,19
ACC707b76240e,8,21
ACC2776a661b1,31,3
ACC9b059a7940,31,3
ACCe5ce186f05,31,3
ACC7236ec46b4,13,36
ACC29189e3f97,15,28
ACCa51ed5fa03,15,28
ACCdef092249c,15,28
ACCff9f661878,15,28
ACC0cf2460170,1,39
ACC1927889347,1,39
ACC1b16184ca1,1,39
ACC26e8d3ef55,1,39
ACC34658d2f28,1,39
ACC5edc6137b5,21,28
ACC988bdac4df,21,28
ACCad5e5ca2e3,21,28
ACCd5ea2c497b,21,28
ACC4a3caf8fb6,0,17
ACCc5cb646c21,0,17
ACC2176b85cb6,11,24
ACC733fed375c,11,24
ACC8044db8197,4,39
ACC9140a88483,4,39
ACCa4767def7c,4,39
ACC05b3fd4a58,32,4
ACC31f1706def,32,4
ACC5316963c3f,32,4
ACCb67ea24478,32,4
ACC7f52fba25a,33,2
ACCa916fd19f6,33,2
ACC795e9e442f,26,19
ACC4c5c53d8c3,15,28
ACC8531012093,15,28
ACC56a2297ff0,13,36
ACCc6c2a8490e,13,36
ACC80e1c4a9b8,21,28
ACCffa408cb7a,21,28
ACCf565bf474c,4,39
ACC227bc77052,34,3
ACC47f3ed42e0,34,3
ACCa8edd81439,34,3
ACC03b8ad78e7,19,22
ACC90d0200b9a,2,28
ACCd44539decb,2,28
ACC9886b087ba,0,17
ACCa6a15b3c88,0,17
ACCf12f7810be,0,17
ACCf7fcd3d3c1,19,22
ACC98ad65c10b,5,11
ACC72c65c682a,35,3
ACC9d81fe70e6,35,3
ACCf35601e5f2,35,3
ACC09708a12d2,7,30
