cluster_id,cluster_size,entity_reuse_ratio,internal_density,mean_degree_centrality,max_degree_centrality,mean_pagerank,max_pagerank,mean_betweenness_centrality,max_betweenness_centrality,creation_span_days,creation_std_days,avg_order_amount,order_amount_cv
0,17,0.4852941176470589,0.5808823529411765,0.017602495543672013,0.026515151515151516,0.001890359168241966,0.0027547045807037244,0.0,0.0,370,134.1514727726044,390.056551724138,0.6148450185092453
1,39,0.5064102564102564,0.4709851551956815,0.0338966588966589,0.058712121212121215,0.001890359168241967,0.003172402846134681,9.900354480368605e-05,0.0003525695788504138,187,63.34351434611596,615.6204225352112,0.8851014201608899
2,28,0.4464285714285714,0.35978835978835977,0.018398268398268396,0.030303030303030304,0.001890359168241966,0.002629932911467125,5.438005030107268e-05,0.0002649885956337569,157,59.961396311452326,667.498813559322,0.6791498423297017
3,15,0.44999999999999996,0.4857142857142857,0.012878787878787875,0.01893939393939394,0.0018903591682419665,0.002404046779169574,1.1385199240986716e-05,8.064516129032258e-05,190,73.42265123438213,517.8633333333333,0.615377525252075
4,39,0.5159235668789809,0.4642375168690958,0.03379953379953381,0.06439393939393939,0.0018918862938141197,0.003588039874794423,0.00038357170095655997,0.008901041315915868,402,119.09670709564406,543.7278947368421,0.640630475765114
5,11,0.4545454545454546,0.5636363636363636,0.010674931129476584,0.017045454545454544,0.0018903591682419658,0.0029043619067860168,8.658547989236276e-06,3.0347753307905112e-05,144,55.14361415266669,519.825652173913,0.5769390259645119
6,21,0.5119047619047619,0.5285714285714286,0.02002164502164502,0.032196969696969696,0.0018903591682419665,0.0029545763182541687,3.345276418376626e-05,0.0001763802295111593,322,120.68408187929185,727.0618918918918,0.6617001691034101
7,30,0.487603305785124,0.4735632183908046,0.026010101010101008,0.03977272727272727,0.001890359168241966,0.0030080944790968076,5.064334194631475e-05,0.0002685913074907382,45,13.366453118367536,605.9563793103448,0.8084430578694087
8,21,0.4642857142857143,0.42857142857142855,0.016233766233766232,0.02840909090909091,0.0018903591682419665,0.0029954650048529584,3.256245476359329e-05,0.00016540164452877928,26,7.045092854841116,535.9940476190476,0.41644047881524127
9,2,0.07692307692307687,1.0,0.001893939393939394,0.001893939393939394,0.001890359168241966,0.001890359168241966,0.0,0.0,255,180.31222920256963,1007.03,0.9616926668018889
10,2,0.08333333333333337,1.0,0.001893939393939394,0.001893939393939394,0.001890359168241966,0.001890359168241966,0.0,0.0,303,214.25335469952387,776.0500000000001,0.5793253215642478
11,24,0.46875,0.33695652173913043,0.014678030303030304,0.02462121212121212,0.0018903591682419665,0.0029768721686772312,5.302488378864091e-05,0.00029371103280021685,51,14.11341226624878,512.6010416666667,0.6304684628708339
12,2,0.07692307692307687,1.0,0.001893939393939394,0.001893939393939394,0.001890359168241966,0.001890359168241966,0.0,0.0,145,102.5304832720494,869.2571428571429,0.5573770877594547
13,36,0.5172413793103448,0.3968253968253968,0.02630471380471381,0.043560606060606064,0.0018903591682419662,0.003039853225756516,0.00011891577859951002,0.0007765449404007917,400,113.43925022699813,694.126049382716,0.7144537595998974
14,20,0.3950617283950617,0.26842105263157895,0.009659090909090909,0.020833333333333336,0.001890359168241966,0.00299864466377046,9.701681584983293e-05,0.00047502220177742,622,274.933982506423,624.9035,0.6336914788715212
15,28,0.5446428571428572,0.4656084656084656,0.023809523809523808,0.03598484848484849,0.001890359168241966,0.002828407841875639,2.715057186119805e-05,7.780129538510309e-05,340,101.41908443597137,572.4210169491524,0.5648217868707216
