order_id,account_id,amount,timestamp,product
ORD6496b4824f,ACCf0b2f0eadf,405.06,2025-05-26,Home
ORD5df070e23e,ACCf0b2f0eadf,525.86,2025-06-01,Grocery
ORD79d1bcda1d,ACCd5e571ec71,686.79,2026-03-05,Grocery
ORD73dc27366d,ACCd5e571ec71,631.27,2026-02-12,Electronics
ORDa10adf0447,ACC15b87e6c0c,737.41,2025-02-09,Grocery
ORD9ddc315e3d,ACC15b87e6c0c,1780.62,2025-03-09,Electronics
ORD78aae6c408,ACC15b87e6c0c,1124.87,2025-02-25,Grocery
ORDb82d4632d2,ACC15b87e6c0c,805.97,2025-03-05,Beauty
ORD45342c7c3e,ACC15b87e6c0c,765.65,2025-02-26,Fashion
ORD93ff28bc2f,ACC72147baf76,489.58,2026-08-20,Grocery
ORDeb81cccaab,ACC72147baf76,2203.17,2026-08-26,Grocery
ORD17989b3a51,ACC133f346aaa,1007.75,2026-01-11,Electronics
ORDb9b4f9fb4b,ACC133f346aaa,387.43,2026-01-07,Grocery
ORD2c93c6c5c1,ACC133f346aaa,342.98,2026-01-07,Electronics
ORD4cdaf7135c,ACC133f346aaa,896.27,2026-02-10,Electronics
ORDe18afeeb98,ACCc0cc679abc,626.25,2024-11-10,Grocery
ORDd07fea7685,ACCc0cc679abc,538.08,2024-11-30,Beauty
ORD574b363533,ACC684f35ad6a,2228.45,2025-06-02,Home
ORDccbe93e715,ACC684f35ad6a,1468.7,2025-07-03,Electronics
ORDa90a8fdc86,ACC684f35ad6a,572.98,2025-07-11,Electronics
ORD6d266beb8c,ACC1c823b6e09,540.94,2025-07-02,Grocery
ORDf0273b0f3c,ACC1c823b6e09,705.88,2025-06-09,Grocery
ORDd72da5be42,ACC1c823b6e09,685.71,2025-05-25,Beauty
ORDedb4133d76,ACC62e1c5bec0,1899.71,2024-11-07,Fashion
ORD0aa373f2c1,ACC62e1c5bec0,707.1,2024-10-24,Electronics
ORD3effb8fa17,ACC62e1c5bec0,949.45,2024-10-03,Fashion
ORDb4ee6d4863,ACC62e1c5bec0,894.24,2024-09-15,Electronics
ORDbd42b6e380,ACC62e1c5bec0,1124.85,2024-09-20,Electronics
ORDaf855a179d,ACCaf51ce83a4,464.63,2025-12-04,Home
ORDba3840f06e,ACCaf51ce83a4,475.05,2025-10-28,Fashion
ORD744d3d0afd,ACCaf51ce83a4,1769.6,2025-11-03,Electronics
ORD41838d3060,ACCaf51ce83a4,1002.24,2025-12-12,Grocery
ORDfadbbde87c,ACC343720ff0e,785.37,2025-08-12,Fashion
ORD79ab055fff,ACC343720ff0e,206.18,2025-08-02,Fashion
ORD20c80957ee,ACC343720ff0e,1313.38,2025-07-31,Home
ORDdffb986d1e,ACC343720ff0e,880.71,2025-08-27,Grocery
ORD248cca64aa,ACC40cfa45d53,948.46,2025-04-29,Fashion
ORD1a314200e9,ACC40cfa45d53,834.08,2025-04-30,Home
ORDd376591cb4,ACC40cfa45d53,1083.13,2025-05-02,Grocery
ORDd2102967fb,ACCeb16a25942,870.51,2024-11-10,Home
ORDf4bde5cfa6,ACCeb16a25942,819.57,2024-10-11,Grocery
ORD93c818605b,ACCeb16a25942,472.83,2024-11-27,Beauty
ORD1f248875ea,ACCfa54da9d61,430.66,2025-12-31,Fashion
ORD465a4934e4,ACCfa54da9d61,343.77,2026-02-10,Electronics
