account_id,cluster_id,cluster_size
ACC12dff2e44f,0,4
ACC6387d7d658,0,4
ACCa1464af452,0,4
ACCb7b5de859e,0,4
ACC19b096ed3f,1,29
ACCabc3577272,1,29
ACCb989340717,1,29
ACCc1a7134331,1,29
ACCe3c4976aef,1,29
ACCffc2a4c066,1,29
ACC2b1707c8fa,2,2
ACC30471b1d43,2,2
ACC22fee397d7,1,29
ACC4c1741e7e3,1,29
ACC73b27c9dff,1,29
ACC6ec5147878,3,19
ACCb8a36f705f,3,19
ACCe07fd675b1,3,19
ACC033d802a29,4,19
ACC4db5de57f8,4,19
ACC6786910755,4,19
ACC8ccb7ff6d6,4,19
ACC944e081ec9,4,19
ACCa485de93b4,4,19
ACCb913dd0b38,4,19
ACCe24efce87e,4,19
ACCeeb7e75c30,4,19
ACC1f07b4bf3e,8,28
ACC61b6f3b616,8,28
ACC96b6f021b1,8,28
ACCa5496bd57c,8,28
ACC05209ceb40,23,34
ACC25a1fc8c09,23,34
ACC61312cf865,23,34
ACC7ade116e8b,23,34
ACC8bc0425dff,23,34
ACCb62d316ad1,23,34
ACCcaa0cc6465,23,34
ACCcc61a68632,23,34
ACCd0b5cc55f6,23,34
ACCf78b6268e4,23,34
ACC49f4b4b282,11,2
ACC7e0660de9e,11,2
ACC16e18b36b7,12,12
ACC430c7aa500,12,12
ACC68460896b2,12,12
ACCc30b143328,12,12
ACC5fe024d54b,13,36
ACC6d5a6e6af6,13,36
ACC9bbe725790,13,36
ACCa67a212a32,13,36
ACCd58c0fc618,13,36
ACC0fe73421cd,15,16
ACCd2842ce4b0,15,16
ACCe78b641748,15,16
ACC0a1e9a46e2,16,24
ACC1fc5ba10c3,16,24
ACC654c568407,16,24
ACC0fb447e5a4,8,28
ACC484aadf87e,8,28
ACC734dfb15f4,8,28
ACC889554a6a4,8,28
ACC96fc432f65,8,28
ACC429d39aea4,21,20
ACCc621fc428b,21,20
ACCdc09d72a5f,21,20
ACCf4aeaacbfc,21,20
ACC2f8bc5ab21,1,29
ACC4e621e006b,1,29
ACC6892371307,1,29
ACC7b756e693e,1,29
ACCa8f8ed1ae6,1,29
ACCaf076a0dd7,1,29
ACCd83541048e,1,29
ACC11a007f43e,19,35
ACC148d9f7c1e,19,35
ACC2cc9502200,19,35
ACC331097e0de,19,35
ACC3fe6540db6,19,35
ACC4542e23f7c,19,35
ACC5317b86d4b,19,35
ACC5b8425ee04,19,35
ACC6506cb2f77,19,35
ACC96dea67ee1,19,35
ACC9a3e1c0643,19,35
ACCc1aae1aa66,19,35
ACCe5f8dcce40,19,35
ACC1c67f05b08,20,18
ACCa5881fa6a4,20,18
ACCa678384b62,20,18
ACCc64141f217,20,18
ACCe7daa099cb,20,18
ACC2ddfe2017f,13,36
ACC6d6ff136b0,13,36
ACCacbd1aef1a,13,36
ACCe71e32fd21,13,36
ACC00002f0fd6,8,28
ACC027cee56cc,8,28
ACC2edb008b6d,8,28
ACC6b3d8d934b,8,28
ACC73344babd0,8,28
ACC764abcbbb6,8,28
ACC988a597546,8,28
ACCa0a7598865,8,28
ACCad49612acc,8,28
ACCd4e01f82d5,8,28
ACCddeaaa8655,8,28
ACC0515c3c28f,12,12
ACC0ae023f639,12,12
ACC37820673e9,12,12
ACC981f93fb6a,12,12
ACCb608fb52c4,12,12
ACCc886aa8b00,12,12
ACC4c47132a55,21,20
ACC65af0fa7fc,21,20
ACCae1228da2c,21,20
ACCb2ddd85bc1,21,20
ACC10335adab8,23,34
ACC191018fcc5,23,34
ACC23795fb174,23,34
ACC4936c44e7f,23,34
ACC53ee2e1cf6,23,34
ACC5990b9d9e3,23,34
ACC60c960640c,23,34
ACC60d9da16ce,23,34
ACC66d54b26ab,23,34
ACC6db8c7d731,23,34
ACC9c9f779c9b,23,34
ACCa8ad8e885a,23,34
ACCc543956a14,23,34
ACCc578c6a337,23,34
ACCcd921907d7,23,34
ACCdfa13bd531,23,34
ACC010e589336,20,18
ACC4e5b3afdd0,20,18
ACC6ba1387256,20,18
ACC7657d81ac3,20,18
ACCb189515c08,20,18
ACCd2691a8eb4,20,18
ACCea3aace083,20,18
ACCfa42ff611b,20,18
ACC2ab2aef3eb,25,10
ACC2cb2e4efe2,25,10
ACCe025cedff1,25,10
ACCfa0c99e5dc,25,10
ACC3a5b426027,26,2
ACCa7fa3f08c1,26,2
ACC41ddfbeb67,36,8
ACCe24ebc13d9,36,8
ACCa2eed56348,3,19
ACCe5353a17b7,3,19
ACC28227b9031,29,3
ACC2fe77a1108,29,3
ACCe3a066b61d,29,3
ACC2df918a2fc,30,30
ACC4a915a50f5,30,30
ACC5659e16f8e,30,30
ACC629e448b88,30,30
ACC83b135d8d9,30,30
ACC8dfc6c14fc,30,30
ACCf84dec2716,30,30
ACC1943dc14d8,19,35
ACC27ffeeb939,19,35
ACC3e2a45a602,19,35
ACC42c366648c,19,35
ACC4d230846c9,19,35
ACC51c93e4413,19,35
ACC79b8173522,19,35
ACC890094cf44,19,35
ACC96a744d026,19,35
ACCd47699f63c,19,35
ACCdcb97072c4,19,35
ACCfc1a078823,19,35
ACC0fe92e852d,15,16
ACC33fd78e405,15,16
ACC69a05fca62,15,16
ACCe25b71e768,15,16
ACC0fbf126eb4,13,36
ACC32f3966c75,13,36
ACC36fee36839,13,36
ACC3c89b7e907,13,36
ACC469c577af3,13,36
ACC38b38f88e5,16,24
ACC8d7cd0fc9c,16,24
ACCa225109147,16,24
ACCe932fa7fa8,16,24
ACC039645cd19,31,28
ACC2175b84208,31,28
ACC4af67f7ed7,31,28
ACC85a124c0b4,31,28
ACCa8ca2741f5,31,28
ACCbcf7eb72dc,31,28
ACCc387588630,31,28
ACCc500e610a2,31,28
ACCc50a3d8711,31,28
ACCdbfb2fda97,31,28
ACCe90feac501,31,28
ACCeece14b1d8,31,28
ACC0dfc81ddd3,32,9
ACC2b9dfc1bc5,32,9
ACC2d382a5eeb,32,9
ACC7d55365757,32,9
ACCac70d20e09,32,9
ACCb7e339938b,32,9
ACCc27f141bf1,34,6
ACCd5a95b979c,34,6
ACC41afea21c4,25,10
ACCa82386a50d,25,10
ACCddee8dd426,25,10
ACCef7758d8b1,25,10
ACC09e5301777,35,2
ACCe4fa32aaac,35,2
ACC1a0fe2d8be,21,20
ACC4425f446a1,21,20
ACC84feb99c86,21,20
ACCc9375417bc,21,20
ACCe7cd26ad89,21,20
ACC0d9b2e3c08,3,19
ACC1272faba69,3,19
ACC1a7bb9d219,3,19
ACC1e4ee9ea9a,3,19
ACC44d537eab8,3,19
ACC63f3193028,3,19
ACC7079bb36bf,3,19
ACC949905433b,3,19
ACC1b66ebd507,16,24
ACC3ec79a64de,16,24
ACC4c20ae5d46,16,24
ACC6e2caee158,16,24
ACC7ad899b39f,16,24
