account_id,device_id
ACC9693dda285,DEV0d964a7aa2
ACC7ebf4772ae,DjEV856b81fdd7
ACCdcdb7b391c,DEV666c3ccd55
ACC98ccf50b09,jDEV9229df0e85
ACCe5e99802ab,DEV1e941e9806
ACC208b777e26,DEVabd287092b
ACCf7a5a34406,DEV54eb9642de
ACCd4352c09d0,DEVf4c07030a7
ACC5d2e39d0ab,DEV16a083Eb9e
ACCae7b80f0e8,DEVb5997514f4
ACCd8e5e972dc,DEV5451d62ka2e
ACCc6997385d0,DEVc0331607a
ACC86854809a4,DEV57b304e081
ACCf16b867101,DEVdefaf51b3d
ACC029cf8ea0c,DEV679a56f838
ACCd077ff9bd1,DEV2438f37784
ACC6c9bf05091,DEV919ec41a5
ACC927ecb76cf,DEV75d29d0bd3
ACC1a1209700c,DEVa5bf63db69
ACC24690a6cf1,DEV82062e2b7e
ACC86c0018798,DEV6c829ca9ef
ACCca668ab5d5,DEV1e197f2093
ACCe495377908,DErV4e67a420cc
ACC565cfe119d,DEV2d8q6b6f472
ACCda45eb8157,DEV872000a78e
ACCe84cfe8951,DEVe3b24fd7a5
ACC7850764b3a,DEV4571d69c6
ACC4f880f04b6,EV43d836dec7
ACC5ca4f458dc,DEV853480cc47
ACC0707343e87,DEVe332d9201a
ACC0cc596b025,DEV2e03f0110b
ACC5aa0aef6d5,DEVacef1cdc70
ACCa42a5c9442,DVE258e0dcdb8
ACCa9df1b8479,DEV4ea37fca86
ACC97dc902c15,DEV67a008c956
ACC6291b68161,DEV2a3e26cb8
ACC01ecee2f23,DEV51be7e214c
ACC4f1ce38e93,DEV3e2317c43a
ACC8ef7848d13,DEV1a470954dc
ACC97c4999774,DEV83d97404d8
ACC268c3165a5,DEV087f2806b3
ACC3c1bb306c0,DEVabd0187633
ACCeb3d7ff911,DEVc92a70985
ACC795359365a,DEVB599473c12
ACCf65bca5e6a,DEVe55e69c37b
ACC038a3180da,DEVd6718d8398a
ACC0e04fb68f6,DEV95b366cae2
ACC11247bbbde,DVEd41b3a735c
ACC404bef1f68,DEVa919750546
ACC35711b3572,DEVfbbbf0d77b
ACC88886945cd,DVE485465bba1
ACC244bfac7f4,DEVcc0e1d5651
ACC8095774103,DEV18ad050f73
ACC1f8a0b77c1,DEVbd08557d8b
ACC2f6de88ba3,DEVd74d22bc7e
ACCe980b48ff2,DEV7f4efc2a4f
ACC806268146e,DEVd55a2005b3
ACCb859be40db,DEV1fc63ac4c4
ACCb38a8d6f33,DVEa5c5ad1ddb
ACC0462b0fd38,DEV733b17cbd2
ACC9a4b75d6d9,DEV8e7e08eb7
