resource_type,observed,true_id
device,DEV0d964a7aa2,DEV0d964a7aa2
ip,IPff9002f45e,IPff9002f45e
payment,PAY19d23607da,PAY19d23607da
payment,PAYd29591c12c,PAYd29591c12c
address,ADDRf7a8d44af,ADDRf7a28d44af
address,ADDRc5380e3462,ADDRc5380e3462
device,DjEV856b81fdd7,DEV856b81fdd7
ip,IP17f77687be,IP17f77687be
payment,PAY588b503e9a,PAY588b503e9a
payment,PAY6dbe0ecff4,PAY6dbe0ecff4
address,ADDR56cf296fa4,ADDR56cf296fa4
device,DEV666c3ccd55,DEV666c3ccd55
ip,IP3b747e6a54,IP3b747e6a54
payment,PAY9185be2969,PAY9185be2969
payment,PAYb49a165934,PAYb49a165934
address,ADDR3bf397fd03,ADDR3bf397fd03
device,jDEV9229df0e85,DEV9229df0e85
ip,IPe7777956df,IPe7777956df
payment,PAY362e2af9c5,PAY362e2a9fc5
payment,PAY04f02a52f0,PAY04f02a52f0
address,ADdR1c72cff50d,ADDR1c72cff50d
address,ADDR8e61f11b44,ADDR8e61f11b44
device,DEV1e941e9806,DEV1e941e9806
ip,IPd2057c02f3,IPd2057c02f3
payment,PaY99680000cf,PAY99680000cf
payment,PAY06a9E80675,PAY06a9e80675
address,ADDRa24104e4ac8,ADDRa24104e4c8
address,ADDR9ac68ba9a08,ADDR9ac68ba9a8
device,DEVabd287092b,DEVabd287092b
ip,IP75fcd6ef5b,IP75fcd6efb5
payment,PAYf86cceb2fe,PAYf86cceb2fe
payment,PAYadeb11574b,PAYadeb11574b
address,ADDR88abbd387d,ADDR88abbd387d
address,ADDRc31b298161,ADDRc31b298161
device,DEV54eb9642de,DEV54eb9642de
ip,IPf12cd8f8b4,IPf12cd8f8b4
payment,PAY61673e7797,PAY61673e7797
address,ADDR73774be908,ADDR73774be908
device,DEVf4c07030a7,DEVf4c07030a7
ip,IPa420aa38f7,IPa420aa38f7
payment,PAY56d5d61ab7,PAY56d5d61ab7
payment,PAY523c40b6cc,PAY523c40b6cc
address,ADD1R3fe91d0d4,ADDR13fe91d0d4
address,ADDRd27e8ab63b,ADDRd27e8ab63b
device,DEV16a083Eb9e,DEV16a083eb9e
ip,IPfa7c6719b3,IPfac76719b3
payment,PAY4bc8d5eadd,PAY4bc8d5eadd
address,ADDRc7169096j71,ADDRc716909671
device,DEVb5997514f4,DEVb9597514f4
ip,IPa5621e9d7c,IPa5621e9d7c
payment,PAYe23eaa0c288,PAYe2eaa0c288
payment,PAYc4f1acdab3,PAYc4f1acdab3
address,ADDR94a08a5905,ADDR94a08a5905
device,DEV5451d62ka2e,DEV5451d62a2e
ip,IP53e9b20e30,IP53e9b20e30
payment,PAY088e92acf4,PAY088e92acf4
address,ADDR626a06eaa,ADDR626a06e9aa
device,DEVc0331607a,DEVc0331607ba
ip,IPc0289e6d74,IPc0289e6d74
payment,PAYc7c045180f,PAYc7c045180f
payment,PAYfefe2cae1f,PAYfefe2cae1f
address,ADDR65e9ef6e08,ADDR65e9ef6e08
device,DEV57b304e081,DEV57b304e081
ip,IP52fd4504ea,IP52fd4504ea
payment,PAY9750d2f3ff,PAY9750d2f3ff
payment,PAYe4b1265a3a,PAYe4b1265a3a
address,ADDR3c3015aba9,ADDR3c3015aba9
device,DEVdefaf51b3d,DEVdefaf51b3d
ip,IPcc302f252f,IPcc302f252f
payment,PAYafa8636106,PAYafa8636106
payment,PAY18330cb680,PAY18330cb680
address,ADR603f578df3,ADDR603f578df3
device,DEV679a56f838,DEV679a56f838
ip,IP2e73723aa1,IP2e73723aa1
payment,PAY899cbc872a,PAY899cbc872a
address,ADDR70aa2371f1,ADDR70aa2371f1
device,DEV2438f37784,DEV2438f37784
ip,IP00819664d5,IP00819664d5
payment,PAY643e5468b4,PAY643e5468b4
address,ADDR4d6ae4340d2,ADDRd6ae4340d2
address,ADDR1fFcf1ffb6,ADDR1ffcf1ffb6
device,DEV919ec41a5,DEV919ec41ba5
ip,IP1653e9175c,IP1653e9175c
payment,PAYfbaeb26fcd,PAYfbaeb26fcd
address,ADDR792dc493c2,ADDR792dc493c2
address,ADDR571b2t18dab,ADDR571b218dab
device,DEV75d29d0bd3,DEV75d29db0d3
ip,IP1be56b70c,IP1be56b70ce
payment,PYA68bb3ddba8,PAY68bb3ddba8
payment,PAY1fdbddcc5b,PAY1fdbddcc5b
address,ADDrea891d27a7,ADDRea891d27a7
address,ADDRcae22b50fc,ADDRcae22b50fc
device,DEVa5bf63db69,DEVa5bf63db69
ip,IPfd8d9c7958,IPfd8d9c7958
payment,PAY3d4dee412c,PAY3d4dee412c
address,ADDR6ec8a26bbd,ADDR6ec8a26bbd
device,DEV82062e2b7e,DEV82062e2b7e
ip,IPaf587b31c9,IPaf587b31c9
payment,PAY247a724616,PAY247a724616
payment,PAYcb58871584,PAYcb58871584
address,ADDRc1ee5e4646,ADDRc1ee5e4646
address,ADDR8c36fd0fc2,ADDR8c36fd0fc2
device,DEV6c829ca9ef,DEV6c82c9a9ef
ip,IPd496fe55ee,IPd496fe55ee
payment,PAY3f95cb0e7,PAY3f985cb0e7
address,ADDR398b6ea797,ADDR398b6ea797
address,ADDRd8db677bd,ADDR4d8db677bd
device,DEV1e197f2093,DEV1e197f2093
ip,IPea04b4405,IPea604b4405
payment,PAY6ahc40f986c,PAY6ac40f986c
payment,PAY06772b22e7,PAY06772b22e7
address,ADDRf180c7da6,ADDRf180c7dda6
address,ADDR2e7d25f412,ADDR2e7d25f412
device,DErV4e67a420cc,DEV4e67a420cc
ip,IPe51bc69b8,IPe51bc69b8e
payment,PAYb59dbd1c92,PAYb59dbd1c92
address,ADDR746caaa6cb,ADDR746caaa6cb
address,ADDRc9b1f620a3,ADDRc9b1f620a3
device,DEV2d8q6b6f472,DEV2d86b6f472
ip,IP5c8e6bb359,IP5c8e6bb359
payment,PAY04659f8e8C,PAY04659f8e8c
payment,PAY81c3f28f97,PAY81c3f28f97
address,ADDR20e039be65,ADDR20e039be65
address,ADDRbc9d52376a,ADDRbc9d52376a
device,DEV872000a78e,DEV872000a78e
ip,IP9d6db4911f,IP9d6db4911f
payment,PAY0ce2397c3,PAY0c8e2397c3
payment,PAY8b2703c626,PAY8b2703c626
address,ADDR37e88721b3,ADDR37e88721b3
device,DEVe3b24fd7a5,DEVe3b24fd7a5
ip,IP55f0c309be,IP55f0c309be
payment,PAY0df73bed0f,PAY0df73bed0f
payment,PAY3c317db43c,PAY3c317db4c3
address,ADDR764f136abf,ADDR764f136abf
address,ADDR5b67cd92ac,ADDR5b67cd92ac
device,DEV4571d69c6,DEV4f571d69c6
ip,IPf21a17df3e,IPf21a17df3e
payment,PAY796d8b4fa5,PAY796d8b4fa5
payment,PAY183221efb7,PAY183221efb7
address,ADDRb208af46db,ADDRb208af46db
device,EV43d836dec7,DEV43d836dec7
ip,IPb7b5227f9c,IPb7b5227f9c
payment,PAYe2429e6f4,PAYe2429e6f4a
address,ADDR1cebbed11,ADDR1cebbe9d11
address,ADDRdd1fb5d835,ADDRdd1fb5d835
device,DEV853480cc47,DEV853480cc47
ip,IP269f38e96,IP2659f38e96
payment,PAY0be960352e,PAY0be960352e
payment,PAY3d0cd6c575,PAY3d0cd6c575
address,ADDRdf69bb2187,ADDRdf69bb2187
address,ADDR3c60841be2,ADDR3c60841be2
device,DEVe332d9201a,DEVe332d9201a
ip,IP44b8c5c38e,IP44b8c5c38e
payment,PAYc7a65045b2,PAYc7a65045b2
payment,PAY609ab9f56c,PAY690ab9f56c
address,ADDR0697885555,ADDR0698785555
device,DEV2e03f0110b,DEV2e03f0110b
ip,IP20f22ac8B5,IP20f22ac8b5
payment,PAY4527f5a1a4,PAY4527f5a1a4
payment,PAYb8325292d1,PAYb8325292d1
address,ADDRee555b046d,ADDRee555b046d
address,ADDR39a0fce186,ADDR39a0fce186
device,DEVacef1cdc70,DEVacef1cdc70
ip,IP779402f8ae,IP779402f8ea
payment,PAY13babec1b0,PAY13babec1b0
payment,PAYee74dc3196,PAYee74dc3196
address,ADDR18b38050fd,ADDR18b38050fd
device,DVE258e0dcdb8,DEV258e0dcdb8
ip,IP94a366144c,IP94a366144c
payment,PAYfd642a2636,PAYfd642a2636
payment,PAY6a37b778b,PAY6a357b778b
address,ADDRfeeb4d769,ADDRfeeb4d7659
address,DDR72f0733bdc,ADDR72f0733bdc
device,DEV4ea37fca86,DEV4ea37fca86
ip,IP60ffdd15d8,IP60ffdd15d8
payment,PAY4935a13905,PAY4935a13905
address,ADDR66c9d69b33,ADDR66c9d69b33
address,ADDR66c939ac5,ADDR66c9395ac5
device,DEV67a008c956,DEV67a008c956
ip,IP015286ecaf,IP015286ecaf
payment,PAY4c653175a6,PAY4c653175a6
payment,PAY4e5ed6a4ef,PAY4e5ed6a4ef
address,ADDR6ce12ccaa9,ADDR6ce12ccaa9
address,ADDRe9810fed4e8,ADDRe9810ed4e8
device,DEV2a3e26cb8,DEV2a3e206cb8
ip,IP518A8f1095,IP518a8f1095
payment,PAYb8989c764,PAYb89890c764
address,ADDR2f0a554d83,ADDR2f0a554d83
device,DEV51be7e214c,DEV51be7e214c
ip,IP98b2ef4f6b,IP98b2ef4f6b
payment,PAYdcb0b3fe7a,PAYdcb0b3fe7a
payment,PAY4979f45bb,PAY4979f455bb
address,ADDR1834ad5c4,ADDR1834ad5c14
device,DEV3e2317c43a,DEV3e2317c43a
ip,IP73C84d37aa,IP73c84d37aa
payment,PAYba04aac42b,PAYba04aac42b
payment,PAYaeb6ff7ff5,PAYaeb6ff7ff5
address,ADDR4c7b044f8d,ADDR4c7b044f8d
address,ADDR8b268bb3eb,ADDR82b68bb3eb
device,DEV1a470954dc,DEV1a470954dc
ip,IPb4428958e7,IPb4428958e7
payment,PAYadff60f05e,PAYadff60f05e
address,ADDRb614069c3d,ADDRb614069c3d
device,DEV83d97404d8,DEV83d97404d8
ip,IPc7f1f525b6,IPc7ff1525b6
payment,PAYd5940bdae7,PAYd5940bdae7
payment,PAYbecf0e45d1,PAYbecf0e45d1
address,ADDR0e26e988ce,ADDR0e26e988ce
address,ADDR1e3ane66de5,ADDR1e3ae66de5
device,DEV087f2806b3,DEV087f2806b3
ip,IP3726f4fc4b,IP3726f4f4cb
payment,PAYd37ca695be,PAYd37ca695be
address,ADDRb7f855765,ADDRb7f8557665
device,DEVabd0187633,DEVabd0187633
ip,IP42165b8b54,IP42165b8b54
payment,PAYef97cfbcf0,PAYef97cfbcf0
address,ADDRd548486064,ADDRd548486064
device,DEVc92a70985,DEVcb92a70985
ip,IP9714b2f63c,IP9714b2f63c
payment,PAY8d19e443ed,PAY8d19e443ed
address,ADDR7f57f2b04c,ADDR7f57f2b04c
device,DEVB599473c12,DEVb599473c12
ip,IPe8acc9ca4,IPe8acc79ca4
payment,PAYa540a4cea9e,PAYa540a4ca9e
address,ADDR1c32c5580d,ADDR1c32c5580d
device,DEVe55e69c37b,DEVe55e69c37b
ip,IP33ac7b7a34,IP33ac7b7a34
payment,PAY4cd46205e2f,PAY4cd4605e2f
address,ADDRdfead8ffe3,ADDRdfead8ffe3
address,ADDRa1c07ccf1d,ADDRa1c07ccf1d
device,DEVd6718d8398a,DEVd6718d839a
ip,IPa473142e27,IPa473142e27
payment,PAY73cf63d3e3,PAY73cf6d33e3
address,ADDR9f82d5a2e4,ADDR9f82d5a2e4
device,DEV95b366cae2,DEV95b366cae2
ip,IP5eafc849602,IP5efc849602
payment,PAb790a91cdc,PAYb790a91cdc
payment,PAY0ef1d9463b,PAY0ef1d9463b
address,ADDR05e3f046e0,ADDR05e3f046e0
address,ADDR56742882c2,ADDR56742882c2
device,DVEd41b3a735c,DEVd41b3a735c
ip,IP213e34a2cc,IP213e34a2cc
payment,PAY7ea7bee906,PAY7ea7bee906
address,ADDR58c8a32a10,ADDR58c8a32a10
address,ADDR8a345e04bb,ADDR8a345e04bb
device,DEVa919750546,DEVa919750546
ip,IP3v21b1c4967,IP321b1c4967
payment,PAY60ee8b8eb2,PAY60ee8b8eb2
address,ADDR0035e0e02f,ADDR0035e0e02f
address,ADDR9fea64161f,ADDR9fea64161f
device,DEVfbbbf0d77b,DEVfbbbf0d77b
ip,IPf94cf47ddb,IPf94cf47ddb
payment,PAYe82b829388,PAYe82b829388
payment,PAY9ee55a86ce,PAY9ee55a86ce
address,ADDR7be7074884,ADDR7be7074884
address,ADDR836873d452,ADDR836873d452
device,DVE485465bba1,DEV485465bba1
ip,IP11fb4ce3645,IP11f4ce3645
payment,PAY825a857d0f,PAY825a857d0f
payment,PAYc1599r9d216,PAYc15999d216
address,DDR702eb902cd,ADDR702eb902cd
device,DEVcc0e1d5651,DEVcc0e1d5651
ip,IP8ca296031e,IP8ac296031e
payment,PAY6184306c9,PAYa6184306c9
payment,tPAY12ba2d495c,PAY12ba2d495c
address,ADDR49bb40eb82,ADDR49bb40eb82
address,ADDRefb94beb83,ADDRefb94beb83
device,DEV18ad050f73,DEV18ad050f73
ip,IP8f64408514,IP8f64408514
payment,PAY8069c1cba1,PAY80691ccba1
payment,PAY491bc481dya,PAY491bc481da
address,ADDRc47e290fad,ADDRc47e290fad
device,DEVbd08557d8b,DEVbd08557d8b
ip,IP7d57036719,IP7d57036719
payment,PAYb367bf3336,PAYb367bf3336
address,ADDR96abffe2d7,ADDR96abffe2d7
device,DEVd74d22bc7e,DEVd74d22bc7e
ip,IP8223400819,IP8223400819
payment,PAY500abea3e,PAY500abea3ee
address,ADDReB8c7c72e1,ADDReb8c7c72e1
address,ADDR5a0c785104,ADDR5a0c785104
device,DEV7f4efc2a4f,DEV7f4efc2a4f
ip,IP4a2991fc4e,IP4a2991fc4e
payment,PAYd7e09dc482,PAYd7e09dc482
payment,PAY74Ed1bb65d,PAY74ed1bb65d
address,ADDRbff8d1b587,ADDRbff8d1b587
address,ADDR5831f9e513,ADDR5831f9e513
device,DEVd55a2005b3,DEVd55a2005b3
ip,IPcbb69eb2d4,IPcbb69eb2d4
payment,PAYb7078f0cfa,PAYb7078f0cfa
address,ADDR1258d05286,ADDR1258d05286
address,ADDRb390729d61,ADDRb390729d61
device,DEV1fc63ac4c4,DEV1fc63ac4c4
ip,IP1fb643f9c9,IP1fb643f99c
payment,PAY56c331455c,PAY56c331455c
payment,PAwY1d290a8d84,PAY1d290a8d84
address,ADDR856bD66d16,ADDR856bd66d16
address,ADDRb78c79de74b,ADDRb78c7de74b
device,DVEa5c5ad1ddb,DEVa5c5ad1ddb
ip,IP1b188c7351,IP1b188c7351
payment,PAY4c988370d2,PAYc4988370d2
address,ADDRaf8334d458,ADDRaf8334d458
address,ADDRe374ad9273,ADDRe374ad9273
device,DEV733b17cbd2,DEV733b17cbd2
ip,IP936758ef86,IP936758ef86
payment,PAY141bbf6fac,PAY141bbf6fac
address,ADDRb518a63826,ADDRb518a63826
address,ADDR8aa6f3264c,ADDR8aa6f3264c
device,DEV8e7e08eb7,DEVd8e7e08eb7
ip,IP1f8169dc36,IP1f8169dc36
payment,PAY929623d3e2,PAY929623d3e2
address,ADDR0e779a0c6e,ADDR0e779a0c6e
device,DEVcb8b7deae2,DEVcb8b7deae2
ip,IP2de89ab0c4,IP2de89ab0c4
payment,PAYf5ed969ab1,PAYf5ed969ab1
address,ADDRec3044a63,ADDRec3044a363
address,ADDR91e21g91ef5,ADDR91e2191ef5
device,DEV7d436a4a44,DEV7d436a4a44
ip,IP3bcb89ff5a,IP3bcb89ff5a
payment,PAYe5a418afa,PAYe5a418affa
payment,PAY3bad3e0689e,PAY3bad3e689e
address,ADDR9b24574ef88,ADDR9b24574f88
device,DEV07f6e5b9637,DEV076e5b9637
ip,IP3af7e34acd,IP3af7e34acd
payment,PYAcf5b0d8484,PAYcf5b0d8484
address,ADDRfd420u19518,ADDRfd42019518
address,ADDR798d5beefb,ADDR798d5beefb
device,DEV5d3e3ff848,DEV5d3e3ff848
ip,IPaebba90f65,IPaebba90f65
payment,PAYc2b7649e46,PAYc2b7649e46
address,ADDR8cdb428d28,ADDR8cdb428d28
device,DEV4651a0b5d3,DEV4651a0b5d3
ip,IP0ed2d7fb70,IP0ed2d7fb70
payment,PAY03a3e1a6b7,PAY03a3e1a6b7
payment,PYA5e2b583f59,PAY5e2b583f59
address,ADDR25a2fb8873,ADDR25a2fb8873
address,ADDR3a2c30618F,ADDR3a2c30618f
device,DEVbd9fadb50c,DEVbd9fadb50c
ip,IP0b44d21854,IP0b44d21854
payment,PAYd033ecefe4,PAYd033ecefe4
payment,PAY974456bdd4,PAY974456bdd4
address,6ADDR335ce46e32,ADDR335ce46e32
address,ADDR60026284e4,ADDR60026284e4
device,DEV4f1cf95d7,DEV4f1cf495d7
ip,IP1972806f1,IP1f972806f1
payment,PAY87d13d77e,PAY87d13d707e
address,ADDRcdd5e67266,ADDRcdd5e67266
device,DEV9e6917a316,DEV9e6917a316
ip,IP35839586f0,IP35839586f0
payment,PAY01fde9717,PAY016fde9717
payment,PAYcd07e14e5f,PAYcd07e14e5f
address,ADD1R646d683664,ADDR646d683664
device,DEVb571463962,DEVb571463962
ip,IPac8adce11,IPbac8adce11
payment,PAcY263a77ac1c,PAY263a77ac1c
payment,PAY48fcc8959b,PAY48cfc8959b
address,ADDRe08ce968f7,ADDRe08ce968f7
address,ADDRa4bccac661,ADDRa4bccac661
device,DEV23dc179482,DEV23dc179482
ip,IP558fdd1c60,IP558fdd1c60
payment,PAY8430ba8ef4,PAY8430ba8ef4
payment,PAY2a57f72b45,PAY2a57f72b45
address,ADDR72ba2c2c50,ADDR72ba2c2c50
device,DEVca4df0109a,DEVca4df0109a
ip,IP99a100ebd0b,IP99a00ebd0b
payment,PAY324e3f514a,PAY324e3f514a
address,ADDRfdbcfa4742,ADDRfdbcfa4742
device,DEVb7b0865129,DEVb7b0865129
ip,IPcff91d160d5,IPcff91160d5
payment,PAY3bfb113834f,PAY3bf113834f
payment,PAYe3a7dcf5d1,PAYe3a7dcf5d1
address,ADDRcb151da8f9,ADDRcb151da8f9
address,ADDR5ce503c4b3,ADDR5ce503c4b3
device,DEV523c29e2a8,DEV523c29ea28
ip,IPc8025e88ba,IPc8025e88ba
payment,PAYa3d47a2798,PAYa3d47a2798
payment,PAY2faee2ba64,PAY2faee2ba64
address,ADDR8db0d691ae,ADDR8db0d691ae
device,DEV7dbeafc35c,DEV7dbeafc35c
ip,IP312e94f375,IP312e94f375
payment,PAY2157436236,PAY2157436236
payment,PAY708ac265de,PAY708ac265de
address,ADDR9d908201c8,ADDR9d908201c8
device,DEV37be48dbcc,DEV37be48dbcc
ip,IP09e6cc14ec,IP09e6cc41ec
payment,PAY1327908090,PAY1327908090
address,ADDR343d6b3dd9d,ADDR33d6b3dd9d
device,DEV86c2337466,DEV86c2337466
ip,IP05212b21226,IP0522b21226
payment,PAY4e4dfbfqcab,PAY4e4dfbfcab
address,ADDR87c44bc527,ADDR87c44bc527
address,ADDRac67b07558,ADDRac67b07558
device,4DEVf70e9d0798,DEVf70e9d0798
ip,IP6d6652f737,IP6d6652f737
payment,PAYe6c37b4478,PAYe6c37b4478
address,ADDRc3ce0fa008,ADDRc3ce0fa008
address,ADDR7d62d1a692,ADDR7d62d1a692
device,DEV6bc2554b2b,DEV6bc2554b2b
ip,IPbe5d82f72,IPbe5d82f720
payment,PAY3c62cada83,PAY3c62cada83
payment,PAY38bd789b64,PAY38bd789b64
address,ADDRf14ffcebd3,ADDRf14ffcebd3
device,DEvb42effc30e,DEVb42effc30e
ip,IPde0feddc11,IPde0feddc11
payment,PAY1414d76449,PAY1414d76449
address,ADDRp08900d2b49,ADDR08900d2b49
address,ADDRate82077fb5,ADDRae82077fb5
device,DEVf0ec5eaab3f,DEVf0ec5eab3f
ip,IP76448d0548,IP76448d0548
payment,PAY03261d839,PAY038261d839
payment,PAY9j283ecd151,PAY9283ecd151
address,A7DDR9a9ea56aa2,ADDR9a9ea56aa2
address,ADDRy696ec1688d,ADDR696ec1688d
device,DEVb2f6804c84b,DEVb2f680484b
ip,IP104ea0e5cb,IP104ea0e5cb
payment,PAY044a134d5f,PAY044a134d5f
address,ADDRc1f6b1a47d,ADDRc1f6b1a47d
device,DEV0df4aba6ad,DEV0df4aba6ad
ip,IP5a321d1eb7,IP5a321d1eb7
payment,PAY703faf1da6,PAY703faf1da6
payment,PAY7c0Bf9ab06,PAY7c0bf9ab06
address,ADDR8e7f22fc6a,ADDR8e7f22fc6a
address,ADDRf9be486567,ADDRf9be486567
device,DEV407f8f07c,DEV40c7f8f07c
ip,Ipc051317482,IPc051317482
payment,PAYfa4bbc92b5,PAYfa4bbc92b5
payment,PAY19ebac830d,PAY19ebac830d
address,DADR4140c45963,ADDR4140c45963
device,DEVedc5d99374,DEVedc5d99374
ip,IPh47d70f492c,IP47d70f492c
payment,PAY55d2d2e37,PAY55d2d25e37
address,ADDRf453259cd,ADDRf4532959cd
address,ADDR6a2d77eea8,ADDR6a2d77eea8
device,DEVe30a446b60,DEVe30a446b60
ip,I0Pbf369ff1c,IP0bf369ff1c
payment,PAYc4de38f6e,PAYc4de738f6e
address,ADDR2205b2f01F,ADDR2205b2f01f
device,DEV5844a11bfc,DEV5844a11bfc
ip,IP71ffed35066,IP71ffed5066
payment,PAY725b9cd8f0,PAY725b9cd8f0
payment,PArYfee03d17b1,PAYfee03d17b1
address,ADDR3409cc4bc8,ADDR3409cc4bc8
device,DEV710f1dad52,DEV710f1dad52
ip,IPfdc099f91,IPfdc099f91d
payment,PAY4035f553e1,PAY4035f553e1
address,ADDR3bc0cda04,ADDR3bc0cda049
device,DEVb092c7c682,DEVb092c7c682
ip,iP01baa8c672,IP01baa8c672
payment,PAYe504dfc707,PAYe504dfc707
address,ADDRc68c686a6d,ADDRc68c686a6d
address,ADDRFb285283d7,ADDRfb285283d7
device,DEVcdf0d43a0d,DEVcdf0d43a0d
ip,IP68aa81b8d4,IP86aa81b8d4
payment,PAYa03b7102e1,PAYa03b7102e1
address,ADDR9c817be867,ADDR9c817be867
address,ADDR8a15dadbeb,ADDR8a15dadbeb
device,DEV7456a8audc9,DEV7456a8adc9
ip,IP33f79dfb1d,IP33f79dfb1d
payment,PAY5b5a9816c9,PAY5b5a9816c9
address,ADDRef50ba069d,ADDRef50ba069d
address,ADDR80091c9dfe,ADDR80091c9dfe
device,DEV5580051eee,DEV5580051eee
ip,IPaa978791a9,IPaa978791a9
payment,PAYcaed34f5fb,PAYcaed34f5fb
address,ADDR3123083486,ADDR3123083486
address,ADDR3852e10de3,ADDR3852e10de3
device,DEVa410da9293,DEVa410da9293
ip,IPd2a8c5bc67,IP2da8c5bc67
