order_id,account_id,amount,timestamp,product
ORD159beb093b,ACC9693dda285,1556.83,2025-05-31,Beauty
ORDd10ade5caa,ACC7ebf4772ae,1143.96,2025-01-21,Electronics
ORDc36a5da2f5,ACC7ebf4772ae,577.74,2025-01-19,Grocery
ORD23987198d2,ACCdcdb7b391c,1033.7,2024-11-05,Fashion
ORD75f6958710,ACCdcdb7b391c,1585.77,2024-10-01,Home
ORD02732cf78e,ACCdcdb7b391c,821.63,2024-10-30,Home
ORDc66e6139ba,ACC98ccf50b09,671.46,2025-11-07,Grocery
ORD7e54eb6275,ACC98ccf50b09,487.74,2025-12-05,Beauty
ORDfac7896c44,ACC98ccf50b09,582.59,2025-12-08,Home
ORDab0869a67b,ACC98ccf50b09,2067.29,2025-10-22,Electronics
ORD464f9b522a,ACC98ccf50b09,2170.85,2025-11-12,Beauty
ORD748b3e0273,ACCe5e99802ab,457.27,2025-02-03,Grocery
ORD5ec0629ce6,ACCe5e99802ab,699.91,2025-01-28,Beauty
ORD29ed89daa4,ACCe5e99802ab,607.87,2025-01-31,Grocery
ORD8e33388f57,ACCe5e99802ab,854.88,2024-12-27,Electronics
ORDac69a408a5,ACCe5e99802ab,630.52,2025-01-16,Home
ORDf2c43f53f9,ACCe5e99802ab,1538.94,2025-01-04,Home
ORD278c483da1,ACC208b777e26,881.94,2025-02-27,Beauty
ORD5306de0202,ACC208b777e26,1112.9,2025-03-04,Grocery
ORDb4206f75c0,ACC208b777e26,671.27,2025-04-01,Home
ORDe05456007d,ACCf7a5a34406,671.66,2025-10-03,Fashion
ORD445d72a764,ACCf7a5a34406,472.6,2025-08-29,Home
ORD3febf6336f,ACCd4352c09d0,2649.07,2025-04-15,Grocery
ORD22be8b059f,ACCd4352c09d0,1265.65,2025-03-11,Grocery
ORD530de92132,ACCd4352c09d0,756.33,2025-04-12,Home
ORD9e44ca4483,ACCd4352c09d0,667.49,2025-02-24,Electronics
ORD592edbf393,ACCd4352c09d0,712.32,2025-03-13,Fashion
ORDfcd7641f89,ACCd4352c09d0,622.5,2025-02-16,Home
ORDb55e46d0ac,ACC5d2e39d0ab,325.49,2025-03-23,Grocery
ORDf298d03905,ACC5d2e39d0ab,567.94,2025-04-13,Fashion
ORD7149e3726f,ACCae7b80f0e8,938.51,2026-05-02,Home
ORDfa1eaffd5f,ACCae7b80f0e8,1007.33,2026-04-12,Fashion
ORD53b454695d,ACCd8e5e972dc,474.4,2025-11-27,Beauty
ORD3a8d3b683f,ACCd8e5e972dc,536.79,2025-11-14,Grocery
ORDdafe82cdde,ACCd8e5e972dc,2158.47,2025-11-14,Fashion
ORDa92724c995,ACCd8e5e972dc,1914.13,2025-10-03,Electronics
ORD85bff52388,ACCd8e5e972dc,316.25,2025-10-30,Home
ORD71f0e5db1b,ACCc6997385d0,715.67,2026-05-31,Home
ORD4c9f9e48a5,ACCc6997385d0,993.36,2026-05-04,Fashion
ORD28666caae5,ACC86854809a4,798.2,2025-04-19,Grocery
ORD77472ba8c7,ACC86854809a4,1686.51,2025-04-18,Fashion
ORDe778112280,ACC86854809a4,728.36,2025-03-05,Electronics
ORD7194e42290,ACCf16b867101,1209.68,2025-04-06,Home
ORD707baf31ef,ACCf16b867101,301.07,2025-04-16,Beauty
ORDf63783c9e2,ACC029cf8ea0c,744.29,2025-02-03,Grocery
ORD265b536628,ACC029cf8ea0c,654.94,2025-02-26,Home
ORD3f0c2380d6,ACC029cf8ea0c,689.95,2025-01-23,Home
ORDa48be6416d,ACCd077ff9bd1,1222.58,2025-02-14,Grocery
ORDaa5b7b074e,ACCd077ff9bd1,721.62,2025-02-05,Home
ORD7ecf6ff349,ACC6c9bf05091,1843.35,2026-04-14,Beauty
ORD4890bf4769,ACC6c9bf05091,642.33,2026-03-24,Electronics
ORDe836255612,ACC927ecb76cf,858.48,2026-03-23,Electronics
ORD595b8c35e2,ACC927ecb76cf,1133.64,2026-03-08,Grocery
ORD634499c62a,ACC1a1209700c,725.39,2025-04-08,Grocery
ORD59fd6a520b,ACC1a1209700c,822.48,2025-02-27,Electronics
ORDe946ce6649,ACC1a1209700c,959.1,2025-02-26,Home
ORD7ffa1e8f7e,ACC24690a6cf1,1932.22,2025-11-12,Grocery
ORD28e1399160,ACC24690a6cf1,577.79,2025-10-24,Home
ORDe7880a1767,ACC24690a6cf1,744.91,2025-12-17,Grocery
ORDc8a9bd4f17,ACC24690a6cf1,501.48,2025-11-06,Beauty
ORD4d202dae51,ACC24690a6cf1,810.7,2025-11-28,Beauty
ORDf8ff747b83,ACC86c0018798,423.8,2025-08-01,Electronics
ORD49f903e609,ACC86c0018798,416.74,2025-06-17,Fashion
ORDb82ca096e2,ACC86c0018798,970.31,2025-07-16,Home
ORD27eb434fd4,ACCca668ab5d5,781.01,2024-12-03,Fashion
ORDa70247835b,ACCca668ab5d5,629.05,2024-12-16,Electronics
ORD5088aa5ba0,ACCe495377908,944.62,2025-03-27,Electronics
ORDab59b3766b,ACCe495377908,1411.06,2025-03-27,Beauty
ORD8c883eb0cf,ACCe495377908,1032.74,2025-02-13,Fashion
ORDb526935606,ACC565cfe119d,984.13,2025-05-01,Fashion
ORDdcb06fb3b2,ACC565cfe119d,561.76,2025-03-23,Fashion
ORD26e41e2414,ACC565cfe119d,1051.47,2025-03-19,Electronics
ORD5039b3880f,ACCda45eb8157,690.13,2025-06-23,Electronics
ORD153cca8896,ACCda45eb8157,1830.78,2025-07-18,Beauty
ORD6af8e2d94d,ACCda45eb8157,494.21,2025-07-30,Grocery
ORD6eb02eb74e,ACCda45eb8157,720.67,2025-08-15,Home
ORD9f8fd2bb09,ACCe84cfe8951,653.33,2025-03-23,Fashion
ORDbe243d7c43,ACC7850764b3a,887.11,2024-10-29,Beauty
ORD990544b201,ACC7850764b3a,1386.69,2024-11-29,Grocery
ORD9b2a48ba24,ACC4f880f04b6,1060.81,2024-12-13,Home
ORD081c4d5568,ACC5ca4f458dc,1044.77,2026-08-30,Fashion
ORD3373928f2b,ACC5ca4f458dc,1160.49,2026-08-30,Home
ORD1c92a8a071,ACC5ca4f458dc,2433.62,2026-08-30,Home
ORDaf49a2f319,ACC5ca4f458dc,848.27,2026-08-30,Beauty
ORD71151d1f4b,ACC5ca4f458dc,904.08,2026-08-30,Grocery
ORD42283e66de,ACC0707343e87,732.13,2026-03-23,Electronics
ORDba46de2c11,ACC0707343e87,759.86,2026-03-18,Fashion
ORDa58fc8ffd6,ACC0707343e87,730.06,2026-03-06,Grocery
ORDcf682f49d4,ACC0707343e87,765.9,2026-02-24,Home
ORD5cc6b6fe59,ACC0cc596b025,1226.64,2025-04-07,Beauty
ORD29244e0c75,ACC0cc596b025,1284.56,2025-04-08,Fashion
ORDc72cbec180,ACC5aa0aef6d5,479.84,2026-08-23,Grocery
ORD3fe0656e63,ACC5aa0aef6d5,454.58,2026-08-30,Home
ORDed53a4a7d7,ACC5aa0aef6d5,303.07,2026-08-05,Fashion
ORD72f41edff3,ACC5aa0aef6d5,1310.17,2026-08-23,Grocery
ORD237c59f2ef,ACC5aa0aef6d5,811.37,2026-08-17,Grocery
ORDfef3fbcee5,ACCa42a5c9442,978.33,2025-05-08,Grocery
ORD901f9e52eb,ACCa42a5c9442,663.97,2025-03-30,Grocery
ORD27bc4e1b65,ACCa42a5c9442,571.69,2025-05-13,Fashion
ORDe1760b9e48,ACCa9df1b8479,843.46,2026-03-20,Grocery
ORD3c46901225,ACCa9df1b8479,1407.24,2026-03-27,Beauty
ORD595df18269,ACCa9df1b8479,1001.14,2026-03-31,Home
ORD04452c503f,ACCa9df1b8479,482.7,2026-03-28,Fashion
ORD7d19304912,ACC97dc902c15,497.5,2025-09-28,Electronics
ORDba8b925717,ACC97dc902c15,994.96,2025-10-03,Home
ORDd63e7efbe6,ACC97dc902c15,784.98,2025-10-21,Electronics
ORDe99898d1f3,ACC97dc902c15,484.08,2025-09-15,Electronics
ORDf175f2e84b,ACC01ecee2f23,1075.28,2025-02-16,Fashion
ORDc0f9121f7e,ACC01ecee2f23,1537.63,2025-02-20,Electronics
ORDeeee75b2a3,ACC01ecee2f23,584.6,2025-03-06,Electronics
ORD64aae648ad,ACC01ecee2f23,1379.06,2025-03-08,Fashion
ORD9ab2dfb10e,ACC01ecee2f23,395.05,2025-03-14,Grocery
ORD265e9053b3,ACC01ecee2f23,808.6,2025-03-05,Beauty
ORDa3c069e3aa,ACC01ecee2f23,708.97,2025-03-05,Fashion
ORDeb9d53fcc5,ACC4f1ce38e93,483.63,2025-09-06,Electronics
ORDa54b8ade65,ACC4f1ce38e93,703.34,2025-09-11,Fashion
ORDe564600fa9,ACC4f1ce38e93,1152.7,2025-07-28,Beauty
ORD7500cbf3c9,ACC4f1ce38e93,342.21,2025-09-13,Fashion
ORDf87cc69b4c,ACC8ef7848d13,1352.81,2025-05-09,Home
ORD6b9801404b,ACC8ef7848d13,459.37,2025-04-02,Beauty
ORD630c567b24,ACC8ef7848d13,1039.81,2025-04-12,Home
ORD5ea13eacb6,ACC8ef7848d13,611.27,2025-05-08,Home
ORDbbf8e9556c,ACC97c4999774,3221.15,2025-05-11,Home
ORDee8e72c690,ACC97c4999774,336.69,2025-04-16,Beauty
ORD8e49a119c8,ACC97c4999774,490.96,2025-06-01,Grocery
ORD4e5b14ebb6,ACC268c3165a5,1106.83,2026-03-19,Electronics
ORD9db69974ce,ACC268c3165a5,557.41,2026-03-13,Electronics
ORDa813ae9c1f,ACC3c1bb306c0,834.37,2025-11-10,Electronics
ORDc9160241b9,ACCeb3d7ff911,682.92,2024-11-05,Home
ORD36f244535d,ACCeb3d7ff911,859.34,2024-12-10,Fashion
ORD99a3c8c28f,ACC795359365a,2381.27,2026-07-02,Home
ORD600ee6236a,ACC795359365a,464.87,2026-07-23,Fashion
ORD74afb639cb,ACC795359365a,693.38,2026-08-12,Electronics
ORD0d749cd73a,ACCf65bca5e6a,609.08,2024-12-04,Grocery
ORDf35a23fd95,ACCf65bca5e6a,1245.76,2025-01-12,Beauty
ORDcc8f88903e,ACCf65bca5e6a,913.07,2024-12-30,Grocery
ORD49e6b5e1a6,ACCf65bca5e6a,2550.83,2025-01-12,Home
ORDca4177aa40,ACC038a3180da,933.5,2026-08-23,Grocery
ORD0e2681c5ad,ACC038a3180da,962.69,2026-08-30,Home
ORDc2e30e16d9,ACC038a3180da,525.03,2026-08-30,Electronics
ORDfe0e4dfd0c,ACC038a3180da,867.75,2026-08-30,Beauty
ORD5fec054e1f,ACC0e04fb68f6,1095.31,2025-10-04,Fashion
ORDb160c77085,ACC0e04fb68f6,632.5,2025-09-06,Home
ORDd6a839ace9,ACC0e04fb68f6,671.52,2025-09-01,Home
ORDf4a962a6c5,ACC11247bbbde,925.15,2024-11-17,Grocery
ORDc0ebed39bd,ACC11247bbbde,651.44,2024-12-23,Grocery
ORDab52dd61d2,ACC11247bbbde,654.08,2024-12-05,Grocery
ORD39210ccaf0,ACC404bef1f68,896.19,2025-05-31,Home
ORDe1a1b693b1,ACC404bef1f68,1790.66,2025-05-27,Grocery
ORD5e4f0a5560,ACC35711b3572,901.7,2025-09-20,Home
ORD8552e345aa,ACC35711b3572,1985.26,2025-09-26,Fashion
ORD7f8c11f2b3,ACC35711b3572,605.82,2025-08-18,Home
ORDd7bd21b2a0,ACC88886945cd,704.15,2025-09-16,Electronics
ORDf21d933a97,ACC88886945cd,2178.77,2025-08-15,Electronics
ORD77cb055c15,ACC244bfac7f4,629.62,2026-07-03,Grocery
ORD3d80bfab4b,ACC244bfac7f4,724.68,2026-08-26,Fashion
ORDe0980e4221,ACC244bfac7f4,827.18,2026-07-09,Home
ORDd8a351418a,ACC8095774103,615.92,2025-01-18,Beauty
ORDa54ba5cdca,ACC1f8a0b77c1,679.35,2026-08-30,Fashion
ORD057649a0a9,ACC2f6de88ba3,1466.83,2026-08-30,Fashion
ORDf7ad23a39e,ACC2f6de88ba3,1468.51,2026-08-30,Beauty
ORD89beec468a,ACCe980b48ff2,1324.45,2025-11-21,Electronics
ORDb30a19fd29,ACCe980b48ff2,975.52,2025-11-29,Grocery
ORD06b0924f83,ACCe980b48ff2,599.77,2025-11-09,Home
ORDb6ecdcd1b3,ACCe980b48ff2,1683.65,2025-12-01,Fashion
ORD57c50e5af9,ACCe980b48ff2,858.11,2025-12-04,Beauty
ORDc1af6289ff,ACCe980b48ff2,1449.2,2025-12-17,Fashion
ORD080d61a01c,ACCe980b48ff2,707.5,2025-12-20,Home
ORD283346c5f7,ACC806268146e,1552.43,2026-06-02,Beauty
ORDa0159d8d3a,ACC806268146e,702.81,2026-05-27,Electronics
ORDfe04ff4e49,ACCb859be40db,874.51,2025-06-10,Home
ORDb6f8d00662,ACCb859be40db,1118.29,2025-07-25,Grocery
ORD466585e9f7,ACCb859be40db,724.17,2025-06-17,Electronics
ORD72035cdf79,ACCb859be40db,1455.24,2025-07-03,Fashion
ORD5183d0a281,ACCb859be40db,1063.85,2025-06-25,Grocery
ORD939baf17a8,ACCb38a8d6f33,1414.92,2025-01-02,Grocery
ORD08b0da4b8f,ACCb38a8d6f33,1758.84,2025-01-01,Grocery
ORD5a57647b73,ACCb38a8d6f33,900.97,2025-01-11,Beauty
ORDfbcfc90f96,ACC0462b0fd38,489.19,2025-10-10,Electronics
ORDf5a87d87d5,ACC0462b0fd38,983.26,2025-10-08,Beauty
ORD6a0511905b,ACCbf6a5810fe,1169.52,2025-04-12,Grocery
ORD72784a0322,ACCbf6a5810fe,786.54,2025-03-01,Grocery
ORDe58a57f9d0,ACCbf6a5810fe,736.13,2025-04-01,Grocery
ORDf74f95b500,ACCbf6a5810fe,915.43,2025-03-06,Beauty
ORD94ec4f1275,ACCb49b74d07b,1029.42,2025-05-24,Grocery
