account_id,cluster_id,cluster_size
ACC45be5f2fe8,0,2
ACC6a55e432ce,0,2
ACC3e0c7b90de,1,14
ACC5cdf5f6330,1,14
ACC8231f93540,1,14
ACC0902c87b72,30,9
ACC42808d5621,30,9
ACCd9f2d5918e,30,9
ACCce53bc2a89,3,13
ACCd6acb0cbfb,3,13
ACC18297f9d32,4,22
ACC68774b9747,4,22
ACC75a6c42e52,4,22
ACC8c05b63b84,4,22
ACC9a3a5f92e9,4,22
ACCb377737e8e,4,22
ACCc5472f479a,4,22
ACCd71bf42913,4,22
ACCe0876d4833,4,22
ACC00a536e5c8,5,40
ACC070a0b25b1,5,40
ACC09de797ad2,5,40
ACC119e449a75,5,40
ACC235f0c2d7d,5,40
ACC409008e447,5,40
ACC5e5d7474d1,5,40
ACC8487ec63e5,5,40
ACCcb89c142bb,5,40
ACCffddc6697f,5,40
ACC1980bd4417,4,22
ACC2954b5b130,4,22
ACC2dc61f2fc0,4,22
ACC4bbecc5434,4,22
ACC5862461737,4,22
ACCd2f3e1bb6b,4,22
ACC38cd79a515,6,29
ACC9323c6109d,6,29
ACCe0972e7aa6,6,29
ACCea77cfd3ce,3,13
ACCeaea7ce264,3,13
ACC66c0491bf0,6,29
ACC7e1be5ee78,6,29
ACCb1593f4622,6,29
ACCc424f6abb8,6,29
ACCcb3bb3b02a,6,29
ACCfd6a22cb7a,6,29
ACC0959f758eb,1,14
ACC2d514e5039,1,14
ACC02c4f00d21,8,27
ACC103ac5252f,8,27
ACC23ba2ce776,8,27
ACC8d90f143fd,8,27
ACCa1954215ae,8,27
ACCaa0c172243,8,27
ACCbf434d5e63,8,27
ACCc208f5ad7b,8,27
ACCdba56cbfbd,8,27
ACCde4542a4e8,8,27
ACCcfa7e5ce0c,10,28
ACCd39a4b4b85,10,28
ACC1f9c5c4dd2,10,28
ACC496874d604,10,28
ACC60a8515f72,10,28
ACC90727ebc66,10,28
ACCad27740ae5,10,28
ACCb1eb9e5ece,10,28
ACCba4f7b829b,10,28
ACC1dca6d0d17,17,23
ACC3ecc31e376,17,23
ACC528d31860e,17,23
ACC6aa5921eca,17,23
ACC70a788b529,17,23
ACC067096948b,5,40
ACC0a39103a41,5,40
ACC09c46c8779,5,40
ACC10f554b680,5,40
ACC49ea1c6c6a,5,40
ACC4ba5e2f818,5,40
ACC682169f058,5,40
ACC8b2b1f5be6,5,40
ACCa0a5bcf67b,5,40
ACCce19e0d581,5,40
ACC4b2b34269d,12,15
ACC64070d32ef,12,15
ACCce508461da,12,15
ACCdc6d5e515f,12,15
ACCde3337d549,12,15
ACC4dbfcdbdf6,13,22
ACC5b19760a20,13,22
ACC8a863741e8,13,22
ACC91f639cdd1,13,22
ACCd208ddfffc,13,22
ACCe21583a76c,13,22
ACCf9ccc788cc,13,22
ACC85c603345a,6,29
ACC88e384a592,6,29
ACC8c931e026f,6,29
ACC91c5acf5e6,6,29
ACC95886acc83,6,29
ACCba4f4986db,6,29
ACCbd6a94ba8a,6,29
ACCc72f7d2869,6,29
ACCde84b6747a,6,29
ACC63f2bc932a,30,9
ACCad482c2f0d,30,9
ACC186bf77c27,29,41
ACC429cae358f,29,41
ACC540af1a937,29,41
ACC5611ea373c,29,41
ACC58e424ff1e,29,41
ACC5a2c2e6776,29,41
ACC66051ce8cb,29,41
ACC9658af9c32,29,41
ACCb62cb72b9d,29,41
ACCfb9a63e8d2,29,41
ACC0b4ebc92b9,16,4
ACC8e1a14e4a4,16,4
ACCc6c5a8996d,16,4
ACCd80040f2f9,16,4
ACC38bc1b3249,17,23
ACC68cb77be89,17,23
ACC80ec365c4f,17,23
ACC64dcef0126,5,40
ACC95709c8adc,5,40
ACCbca609911c,5,40
ACCbf039551d2,5,40
ACCe9d72a823c,5,40
ACCf36dd7a782,5,40
ACC207de8d7cc,29,41
ACC697ad8dfb8,29,41
ACC90a94499c6,29,41
ACCa834678b95,29,41
ACCa99c7cbbf4,29,41
ACCaa1660bde7,29,41
ACCb253fee6b9,29,41
ACCb746a37916,29,41
ACCd883ea3b09,29,41
ACCf3a9e9695d,29,41
ACC19ed0edb7f,18,27
ACC6263c9822c,18,27
ACC64ce2f3904,18,27
ACC85bc93ace7,18,27
