account_id,ring_id,is_ring_member,coincidental_group_id
ACC78e78928ac,,False,
ACCc1310c2873,,False,
ACCab9200ebf0,,False,
ACCea7e5a36ce,,False,
ACC73e08a8d55,,False,
ACC97b186fe47,,False,
ACC31224a92a1,,False,
ACC9fac19c0e2,,False,
ACC8a3aa04003,,False,
ACCb5629217dc,,False,
ACC42eec07c53,,False,
ACC6e1d3882d4,,False,
ACC5606bfca90,,False,
ACC4e39d28102,,False,
ACCfad6c3b9e1,,False,
ACC2d1b4b844c,,False,
ACCccc3739709,,False,
ACCefabf941d6,,False,
ACCe5cbe0561e,,False,
ACC46d4be1055,,False,
ACC54b8335282,,False,
ACCf1508754cd,,False,
ACC8a40817e15,,False,
ACCb6fe1bb67d,,False,
ACC6d9e1f3aeb,,False,
ACC2e465dd981,,False,
ACC03787d1d2f,,False,
ACC53fbd3c021,,False,
ACC114f8e368d,,False,
ACCc33891c9ee,,False,
ACC2effe86a1b,,False,
ACC90418b3031,,False,
ACC421889c8f1,,False,
ACCe586b5aa07,,False,
ACC49c4baba66,,False,
ACCfa6637f16a,,False,
ACC6e4cb75675,,False,
ACC78f9f5c14b,,False,
ACCbcaf059c78,,False,
ACC7fe980b1b3,,False,
ACC14b6ea1aab,,False,
ACC3a22862986,,False,
ACC8500054fa1,,False,
ACC8c6e7675f0,,False,
ACC6efd3d8842,,False,
ACC39c7061b83,,False,
ACCa68374a123,,False,
ACC711fe14581,,False,
ACC292c7b4e03,,False,
ACCcf9bb24f2b,,False,
ACC950d9f9dcf,,False,
ACC8b3b9d2dcb,,False,
ACC07c4d36c08,,False,
ACCbd5377724c,,False,COINC0031
ACC9eb494c4da,,False,
ACC82a997947b,,False,
ACC54c9fd0963,,False,
ACC10e4e0373a,,False,
ACC5b79c69159,,False,
ACC7a5d688504,,False,
ACC4775924108,,False,
ACC1b1274c885,,False,
ACC66c0748bd8,,False,
ACC6c67defdb6,,False,
ACC365ff86a9c,,False,
ACC1763932c8f,,False,
ACC62cd7095b7,,False,
ACC784228d448,,False,
ACCae295d99ef,,False,
ACCdd0056052d,,False,
ACC553df24214,,False,
ACCa6fed8ff1e,,False,
ACCcab3808011,,False,
ACC2d0bcd8b61,,False,
ACC678b68da32,,False,
ACC3694d8f075,,False,
ACCee1e329529,,False,
ACC2a9f0f13f9,,False,
ACC98c4eab939,,False,
ACC00eb4a5848,,False,
ACC4ac813b16e,,False,
ACC34b4e863c2,,False,
ACCdb3d6dc9ca,,False,
ACC49520a56a5,,False,
ACCfcac33d60b,,False,
ACC82c0ada01d,,False,
ACCfa18441ba4,,False,
ACC1aa0e55c8a,,False,
ACC5376ebd26d,,False,
ACC1e772f0c04,,False,
ACCdbe2db87c7,,False,
ACCf43bf34601,,False,
ACC1f84896c7e,,False,
ACCa374c61e52,,False,
ACC742700464b,,False,
ACC1efddb71f5,,False,COINC0010
ACCbd6f037fbd,,False,
ACCf4f625d236,,False,
ACCa4eaed9785,,False,
ACCd84921d786,,False,
ACCe8875fa71a,,False,
ACC5c5de0d863,,False,
ACCb8250f7d34,,False,
ACC8a16a3f69c,,False,
ACCbd8c70d126,,False,
ACCd923dc2570,,False,
ACCc65e61a61d,,False,
ACC0f76cad8ef,,False,
ACC4038e996cf,,False,
ACCfc827c7bee,,False,
ACC7ad6c9cd23,,False,
ACC65b86daf2a,,False,
ACCdb924e9fa4,,False,
ACC8af385d3ca,,False,
ACCf4311d553b,,False,
ACC30caf599ac,,False,
ACCd6781095dc,,False,
ACC62c2dcd9a0,,False,
ACCee5eeaa993,,False,
ACC1ed19ffede,,False,COINC0008
ACC21e3ef6c38,,False,
ACCae13c97f1d,,False,
ACC256247eb16,,False,
ACC51381a9c5a,,False,
ACCd1004821fc,,False,
ACC1f87265255,,False,
ACCf11fc987ad,,False,
ACC8c46a04324,,False,
ACC98dec8b3d8,,False,
ACC8254710f04,,False,
ACC1d6a39f67e,,False,
ACC463215d9d0,,False,
ACCfa80629f4e,,False,
ACC652d9b9342,,False,
ACC9d71e31b18,,False,
ACCefe109eda6,,False,
ACC20c4408a11,,False,
ACC52202c37af,,False,COINC0001
ACC53d0e27401,,False,
ACC269ef33821,,False,
ACC269969fe4f,,False,
ACC623f43a539,,False,
ACC89644e6c61,,False,
ACCd97e144c60,,False,
ACC906d753b0c,,False,
ACCa419d52e07,,False,
ACC41b9e83fc4,,False,COINC0043
ACC594ea693d8,,False,
ACCe066f986a0,,False,
ACCf8adc6a5b6,,False,
ACCab4ba2946e,,False,
ACC851d310b7b,,False,
ACCf3fa7fdb41,,False,
ACC8b7bcfe2c0,,False,
ACC467a8e17f4,,False,
ACC26d907a9ef,,False,
ACC64f22fd549,,False,
ACC35f6ab42e0,,False,
ACC9e255890b1,,False,
ACC80d7552efd,,False,
ACC60219c0f91,,False,
ACC90d5b1b436,,False,
ACCd4f2d35545,,False,
ACC042b31ec7b,,False,
ACC4064c1c9ce,,False,
ACC263db29bbd,,False,
ACC47a279cf4b,,False,
ACC3d476c1f84,,False,
ACCd8b3315cac,,False,
ACC9f0987a62b,,False,
ACC53096c4caa,,False,
ACC48b79e0418,,False,
ACCefb53257a1,,False,
ACCca5f2de4f4,,False,
ACC3d3931609c,,False,
ACC7bdbb9e7f3,,False,
ACC891abc9914,,False,
ACC485353b90f,,False,
ACC03a057560b,,False,
ACC9f89bdc5ab,,False,
ACCa7fbc454af,,False,
ACC2031480a6d,,False,
ACCb8de72c240,,False,
ACC347c61ef77,,False,
ACC18bb5051f3,,False,COINC0010
ACCe8da4a2e0f,,False,COINC0038
ACC4a05118106,,False,
ACC67aadd7055,,False,
ACC2174e5148a,,False,
ACCf8de2d3d59,,False,
ACC44d3c485f7,,False,
ACCf09788f136,,False,
ACC268ac0965e,,False,
ACC25de3aa75c,,False,
ACCcd98105e5e,,False,
ACC6ac56be6d6,,False,
ACCbdf4cdb305,,False,
ACCcd048cf1a7,,False,
ACC0c959ab9cb,,False,
ACC3498ac2219,,False,
ACC38028a5621,,False,
ACC0f09b3aa11,,False,
ACC796f6555dc,,False,
ACC3a60d31e5a,,False,
ACC46652600b3,,False,
ACCb39fc5fec7,,False,
ACCd21ad74d6b,,False,
ACC63ea80a016,,False,
ACC0f7acfe6a1,,False,
ACC964ec8350b,,False,
ACC9fe8613fbf,,False,
ACC85174971ea,,False,
ACCa862095942,,False,COINC0001
ACC7fec25503e,,False,
ACC3b793a3b40,,False,
ACC32fdc7efa1,,False,
ACC284d38ec3b,,False,
ACC76b56ebc36,,False,
ACC0ad15e9247,,False,
ACCc90bf6713d,,False,
ACC6cb885f1fb,,False,
ACC0557021fcf,,False,
ACC05d8528998,,False,
ACC4af9cd79f3,,False,
ACC5220faa282,,False,
ACC4ef92d09df,,False,
ACC32688d30cf,,False,
ACC4a74343776,,False,
ACC4890ca38a2,,False,
ACC3e6bfef3c6,,False,
ACC21a18d0a23,,False,
ACC3b751c0ad4,,False,
ACC3a64cdbde9,,False,
ACC9dedb07a33,,False,
ACC3ddc2d758e,,False,
ACC0412cc5c60,,False,
ACC24cb5e47d2,,False,
ACC9846b8f65f,,False,
ACC95ecb9239a,,False,
ACC353ce0eb61,,False,
ACC102d36009d,,False,
ACC4e0a41650a,,False,
ACC238f3d058b,,False,
ACC0e2b60b6fb,,False,
ACC61e9b49f9c,,False,
ACCcf3a786fc4,,False,
ACCce7a32da63,,False,
ACC4767711f3a,,False,
ACCfc533daa38,,False,
ACC0692d77da8,,False,
ACCee36da92b5,,False,
ACCa6d8f63646,,False,
ACC637032f6f2,,False,
ACC1a3c633262,,False,
ACC801e7d9dd9,,False,
ACC9e35987aa5,,False,
ACC7d98e395ef,,False,
ACCa21e2d1f7a,,False,
ACC254f6f4eb3,,False,
ACC0c72b9f764,,False,
ACC01de80d0b2,,False,
ACC9079b9a55c,,False,
ACC955eeb2c50,,False,
ACCbffdc49231,,False,
ACCf3769e9b5f,,False,
ACC07f9812a48,,False,
ACC3104d380e9,,False,
ACCe31e22df75,,False,
ACC182b9222aa,,False,
ACCf3761dfd79,,False,
ACCe269592f2b,,False,
ACC6afd2bf1ed,,False,
ACCde4e4bc2f3,,False,
ACC972f25d0a6,,False,
ACCdfd304ea28,,False,
ACCca09bce54a,,False,
ACC382a09af84,,False,
ACCa4ad33ca15,,False,
ACCaead6d7a37,,False,
ACCbb02c1b39a,,False,
ACC50c927c076,,False,
ACCec1de88597,,False,
ACC97b275b56d,,False,
ACCd5ad0de19e,,False,
ACC197c3a649d,,False,
ACC458a01d769,,False,
ACCd7a7c70f42,,False,
ACC2158aebad0,,False,
ACC7f56f27d59,,False,
ACCc4f05bce22,,False,
ACCa3918e57ae,,False,
ACCb373cefaa6,,False,
ACCa0d229d7dd,,False,
ACC1e9c4bffa7,,False,
ACC8f686d5607,,False,
ACC897247d17c,,False,
ACC464daeba86,,False,
ACCbaf6594a76,,False,
ACC1def2287f8,,False,
ACCe2844eff04,,False,
ACC0acbda0a78,,False,
ACCce65cabdb9,,False,
ACC9fafb0d3e7,,False,
ACC9d60cfa52c,,False,
ACC9de1b4d780,,False,
ACCa01eaeba7d,,False,
ACC7dbad6a0c5,,False,
ACC6f3b6b2eb4,,False,
ACC49576fd631,,False,
ACC66f3ae79f1,,False,
ACC99fe851fb4,,False,COINC0003
ACC17fc1803bf,,False,
ACCd668d6cf98,,False,
ACCfdbdcdd169,,False,
ACC6750c1edba,,False,
ACCbc98543bab,,False,
ACC9267308f52,,False,
ACC83d1de3027,,False,
ACC0438f412d3,,False,
ACC6c093cae2d,,False,
ACCbf0fc83e27,,False,
ACC098f181007,,False,COINC0023
ACC5f0fbb3fa4,,False,
ACC635d7d5da6,,False,
ACC132bf7c55f,,False,
ACCdc5246562d,,False,
ACC54ec5873b2,,False,
ACC0182156cda,,False,
ACC50d22eeb2b,,False,
ACC60d949afe5,,False,
ACC2e46f91b7d,,False,
ACC3d47f08198,,False,
ACC402f7b8886,,False,
ACC081df2b705,,False,
ACC24e374f3a0,,False,
ACC7f43fbb119,,False,
ACC19b5f0048f,,False,
ACCa5ffb90b4b,,False,
ACC3e0d9171c4,,False,
ACC4e006cf643,,False,
ACC3cc19b6ab5,,False,
ACC8d9fcb88a8,,False,
ACCee839b4795,,False,
ACCa57b05e960,,False,
ACC067956635c,,False,
ACC44799436fc,,False,
ACCbae987708d,,False,
ACCb49e0b0d50,,False,
ACC3d327f76e9,,False,
ACC41fadf4a23,,False,
ACC7636fb2170,,False,
ACC1a36630521,,False,
ACCf08a5c4d9b,,False,
ACC4667c32416,,False,
ACC187e6549ee,,False,
ACC614b7c5ae0,,False,
ACC9b7752cf6e,,False,
ACCfd0ae48d74,,False,
ACC1699f43523,,False,
ACC4cb4d721ee,,False,
ACCa84d58d732,,False,
ACC9e1f787e12,,False,
ACC1f0c9dab38,,False,
ACCca923f0d06,,False,
ACC288fe5d4e0,,False,
ACCbded29964c,,False,
ACC2c58ccdb20,,False,COINC0036
ACC6c7971847c,,False,
ACCea1e404065,,False,
ACCc86f53bc9f,,False,
ACCb7966e83f8,,False,
ACC3bb9e0db78,,False,
ACCa769820d0b,,False,
ACCabb3d05eaa,,False,
ACC2ed88488af,,False,
ACCf2025f444a,,False,
ACC7e2765de05,,False,
ACC7eb216e357,,False,
ACCedd25fe4ac,,False,
ACCf020a75ad7,,False,
ACCf19129c778,,False,
ACC08aa8c52b8,,False,
ACC8b0c6bf69e,,False,
ACC1d71168a0d,,False,
ACC81f298d93f,,False,
ACC35b6f8f316,,False,
ACC9f6491fada,,False,
ACC8008cb5baa,,False,
ACC4c9635ad3a,,False,
ACC21743011dd,,False,
ACCb3567334de,,False,
ACC9adc4019d5,,False,
ACC68d6fca829,,False,
ACC593949666d,,False,
ACC7df9dde8d3,,False,
ACC69d584cab3,,False,
ACC393a3fa3b4,,False,
ACC19ab014690,,False,
ACC662668d6d0,,False,
ACCdd60095726,,False,
ACC4e7ed299cc,,False,
ACCc890e90718,,False,
ACC96574e7d15,,False,
ACC099ed26613,,False,
ACC43970ae477,,False,
ACCaffeac7127,,False,
ACC3a8be01da6,,False,
ACCb3c4afb98b,,False,
ACCa1c401552e,,False,
ACC0bd8acabfe,,False,
ACC325ee8a161,,False,
ACCe94df45ce4,,False,
ACCf8c9bc8eb7,,False,
ACCd9fa6cd02a,,False,
ACC086603305e,,False,COINC0041
ACC58f5e13106,,False,
ACC61c096da2c,,False,
ACC2aad5d7532,,False,
ACC3c42b3b068,,False,
ACCd0ae6c67cf,,False,COINC0002
ACC86060b396e,,False,
ACCd4ec858e2a,,False,
ACCc57ba6bef4,,False,
ACCbeb688e565,,False,
ACC6ec5e4eae3,,False,
ACC8ed58800ee,,False,
ACCcc2a8a4f25,,False,
ACCf5905fad30,,False,
ACCdf9d567f59,,False,
ACC6ddfccc2f2,,False,
ACC99c4f6ce84,,False,
ACC8c82fd788f,,False,
ACC37f72c6b1d,,False,
ACC8749972795,,False,
ACC0de3d97ab7,,False,
ACC2f6a41ace6,,False,
ACCd7776255fc,,False,
ACCd043283904,,False,
ACCb5e6507d19,,False,
ACCd89875a662,,False,
ACC1a074b2711,,False,
ACC3a8c460f8b,,False,
ACCb699f16639,,False,
ACCe9bfb133f7,,False,
ACC75645d2771,,False,
ACCe76f71b2fe,,False,
ACC40afed0f67,,False,
ACC19318e4beb,,False,
ACCdafb568963,,False,
ACCe6c8e348e7,,False,
ACC932cd2784e,,False,
ACCad0a949470,,False,
ACCbf3efeb361,,False,
ACC3147e57be6,,False,
ACCb0b121bf5b,,False,
ACC0e460f7d47,,False,
ACC4c7015bfed,,False,
ACC92473234c1,,False,
ACC3b1c4857c6,,False,
ACC9743e7daea,,False,
ACC491f071f40,,False,
ACCbf6437550c,,False,
ACC7dcbc5c615,,False,
ACC8d175cf2b4,,False,
ACCdf3f669948,,False,
ACC46d71e1a61,,False,
ACCd5ca5f4b44,,False,
ACC1a14be5023,,False,
ACCf4b7628641,,False,
ACC2adfbf1ae4,,False,
ACC4a528bd156,,False,
ACCee0a5e0112,,False,
ACC09c0ead736,,False,
ACC8305963717,,False,COINC0031
ACC0c79506433,,False,
ACC38f6b8ffe4,,False,
ACC4f31ad41dc,,False,
ACC2bad6c06f5,,False,
ACCc0bff11f6b,,False,
ACC3789075568,,False,
ACC937d639fb1,,False,
ACCb403ac10ea,,False,
ACC48b7fdf5c6,,False,
ACC4d072a2af0,,False,
ACCc7eaff522e,,False,
ACCa7c05a5ffe,,False,
ACC24f4dc4c02,,False,
ACC932ba54693,,False,
ACC8819618c75,,False,
ACC6c3d714425,,False,
ACC02fc2a954b,,False,
ACCc3fea2ff17,,False,
ACCf096649026,,False,
ACCc6cf535754,,False,
ACCe02d6cec4e,,False,
ACC4603b24276,,False,
ACC371ca55923,,False,
ACC323a168603,,False,
ACCcbee82bfe3,,False,
ACC34070d363a,,False,
ACC8f40c7c285,,False,
ACC6b0ddc379f,,False,
ACC1237faee77,,False,
ACCbbddec9744,,False,
ACCdfe7fd09b6,,False,
ACCf758ff6dd0,,False,
ACC60d9fe2c54,,False,
ACCb506d0db50,,False,
ACC4648b19e8e,,False,
ACC01f788999d,,False,
ACC86fa6c58cd,,False,
ACCf3c78f8c98,,False,
ACCe3fe982811,,False,
ACC68b163ee1c,,False,
ACC189db75530,,False,
ACCe38312a639,,False,
ACCb2cdea8c0f,,False,
ACCf7aa6b81b3,,False,
ACC1b6b9ba7e9,,False,
ACC26417036f8,,False,
ACC513699e058,,False,
ACC7c4fcafdac,,False,
ACC2115208eb6,,False,
ACC12ae29ef9b,,False,
ACC4ba8c19d35,,False,
ACC6f692a057e,,False,
ACC5f7aca6d93,,False,
ACC754db44ed2,,False,COINC0029
ACC5a24df7842,,False,
ACCc7fa63beb8,,False,
ACC2ca74ce130,,False,
ACC8fd178eb9a,,False,
ACC3f8530c8a2,,False,
ACCbdd3146711,,False,
ACC6fccae9351,,False,
ACCd256e91d19,,False,
ACC1ef11f83d1,,False,
ACC5895127f06,,False,
ACC982b0492d6,,False,
ACCa36a73921d,,False,
ACCf7311e58ea,,False,
ACCccddfd6379,,False,
ACC11fc6d0ab6,,False,
ACC98af68827e,,False,
ACC745d8fa808,,False,
ACCcea4918239,,False,
ACC07a5f78967,,False,
ACCfb1009c0fa,,False,
ACC9820fa67af,,False,
ACC2e678fa735,,False,
ACCb304933c79,,False,
ACCdd61190e44,,False,
ACCcafe2f217e,,False,
ACCeab1d25019,,False,
ACC7f8274d4e3,,False,
ACC9bc0842c97,,False,
ACC3848fb593a,,False,
ACC1207af410b,,False,
ACC598949a3c2,,False,
ACC6f2ce6af71,,False,
ACCc8592daf23,,False,
ACC6320e642bc,,False,
ACC4147a3aa21,,False,
ACCb942af4582,,False,
ACCad18a44f85,,False,
ACCbddadfbe26,,False,
ACC6615558dc3,,False,
ACCfb53212c34,,False,
ACCdbba72510b,,False,
ACC81d1a48922,,False,
ACC8c8a8653fd,,False,
ACC46081a0281,,False,
ACC55d4724670,,False,
ACC01aecb4028,,False,
ACC1690a193fc,,False,
ACC31c2916cac,,False,
ACC2e4d161d4b,,False,
ACC52e7220834,,False,
ACC26797800a4,,False,
ACC4b86301edf,,False,
ACC8cfcdebfe0,,False,
ACC8c7d460f3c,,False,
ACC99e7557cd9,,False,
ACC42c46da59c,,False,
ACC2195fd9fbb,,False,COINC0038
ACCdab8e64668,,False,
ACC3eb484b126,,False,
ACCc9a58d6bbc,,False,
ACCa02d2bc745,,False,
ACCb32550fefa,,False,
ACC5ddbaab9ff,,False,
ACCe2a144907b,,False,
ACC1ac760ebe1,,False,
ACC663f2dd56e,,False,
ACC40c4569c71,,False,
ACC2bc7f377a8,,False,
ACC74d57cff9c,,False,
ACC296caf5196,,False,
ACC594e42e55c,,False,
ACCd2081c764a,,False,
ACC422804cc72,,False,
ACC0596e3a06b,,False,
ACC03bcea445d,,False,
ACC1f2ee6443b,,False,
ACC109b5e7316,,False,
ACCfa66a76e3f,,False,
ACC0b7545d3b5,,False,
ACC01d66f1f27,,False,
ACC12d8c9ab08,,False,
ACCcac1f153a0,,False,
ACC54a60671d3,,False,
ACC2c67b13267,,False,
ACCbebdb3c70f,,False,
ACC98f83fecc5,,False,
ACC98cb426774,,False,
ACCf98afa6d61,,False,
ACC4533e9ee20,,False,
ACCaee9b5158c,,False,
ACC52f9e23387,,False,
ACC75179bcfc4,,False,
ACC7418ab5b7b,,False,
ACC58d255df6e,,False,
ACCe61fd8376a,,False,
ACC9a67a06da5,,False,
ACCc4415105c9,,False,
ACC5a5cab9465,,False,
ACC0876b35429,,False,COINC0007
ACC7dc6308c27,,False,
ACC023059791d,,False,
ACCa2032cbab8,,False,
ACC59992b581d,,False,
ACCe5fbf2654d,,False,
ACCc3345deedd,,False,
ACC95cdd99d84,,False,
ACC46a6ee6346,,False,
ACC21baf78c9e,,False,
ACC2dfaf9bc3e,,False,
ACC438b619a1b,,False,
ACCa60cdbf178,,False,
ACCfa46309f50,,False,
ACC8b5430bce5,,False,
ACC267ad59f45,,False,
ACC3402f77690,,False,
ACC4df9c88413,,False,
ACCf2004c292d,,False,
ACC719ca77948,,False,
ACCf9d98ec55a,,False,
ACC2d622ecf54,,False,
ACCe56076b585,,False,
ACC99edc813f2,,False,
ACC2d02fd5129,,False,
ACCe7d2cec563,,False,
ACCc6516cc228,,False,
ACCf24a97a7e8,,False,
ACC9f672ca49a,,False,
ACCf38b93b3c4,,False,
ACC8257831801,,False,
ACCfe9ccda8f4,,False,
ACC8b5ab117be,,False,
ACCe212750eaf,,False,
ACC32add52bae,,False,
ACC3b663d2144,,False,
ACCf6b0ea28a2,,False,
ACC90210d77f3,,False,
ACC84bc70639c,,False,
ACC0de56bb907,,False,
ACC0987788025,,False,
ACC1dd89970b5,,False,
ACC8f65f11501,,False,
ACC6a9ad133ab,,False,
ACC5ef17ddf6e,,False,
ACC39c65a41e3,,False,
ACC2d63d2656f,,False,
ACC0f401e7045,,False,
ACCf96bf1ff9c,,False,
ACC49afe20804,,False,
ACC62bb20d3a8,,False,
ACC225c13fcc6,,False,
ACCefdf696b5d,,False,
ACC9d4428ad73,,False,
ACC76d18d1eb0,,False,
ACC28f011f11b,,False,
ACCbcd7c73425,,False,
ACCe23224b1eb,,False,
ACC734a5b441f,,False,
ACC65c034a9de,,False,
ACCaf4661081a,,False,
ACC43371c72a3,,False,
ACC3c2f4cf02b,,False,
ACC66a8850958,,False,
ACC2e59cc03ff,,False,
ACC68ded7eb59,,False,
ACCda8a897be6,,False,
ACC8eeb053609,,False,
ACC449afa3206,,False,
ACC1f8d7866c8,,False,
ACC15114221b4,,False,
ACC2dc6bae4c6,,False,
ACC62d7954680,,False,
ACC96a0520ab0,,False,
ACC99fb183cf9,,False,
ACC80f1d93bbc,,False,
ACC970a146c75,,False,
ACCc79e34376f,,False,
ACCceba3c8616,,False,
ACC3cdb71deca,,False,
ACCea54e739f1,,False,
ACCbfe4b0ace5,,False,
ACCd7bdc8879f,,False,
ACCaa0d9a8d3a,,False,
ACCb47a5a3c49,,False,
ACCdfb2ffbf2f,,False,
ACC2edbd20080,,False,COINC0019
ACCfc465e0320,,False,
ACCf05f1bc86b,,False,
ACCf3d4988535,,False,
ACC7214b5b363,,False,
ACCff6f694ea3,,False,COINC0024
ACCd67a467e45,,False,
ACCf57dc6f803,,False,
ACCea56881231,,False,
ACC469402e1f3,,False,
ACC9d2c40bfdf,,False,
ACC8806b54645,,False,
ACC168631e5a4,,False,
ACC75732f2956,,False,
ACC3108ba8627,,False,
ACCfebf78d824,,False,
ACCa3d519ca2b,,False,
