account_id,device_id
ACCff01dba499,DEVfac1d85e8ed
ACCe18d33e6b0,DEV2a10fb04d2
ACC4c2628110c,DEV0a768ac3c6
ACCc487fced43,DEV8bb1b9128c
ACC1dc3b93c29,DEV4973f107da
ACC557d72bf34,DEVe7cd222486
ACC5c96f6795d,DEV98ffd76801
ACC5411487462,DE08339aabb7
ACC429d39aea4,DEV1c0f08cad1
ACC8e98066345,DEV9bb3072258
ACC84a0886e26,DEV0f2df9dd77
ACC52aa67fc6e,DEV4bf4509310
ACC3df23cb393,DEV8267523bed
ACC97305c239a,DEVd2e011c8ef
ACC351266ad5e,DEVe81d2f2cba
ACC7d646a6c76,DEV8969bed88
ACC5f7ae05636,DEV82b4a2c6df9
ACC2e0f9a4be3,DEVf5b3603f45
ACC33e4ee1f29,DEV2feaec70e0
ACCce31082e90,DEVb0e0eb8d2f
ACCb0c3930c79,DEV965834c5ba
ACC56b912ab4f,DEV6c3ac4644d
ACCaca1478231,DEVc7b8427ec6
ACC751041b366,DEVda325b3b5
ACC66d26c062c,DEV123355c8ea
ACC4ed410d610,DEV92adfc19d2
ACC94e2cd26bf,DEV6f47441cad
ACC49e9868bd5,DEV3050f31a0e
ACC8b7f608a3b,DEVad99168669
ACC96a5b34666,DEV828cbf95df
ACCa910b80817,DEVdee3625466
ACC58612b7934,DEVa8af47c6c4
ACC38edd8ac3f,DEVcffd835985
ACC4dc037b569,DEV35eee33412
ACC041d2c335e,DEVd8d68cac0f
ACC95ca8d59b3,DEVba41a1c9e7
ACC222af08a01,DEVcf3ecd072e
ACC4202979b39,DEVf33bc4de6
ACC80723c037d,DEV8c8c71e39a
ACC7d01bd552e,DEVc9a2ebfa0a
ACC849bddde5a,DEVf431d034d4
ACC40b93dbc94,DEVa555c159d1
ACC588d250e11,DEV9571779798
ACC7f3a0ab3d9,DEV7b4fff637c
ACC1ff56d0d0a,DEVba67b91550
ACCbb98ac6c0e,DEV372d8f1d5
ACC52181ea4eb,DEV98db025a2c
ACCa43d03710d,DEVdb5b5530cc
ACC77c40a2257,DEVe4e40d609c
ACC2f604d45da,DEV4e05fc1212
ACCcfb9a4c263,DEV4b04d7a44a
ACC6f23eea98f,DEV0a726e462
ACCd89cdb6ab3,DEV5340fb722f
ACCb2be644598,DEV3174f60d2e
ACC5737c76bb7,DEV92bb998b47
ACCe587c1d55d,dEVf14b436bda
ACC7c70a09e86,DEVfa198dc045
ACCfbd7c52444,DEV7845e4feae
ACC0f6757b3e1,DEVd1ba4861e4
ACC47eec4ddf2,DEV00b0f05e93
ACC822bb153fd,DEVf9e96466a1
ACCeaa7dcf9db,DEv611167ece2
ACCf48c362dd5,DEV3e92340681
ACC600380129f,DEV7232a8ea1f
ACCa8b27a17bf,DEV861b7cf56b
ACC34a6e8cae5,DEVa6d339c609
ACC32f440a8e9,DEV36e1449e58
ACCa49961cd2e,DEV1a4e6b4ba8
ACC257094e40f,DEVed11599208
ACCf37be4c43a,dEV54b83de5df
ACC6517a4ef4e,DEV665095a8a
ACC788b74f167,DeV497ba07def
ACC10e2a62167,DEV1d2359df8
ACCd720f67247,DVE4c6e6ed9d6
ACC79878662f6,DEV53ead931d2
ACC2879e2ffef,DEV477fbaef65
ACCda0336e40f,DEVf33ncbcecd6
