order_id,account_id,amount,timestamp,product
ORD85a41dbf6d,ACC3f2b13f3a7,302.21,2025-12-10,Electronics
ORD08cb707b94,ACC3f2b13f3a7,399.99,2025-12-15,Electronics
ORD3956b6b9a5,ACC3f2b13f3a7,253.75,2025-12-24,Beauty
ORD6387802229,ACC3f2b13f3a7,2669.19,2026-01-28,Beauty
ORD7cc96dc248,ACC3f2b13f3a7,1897.95,2026-02-02,Home
ORDff4e3c8e79,ACCde85e43044,2408.81,2026-08-30,Beauty
ORD6ed55a021d,ACCde85e43044,622.53,2026-08-30,Grocery
ORD686a02d77d,ACCde85e43044,720.99,2026-08-30,Electronics
ORD4fc2a8a41c,ACCde85e43044,615.74,2026-08-30,Electronics
ORDb4aca7e871,ACCb7653371bb,406.35,2026-06-14,Fashion
ORDc684f75b11,ACCb7653371bb,432.33,2026-06-18,Electronics
ORD44901b591f,ACCb7653371bb,371.62,2026-06-12,Electronics
ORD902388c670,ACC6acfec29a1,1045.6,2026-01-23,Grocery
ORDa3179df5ef,ACC6acfec29a1,1433.22,2026-01-19,Fashion
ORDafc9c8f78d,ACC6acfec29a1,867.36,2026-01-15,Electronics
ORD26c9b28935,ACC6acfec29a1,571.46,2026-02-09,Electronics
ORDd07ab735a5,ACC996e9eebf7,1645.62,2025-11-06,Fashion
ORDad8b0b3d4a,ACC4a7467a1e7,716.14,2025-02-08,Home
ORDca6002d913,ACC4a7467a1e7,410.72,2025-01-26,Home
ORD6eb15e041d,ACCbb31cfef2d,713.41,2025-06-20,Electronics
ORD3564ef2e09,ACCbb31cfef2d,501.42,2025-06-27,Fashion
ORD2b1577d5e5,ACC991f483a15,834.53,2025-10-22,Beauty
ORD5f0868b8c2,ACC991f483a15,704.68,2025-10-03,Fashion
ORD19ef9f450e,ACC991f483a15,794.01,2025-10-07,Grocery
ORDb4be21e378,ACC991f483a15,757.38,2025-10-26,Fashion
ORD703f2f8948,ACC991f483a15,556.53,2025-10-25,Beauty
ORDf88480e8e5,ACC991f483a15,417.94,2025-10-09,Beauty
ORD32ba851631,ACCb4e1d67b25,694.37,2025-11-27,Electronics
ORD84ce138bb6,ACCb4e1d67b25,943.83,2025-12-04,Grocery
ORD4f60a25836,ACCb4e1d67b25,1476.0,2025-10-21,Electronics
ORDc9f4027d60,ACCb4e1d67b25,839.41,2025-11-19,Electronics
ORD4007efa1ed,ACCa0e5b04f5a,2044.73,2025-03-21,Grocery
ORDd7f3e56af5,ACCa0e5b04f5a,514.09,2025-03-30,Home
ORD39fa89f587,ACCa0e5b04f5a,150.14,2025-02-28,Grocery
ORDff362334f4,ACCa0e5b04f5a,1451.82,2025-04-25,Grocery
ORDea21f75be4,ACC27fbcea8d8,978.3,2026-05-09,Fashion
ORDdf397bd81f,ACC27fbcea8d8,1714.69,2026-04-12,Fashion
ORDe81995b493,ACC27fbcea8d8,958.03,2026-04-16,Beauty
ORD5e953380d3,ACC27fbcea8d8,589.44,2026-05-18,Home
ORD6543b00b95,ACC2fd23dfa93,1273.77,2024-12-30,Grocery
ORD625668a7bc,ACC2fd23dfa93,804.28,2025-01-02,Home
ORD9fff56526a,ACC038cd792f7,1678.98,2026-08-27,Electronics
ORDe3dba3b976,ACC038cd792f7,635.41,2026-08-13,Beauty
ORD289801dd41,ACC038cd792f7,912.8,2026-08-30,Home
ORD56ab64be3d,ACC038cd792f7,160.23,2026-08-30,Beauty
ORDe1a844bf6f,ACC038cd792f7,820.99,2026-08-30,Grocery
ORDe8b04a2e4a,ACCc9606846f5,2855.94,2025-05-28,Home
ORD48a3de453e,ACCc9606846f5,1421.76,2025-06-04,Electronics
ORDc523300078,ACCc9606846f5,834.5,2025-07-08,Home
ORDfcd6df604f,ACCc9606846f5,2773.14,2025-06-27,Beauty
ORDdbc50c7f46,ACCc9606846f5,725.92,2025-05-27,Fashion
ORD3b991a93db,ACC649fedb8ce,728.88,2025-07-27,Beauty
ORD3414e776ba,ACC649fedb8ce,1322.93,2025-06-21,Home
ORDea96f6a218,ACCbc38fd2e4e,726.91,2026-02-14,Beauty
ORD480d080b6b,ACCbc38fd2e4e,1564.46,2025-12-30,Fashion
ORDb613037e0f,ACC1d3362c345,2836.4,2024-11-05,Home
ORD8ac1af140c,ACC1d3362c345,599.27,2024-10-09,Home
ORDe54868118f,ACC1d3362c345,1488.76,2024-12-08,Electronics
ORDd1575e4415,ACC1d3362c345,606.6,2024-11-18,Beauty
ORD942e1438a4,ACC1d3362c345,557.39,2024-12-03,Beauty
ORD4ff9f3b4b4,ACC9c4aa6c621,929.67,2025-03-01,Grocery
ORD8d8284b97e,ACC9c4aa6c621,329.22,2025-03-06,Fashion
ORDa23da0c7da,ACC94b81e131c,2642.24,2026-02-12,Fashion
