account_id,cluster_id,cluster_size
ACC126a129866,0,24
ACC2cbb789e9c,0,24
ACC5363dd1b49,0,24
ACC919505ddc9,0,24
ACCaa22dd01ca,0,24
ACCae1467542d,0,24
ACCc0fffcd3db,0,24
ACCcc1867bb0e,0,24
ACCd339724fd5,0,24
ACCdfa6a5baab,0,24
ACCefa188cec8,0,24
ACCf1cabe9fa4,0,24
ACC33cf684da0,1,17
ACC6ea269c80b,1,17
ACC72c0d205cd,1,17
ACCcb74896cf6,1,17
ACCe332e908e3,1,17
ACC0f3127d575,2,20
ACC8d1a66df6e,2,20
ACCcd33ceb006,2,20
ACC38c3d8c8a8,2,20
ACC4a161cf6cb,2,20
ACC6e8a079739,2,20
ACC92bc4f6827,2,20
ACC974e3ebdde,2,20
ACCffafe4b6ef,2,20
ACC1bfc867d85,3,15
ACC3fbc28b800,3,15
ACC8f9b9ca019,3,15
ACC9deac76f99,3,15
ACC399674449f,34,19
ACC3db41bf369,34,19
ACC4531fb4592,34,19
ACCc6df892e71,34,19
ACCc7f56fbecc,34,19
ACC0587886d52,5,36
ACC130bb58edb,5,36
ACC29e28edf9a,5,36
ACC44d82fc3cf,5,36
ACC4aedae4024,5,36
ACC4d2ff090cc,5,36
ACC538e6bb41a,5,36
ACC5d3e658903,5,36
ACC610998a41d,5,36
ACC62a6d68904,5,36
ACC793e855846,5,36
ACC8454874d20,5,36
ACC85adc0ad23,5,36
ACC9634dc74fe,5,36
ACCb9f6f9c45d,5,36
ACCda0e8ea85a,5,36
ACCe3d51d99b3,5,36
ACCf376a2ab5e,5,36
ACC1a5f47921c,6,31
ACC420c3b47e8,6,31
ACC6b586ef9c3,6,31
ACC6e5e09a5e2,6,31
ACCf02e9913e2,6,31
ACC4ac5c9963e,7,19
ACC5ad1822316,7,19
ACCa94d4ce51e,7,19
ACCda4709e97c,7,19
ACCde99f5a3b4,7,19
ACC3950cc79a8,8,28
ACC473473fedd,8,28
ACC8b517c62b0,8,28
ACC94bcb25fcb,8,28
ACC95fa3186e5,8,28
ACCa3f88a5b4d,8,28
ACCe2379477c3,8,28
ACC0fbe99ef3d,3,15
ACC34ced761f8,3,15
ACC5e287b9248,3,15
ACC7780bdb998,3,15
ACCf627994b02,3,15
ACC29a0b33109,6,31
ACC600dbd7542,6,31
ACC7660db2da2,6,31
ACC76c7fd998b,6,31
ACCd0a7d2a272,6,31
ACCeeb53308d2,6,31
ACCca0dfbab4b,0,24
ACCf3c8699664,0,24
ACC5c0df8e988,3,15
ACC9c97464028,3,15
ACCf1015d0b65,3,15
ACC0ca0fa23b8,10,36
ACC3b6b52063d,10,36
ACC44d7b3a645,10,36
ACC7b0d395933,10,36
ACC89ef18948a,10,36
ACC8dca0a2142,10,36
ACC99a2f8d5ab,10,36
ACCa55b7ccd3d,10,36
ACCb3e915bff3,10,36
ACCb51fa9546f,10,36
ACCf2b645de95,10,36
ACC36a94ae676,11,38
ACC4557397c83,11,38
ACC47cd3c7ff1,11,38
ACC5d0cc63b13,11,38
ACCc21f5bce25,11,38
ACCc2655b8d26,11,38
ACCc51f82ecaf,11,38
ACCc9eaa094ec,11,38
ACCf79ca88e22,11,38
ACC1032231680,5,36
ACC18d8111896,5,36
ACC1b8a060293,5,36
ACC272e0bb89f,5,36
ACC41bf2aa2e5,5,36
ACC5652fc184d,5,36
ACC693847ecc5,5,36
ACC768ab24a33,5,36
ACC7f406dfb66,5,36
ACC812bfa986b,5,36
ACC8737204572,5,36
ACCc1bf88ed93,5,36
ACCcad0b39742,5,36
ACCd9b8bcba45,5,36
ACCe1b529411c,5,36
ACC31077ab0cd,8,28
ACC4dc1788ca3,8,28
ACC72cf916f3a,8,28
ACC7d5f82e361,8,28
ACC876ce54560,8,28
ACCa0ea08feaf,8,28
ACCb1b579e2d1,8,28
ACCd0cf0cafb6,8,28
ACCd6e3e06b29,8,28
ACCdb4bb6965a,8,28
ACCf9b15f5ac0,8,28
ACC144badfdbc,7,19
ACC83250b34cf,7,19
ACC22af91bf8a,10,36
ACC2a1e689b5b,10,36
ACC2c675f09d5,10,36
ACC36d36832d7,10,36
ACC510a7f88d0,10,36
ACCc48303edde,10,36
ACC31032c9bef,12,11
ACC621f9a5b44,12,11
ACC74ff552555,12,11
ACC1b814e717e,10,36
ACC22fbe652df,10,36
ACC36eeb0514c,10,36
ACC396bb75c1d,10,36
ACC5f429fa752,10,36
ACC88c4c6349b,10,36
ACCe90887e275,10,36
ACC166931e19f,13,29
ACC19137f410b,13,29
ACC2b97620f53,13,29
ACC51234903dd,13,29
ACC5ab6c7d97d,13,29
ACC6fc084dd92,13,29
ACC840b4fa4d3,13,29
ACC98e39ee1dc,13,29
ACCb10462077f,13,29
ACCd2785204d6,13,29
ACCe94aea67aa,13,29
ACCec4aaa289e,13,29
ACC435afb8eda,14,12
ACCab3792571b,14,12
ACCae1dc94ab6,14,12
ACCdae74e8229,15,3
ACCdaeb0ba85c,15,3
ACCfcb15b41f0,15,3
ACC16edf8ab0c,16,38
ACC20da5deff0,16,38
ACC3116852d75,16,38
ACC41dff9b243,16,38
ACC7d9ff9e304,16,38
ACC8cdf406dec,16,38
ACC8dbe76b6a2,16,38
ACCa3fc77b3ae,16,38
ACCb2bc2f318a,16,38
ACCbf2a6c34d6,2,20
ACCc1168fdcf9,16,38
ACCd185189584,16,38
ACCdc1197b3ce,16,38
ACCe9ee571728,16,38
ACCebc0299921,16,38
ACCf04f85ac65,16,38
ACC099fe96064,17,29
ACC1dd0915d09,17,29
ACC20f6a0aaa4,17,29
ACC4b60cde6d7,17,29
ACC4dea244f96,17,29
ACC621439360d,17,29
ACC74983a6931,17,29
ACC758b1f7f9c,17,29
ACC809a0c60bb,17,29
ACC97c06704b9,17,29
ACCa0b6046f4f,17,29
ACCae4954d8dc,17,29
ACCbf3ae9ce72,17,29
ACCe79d896c72,17,29
ACC0a2732b08b,11,38
ACC0d238346b4,11,38
ACC16ab4f3bb9,11,38
ACC336fce68ad,11,38
