account_id,cluster_id,cluster_size
ACCdaeb0aad41,13,35
ACCdbbf8d191d,13,35
ACC06b37b43d6,1,31
ACC28b4386389,1,31
ACC86ef406d6f,1,31
ACCaf4024c6b3,1,31
ACCc23bfdc159,1,31
ACC0433fca279,28,28
ACC2f6050afc1,28,28
ACC5b6b046882,28,28
ACC6483b2e8f2,28,28
ACC6f6da3623b,28,28
ACC9ec9ab75a6,28,28
ACCb4d8c5207a,28,28
ACCbc9003abf5,28,28
ACCe65b14b3a5,28,28
ACC02cf402ddf,1,31
ACC60b35e30cd,1,31
ACC63aa71db22,1,31
ACC6b2a693cde,1,31
ACC7a8d6f6765,1,31
ACC9d4d040236,1,31
ACCc27a386390,1,31
ACCc8b471f524,1,31
ACCea33266e0e,1,31
ACC51d158e5c6,3,16
ACCad3c6b89ce,3,16
ACCeec304ba87,3,16
ACCf62e4e1567,3,16
ACC049aa33a6c,4,29
ACC074990a083,4,29
ACC08d59d29c8,4,29
ACC16df76b321,4,29
ACC18478c883d,4,29
ACC45abd546ce,4,29
ACC45db7dda02,4,29
ACC52c21e8a14,4,29
ACC54dfeb8b7b,4,29
ACC5f13e5644d,4,29
ACC7f3e31b044,4,29
ACC9477b88e9e,4,29
ACC00972e3f8f,5,38
ACC1015d78719,5,38
ACC37f86075df,5,38
ACC5528aa458b,5,38
ACC57418f8ffa,5,38
ACC5d0922b29c,5,38
ACCa44336ca6e,5,38
ACCbc1f5ce20c,5,38
ACCbcd4a1080d,5,38
ACCc571dd0205,5,38
ACCd023c614b7,5,38
ACCd5bfc770ac,5,38
ACCe30d2eee2f,5,38
ACCf8660182a4,5,38
ACCfc998c7683,5,38
ACC0f82374b4a,1,31
ACC5166d29be6,1,31
ACC6b45cd3d1a,1,31
ACC885b669301,1,31
ACC8e9c5b9e6a,1,31
ACC9ffb80d342,1,31
ACCb346ab4fa0,1,31
ACCe306c54fb8,1,31
ACC37562e9f0d,6,19
ACC3c0370f233,6,19
ACC7123213644,6,19
ACC9afe62456c,6,19
ACC8ad9de6422,7,2
ACCb0d144309e,7,2
ACCbb268a2ea6,29,13
ACC190a729117,29,13
ACC6a204dd12a,29,13
ACCb2adfb3118,29,13
ACC0679292a59,9,3
ACC4953f5f8d2,9,3
ACC88b6ea9cc9,9,3
ACC1c5d1668bb,10,4
ACC92a10962e9,10,4
ACC93ddeb76f0,10,4
ACCda8f51d7f6,10,4
ACC319fd5fece,11,33
ACC44493d1e88,11,33
ACC91135e6b3f,11,33
ACC95229856a4,11,33
ACCcb91d963eb,11,33
ACCd2877aa6ab,11,33
ACCd452becef7,11,33
ACCdaada1c86a,11,33
ACCf56f711e65,11,33
ACC2a666c767b,12,37
ACC2f2e922482,12,37
ACC308ef9e35e,12,37
ACC32ad8e94b8,12,37
ACC44bba095b1,12,37
ACC591005067f,12,37
ACC7cb50cfd10,12,37
ACC9f98e095e2,12,37
ACCa74bef42e8,12,37
ACCaba570f3c8,12,37
ACCb061464903,12,37
ACCe2dde150a0,12,37
ACC39cb5302a5,13,35
ACC5a0e0309a5,14,39
ACCe3bd945b70,13,35
ACCeb3337f7d8,13,35
ACC2a75980e6c,3,16
ACCa1999d895c,3,16
ACCccd59fc799,3,16
ACCd96876c5b4,3,16
ACC01942b20f4,15,27
ACC3c520fca09,15,27
ACC8eb9ab4053,15,27
ACCbc70eccbb3,15,27
ACCc60e972002,15,27
ACCde7b471888,15,27
ACC15cf1bedc9,16,36
ACC2a09813ca6,16,36
ACC4794278ae6,16,36
ACC8975ab9669,16,36
ACCe29b1a5334,16,36
ACCe4438c02ac,16,36
ACCe7494e53eb,16,36
ACCf7243574fe,16,36
ACCfc81d713a9,16,36
ACC5793ea90d8,17,33
ACC71b72794fe,17,33
ACCa8cbdc0c2a,17,33
ACCaa13d96344,17,33
ACCb1bbfcf214,17,33
ACCc3cddca93a,17,33
ACCf3ea170faa,17,33
ACC1233cb9f02,18,14
ACC4203e782ed,18,14
ACC58e8a23c1b,18,14
ACC9937bf3bfc,18,14
ACCd4d40248c2,18,14
ACCf1d90d124a,18,14
ACCf7cb060d8f,18,14
ACC0647ad7532,5,38
ACC0c9d8d873c,5,38
ACC119b8df709,5,38
ACC1645ffdf8e,5,38
ACC1a07625222,5,38
ACC1ecb3261b9,5,38
ACC2498da5184,5,38
ACC266acdb567,5,38
ACC2d900b101f,5,38
ACC6953294696,5,38
ACC6ddef0aaea,5,38
ACC8119f8c250,5,38
ACC8417329c4b,5,38
ACC8491c087f3,5,38
ACC94be6d6707,5,38
ACCa7b55164e3,5,38
ACCaa8073485b,5,38
ACCc34856c4de,5,38
ACCdaff016916,5,38
ACCf56b928a9d,5,38
ACC0ba6fb63c1,16,36
ACCd666de66bd,16,36
ACCdb94499c58,16,36
ACCdc6c8e5b39,16,36
ACC0513483e6d,17,33
ACC13c9ea6d2f,17,33
ACC28858680e2,17,33
ACC3e8dd9d2c5,17,33
ACC569f4df574,17,33
ACC68038d46b3,17,33
ACC74cccc396c,17,33
ACC99fd83cc30,17,33
ACCa2e3dc9d1a,17,33
ACCcce7c1800f,17,33
ACCe58e681abe,17,33
ACCed2a1edb4a,17,33
ACCf647b3491a,17,33
ACC200c561bad,15,27
ACC2dad2ddc2a,15,27
ACC3b5d8a31bf,15,27
ACC51958561da,15,27
ACC543234a604,15,27
ACC543991ddf6,15,27
ACC7bfbff1655,15,27
ACC7fa040410a,15,27
ACC82260c4593,15,27
ACC878d087312,15,27
ACC8944c4bc07,15,27
ACC97e00d9492,15,27
ACC98932f7f1f,15,27
ACCa9969fd0b1,15,27
ACCbd620a344d,15,27
ACCda98b52229,15,27
ACC1c00ba7338,19,31
ACC237a75392f,19,31
ACC2dac2ee499,19,31
ACC5ba7caf524,19,31
ACC6347b37b50,19,31
ACC6c30ad4c51,19,31
ACC8115e2cab4,19,31
ACC8bfd6191ef,19,31
ACC9b323f0b20,19,31
ACCdbee0225b1,19,31
ACC5e69838463,13,35
ACC670a11109d,13,35
ACC6acf7ca3a1,13,35
ACC70c2d3c148,13,35
ACC7454c6a723,13,35
ACC957bf9ab52,13,35
ACCb224be93e7,13,35
ACC11f8bea8bc,4,29
ACC7820a0edd2,4,29
ACCe7476edfc0,4,29
ACC1b684f1a74,21,25
ACC1efbcbe7ac,21,25
ACC3b150bd51b,21,25
ACC3e7c0d15d4,21,25
ACC9e7f033fa2,21,25
ACCb7c00b0a0c,21,25
ACCd37fb91869,21,25
ACCfffb62f963,21,25
ACC4a86388899,23,8
ACC7ebdc30200,23,8
ACC85964e79d4,23,8
ACC06f286737b,21,25
ACC08d9af27d5,21,25
ACC0d56db0a09,21,25
ACC39fb791f3e,21,25
ACC3d9af97fa6,21,25
ACCa5164d334c,21,25
ACCcadc4e5e39,21,25
ACCd441639ea2,21,25
ACC07eb4db2c6,3,16
ACC1fb7e1c900,3,16
ACC03abab0430,19,31
ACC38c8d57ca5,19,31
ACC429b4fefdf,19,31
ACC48840e9dc0,19,31
ACC4b4b8053bf,19,31
ACC946d4c7a4e,19,31
ACCa857c2f9e9,19,31
ACCbf21f80de9,19,31
ACCcce8751f76,19,31
ACCcd7ee04964,19,31
ACCd4649584fc,19,31
ACCf1e825b10f,19,31
ACC1ffb17bc1a,13,35
ACC38485f99aa,13,35
ACC3d72a25bff,13,35
ACCc14ac4394f,13,35
ACCce56a7318c,13,35
ACCe63f9246b8,13,35
ACC0dd4f71bd8,11,33
ACC2612df7f66,11,33
ACC543e6bb578,11,33
ACC5bf3ca5bb0,11,33
ACC6b68bc5baf,11,33
ACC74713d07a3,11,33
ACC96b0e5614a,11,33
ACC9eee2fd145,11,33
ACCcf7333b2df,11,33
ACC22346a19f7,1,31
ACC392620aee2,1,31
ACC3df10b4b45,1,31
ACC5b45637afd,1,31
ACC855587759d,1,31
ACCadaaf79340,1,31
ACC33118a9565,25,4
ACC5f9ae89f21,25,4
ACC79337d8eaf,25,4
ACCb2f71dba4f,25,4
ACC4cbf8cfc42,3,16
ACCaf02f5f69d,3,16
ACCb31e3624df,3,16
ACC33ef769b07,19,31
ACC62d15c95a1,19,31
ACC84dbb937f2,19,31
ACCc4a2de739e,19,31
ACCc93d647892,19,31
ACCf056b3f235,19,31
ACCf3cdfddf3d,19,31
ACC06e5f236c0,14,39
ACC104ba10289,14,39
ACC141f123286,14,39
ACC20e397148a,14,39
ACC268a5a27f0,14,39
ACC5b2ce36a26,14,39
ACC670654f555,14,39
ACC7f8d4c5278,14,39
ACC8371d857b0,14,39
ACC97ef39b686,14,39
ACC9f386d6298,14,39
ACCc977fe5e1b,14,39
ACCd3dabafefa,14,39
ACCfb3dc15089,14,39
ACCfcbe907df0,14,39
ACC1bd491317d,26,2
ACCd057fdb1f8,26,2
ACC0049a071e8,27,3
ACCcf46fd1268,27,3
ACCf7f8f63312,27,3
ACC04c1935468,28,28
ACC22df612527,28,28
ACC5794b4e692,28,28
ACCa4ef457710,28,28
ACCac79685278,28,28
ACCb8cec5b17e,28,28
ACCce11df86ea,28,28
ACC01618a9f0a,23,8
ACC3774689e2c,23,8
ACCfdb2961420,23,8
ACCfec75b925b,23,8
ACC1b05d438b6,17,33
ACC22df4a1571,17,33
ACC46bfef45e2,17,33
ACC4aaf379719,17,33
ACC6d499bb7af,28,28
ACCba81f3a579,17,33
ACCd89f07049e,17,33
ACCdd8956322d,17,33
ACCf35b5c3534,17,33
ACC0bf45462d4,18,14
ACC15cb3498d6,18,14
ACC1a9b23d23c,18,14
ACC649371386a,18,14
ACCb66d104e2a,18,14
ACCfa3a977995,18,14
ACC272739e7fc,12,37
ACC2a0d66859a,12,37
