cluster_id,cluster_size,entity_reuse_ratio,internal_density,mean_degree_centrality,max_degree_centrality,mean_pagerank,max_pagerank,mean_betweenness_centrality,max_betweenness_centrality,creation_span_days,creation_std_days,avg_order_amount,order_amount_cv
0,31,0.7419354838709677,0.7935483870967742,0.04125901492704198,0.05025996533795494,0.0017301038062283727,0.002091337430321038,1.5133095196458112e-05,3.2885290544604266e-05,150,56.283078684774864,598.7943103448276,0.5477485796714092
1,37,0.673202614379085,0.6321321321321322,0.03943978640685747,0.04852686308492201,0.0017301038062283729,0.0021871096425573285,1.5494315407021218e-05,5.208333333333333e-05,593,99.59235983818306,599.914864864865,0.6920042773137773
2,4,0.13043478260869568,1.0,0.005199306759098786,0.005199306759098786,0.0017301038062283738,0.0017301038062283738,0.0,0.0,523,257.356270566699,897.4228571428572,0.5457957676849186
3,23,0.6559139784946236,0.691699604743083,0.026674704242332904,0.036395147313691506,0.001735059694744153,0.0021802977026466703,0.0003157407222612034,0.005679538319512277,332,126.90082025667989,447.5081132075472,0.5288921500785262
4,31,0.685483870967742,0.6580645161290323,0.034214792866327504,0.04332755632582322,0.0017301038062283733,0.0022109241775965754,4.999106016973657e-05,0.00014936561260090673,206,70.31005067418492,550.9231818181818,0.6004034863585771
5,2,0.08333333333333337,1.0,0.0017331022530329288,0.0017331022530329288,0.0017301038062283738,0.0017301038062283738,0.0,0.0,442,312.54119728445403,1096.512,0.5711862476779884
6,5,0.30000000000000004,0.7,0.004852686308492201,0.006932409012131715,0.0017301038062283738,0.0024755724816434353,1.0416666666666666e-05,5.208333333333333e-05,190,83.28685370453131,549.0229999999999,0.5232344131281611
7,28,0.7053571428571428,0.701058201058201,0.03280514978955187,0.04159445407279029,0.001730103806228374,0.0021130233838861853,3.100198412698412e-06,6.148726851851851e-06,271,91.86077572284113,589.2143076923077,0.6948885800386702
8,37,0.7027027027027026,0.6261261261261262,0.039065061595390874,0.04852686308492201,0.001730103806228375,0.0021671326742846745,2.8165244286707076e-05,9.165332131784338e-05,320,83.09052012434714,574.1310606060606,0.5399503343523909
9,38,0.7302631578947368,0.5960170697012802,0.0382194654747788,0.05025996533795494,0.0017301038062283735,0.0020942810784172457,5.951268570369678e-05,0.00013863574923623942,42,12.737864835559767,478.4518749999999,0.5261976597137985
10,36,0.7083333333333333,0.6888888888888889,0.04178702098979395,0.05545927209705372,0.0017301038062283733,0.002166171764621929,2.800700445814037e-05,7.245368793799843e-05,380,108.11194595021799,648.6288059701492,0.7645161777997507
11,14,0.625,0.6703296703296703,0.015102748205001237,0.01733102253032929,0.001730103806228374,0.002191963566260513,1.2400793650793649e-05,5.208333333333333e-05,397,137.11052732484367,513.1321428571429,0.5359842356256461
12,33,0.6466165413533835,0.5,0.027992227298986396,0.03986135181975736,0.0017406473059938784,0.002231241664028086,0.0003081845656810105,0.0052814643882352205,393,116.10152623432387,585.3377272727273,0.6529817008337356
13,3,0.11111111111111116,1.0,0.0034662045060658577,0.0034662045060658577,0.0017301038062283735,0.0017301038062283738,0.0,0.0,468,236.30277188386935,927.56,0.659082686837136
14,32,0.6074074074074074,0.5241935483870968,0.02837954939341421,0.04506065857885615,0.0017265417613576573,0.002325413061608814,0.00023926826861035485,0.001784714272995523,419,115.39509619479699,705.4416666666667,0.8181063707700074
15,22,0.625,0.5324675324675324,0.019379234283913655,0.025996533795493933,0.001730103806228374,0.002258519587381342,1.8150252525252524e-05,0.00012557870370370368,300,110.22909044781409,522.5313333333334,0.6940056043796575
16,2,0.09999999999999998,1.0,0.0017331022530329288,0.0017331022530329288,0.0017301038062283738,0.0017301038062283738,0.0,0.0,87,61.51828996322964,1350.902,0.5197728438363617
17,10,0.4,0.4666666666666667,0.007279029462738301,0.012131715771230503,0.0017301038062283742,0.0025393114603223985,3.6575243172465394e-05,0.0001417824074074074,82,27.925496116154026,705.2195238095237,0.7721760649755449
18,2,0.08333333333333337,1.0,0.0017331022530329288,0.0017331022530329288,0.0017301038062283738,0.0017301038062283738,0.0,0.0,171,120.91525958289964,971.86,0.3912834614881575
19,3,0.11764705882352944,1.0,0.0034662045060658577,0.0034662045060658577,0.0017301038062283735,0.0017301038062283738,0.0,0.0,233,120.52523940375863,791.5999999999999,0.21329552506260582
20,4,0.11538461538461542,1.0,0.005199306759098786,0.005199306759098786,0.0017301038062283738,0.0017301038062283738,0.0,0.0,492,217.94399127604626,1146.6772222222219,0.5633178562032749
21,10,0.5,0.7333333333333333,0.01143847487001733,0.015597920277296359,0.0017301038062283742,0.002357985817179788,1.392834595959596e-05,5.353009259259259e-05,237,85.57413939580891,404.0263157894737,0.5944130747898878
22,25,0.63,0.6633333333333333,0.027590987868284227,0.036395147313691506,0.0017301038062283735,0.0023172318593724615,2.9220872908267687e-05,9.231615221198554e-05,157,54.6605281106333,639.865111111111,0.5634732661944969
23,2,0.09090909090909094,1.0,0.0017331022530329288,0.0017331022530329288,0.0017301038062283738,0.0017301038062283738,0.0,0.0,236,166.8772003600252,908.1700000000001,0.7470773507113315
24,2,0.09090909090909094,1.0,0.0017331022530329288,0.0017331022530329288,0.0017301038062283738,0.0017301038062283738,0.0,0.0,216,152.7350647362943,795.02625,0.5032104721438863
25,17,0.5066666666666666,0.4852941176470588,0.013457029258843917,0.020797227036395145,0.001730103806228374,0.002247952068974057,6.646881068177364e-05,0.00034722222222222224,231,82.25261483417306,708.4723809523808,0.5352006224784784
26,20,0.6,0.6526315789473685,0.02192374350086655,0.02946273830155979,0.0017127070316152917,0.00237433202376717,0.00023004941313285162,0.0014356198392656725,240,80.22927671433453,453.1397368421053,0.5871646581391453
27,3,0.1333333333333333,1.0,0.0034662045060658577,0.0034662045060658577,0.0017301038062283735,0.0017301038062283738,0.0,0.0,410,214.6120530942597,687.246,0.5497004665101883
28,3,0.11764705882352944,1.0,0.0034662045060658577,0.0034662045060658577,0.0017301038062283735,0.0017301038062283738,0.0,0.0,247,123.62173487430651,783.9657142857142,0.5812078268090777
29,8,0.4545454545454546,0.5714285714285714,0.006932409012131715,0.010398613518197573,0.001730103806228374,0.0022633141357683096,6.510416666666666e-06,2.6041666666666665e-05,194,84.96795614482305,314.5657142857143,0.5147412301698087
