account_id,device_id
ACC9bcfbe07fa,DEV5d613b62d6
ACCf56866d7b9,DEVcef558c1bc
ACCd47fdf77b7,DEV626ffa7514
ACC48d4f3992c,DEVff2e1f7865
ACC83707db47f,DEV042b9b05ad
ACCb4916901a7,DEVe249ai4f831
ACCe573a1dd78,DEVdca0e5c500
ACC7aef3ba33e,DEV8e9d308796
ACC41c80025df,DEV36559db18
ACC13b199d0a9,DEV88b7c9e802
ACC3a55debf31,DEVcc1f162a9a
ACC291cbdcbef,DEV5d352efc3f
ACC08fd1f3c08,DEV806c69eaa0
ACC33b34c3bec,DEV711e949966
ACC68798bbb90,DEVaeb1a5d1c44
ACC01bf6716f8,DEVa55162391a
ACCd2b19450b1,DEV97dd89904i8
ACC2ee741cb97,dEV0ef3151513
ACCebe75fb5e4,DEVe5f668f071
ACC515d70fbe9,DEV4d858d97a9
ACCe64969740d,DEV3798ec4592
ACC7db9565adc,DEV0930433a9
ACCc6c16f6eff,DEV908a5a599a
ACC77a80f5703,DEVf3a717e363
ACC07bf181f19,DEV8aa8520160
ACC9ce0e13bc9,DEV63310ff564
ACC18acbf5b36,DEV97f67b5046
ACC89e97aa64a,DEV6f97763d7f
ACC11dd0e9db6,DVcb745e73ff
ACC12b507dfad,DEV22daa3fa05
ACCdaa9d91e40,DEV807152xe702
ACC9b41c114d3,DEV676757fc2a
ACC3472361294,DEVa4c5dbcbc
ACCc8b3efc2bd,DEVe862te294c0
ACC3038ec01b5,DEV40959a05db
ACCa5ad80a8bb,DV5070a7bdbb
ACC68db63b444,DEVc118919991
ACC21f243307c,DEV899f02fda2
ACCedac482e82,DEV3da9e5493b
ACC2f210502f4,DEV84f2855e59
ACCfc8ed82925,DEVe99557e36b
ACCfea1e7f6b2,DEVa9776d10db
ACCeecf048d2d,DV7b8ded286d
ACC133cc69784,D6EV4e9730f60c
ACC073b6f2564,DEV06135234f6
ACC200e697eb5,DEV3f2e8f3a4
ACC854ffc8fb3,DEV21693157ee
ACC523990291a,DEV34cff99263
ACC2e18d14a1d,DEVc2d86d70b0
ACC4618aa44b2,DEVef890bd591
ACCea87a6d70b,DEV330d1dc1fc
ACCd9431c40d5,DEV9587848f36
ACC5e1c5e4dd5,DEVaa776ab5e
ACC13e1db2eb3,DEVa99d5dfd63
ACCb4c815edaf,DwEVd7e4ffdfaa
ACCf9701efb94,DEV22b61aba37
ACCb2b2116358,DEVb6804173735
ACCba28777895,dEV7ab569c181
ACC0dc9010891,DEVef5cc780b7
ACC248059ebe3,DEV6d669f6a7a
ACCfb597f2c46,DEV7d917c6c11
ACC8abac12b7b,DEVb6ea7d55g9f
ACCb884f094cf,DEV3bf7d05b20
ACCf84430ef95,DEV4736333f35
ACC2b6d73d055,DEVa4fe03ab35
ACC5fd028e27a,DEV5bf10462e5
ACC373a1a5e25,DEV8f3baf9395
ACCaab8128a0b,DEV2dad618eed
ACCc3a1bc5dbe,DEV1e35006f17
ACC04689ce476,DEVd3216fa1f3
ACCe328706c29,DEV7705ca1eed
ACCbf13a070aa,DEVc3ece58f9d
ACC23873ae102,DEV1075f07b5
ACCbcd3fe1418,DEV759k510e6a1
ACC1985673283,DEV812f78083a9
ACC3678bf0235,DEV20384d0b5c
ACCc903c4486d,DEV9daee7e5b
ACC9d7d90fe6d,DEVaa6d2q29b0a
ACC6ee4e88555,DEVd2c25c0f3d
ACC562c33e25d,DEV689d351194
ACC6ab9992fad,DEV7478e841dc
ACCa1aa2c8fd4,DEV416b87f7fb
ACCc463862f4a,DEV5ae514fcdb
ACCd4ec6cf858,DEV2d15fc4fa1
ACCe3237067ac,DVEfe4b3d842f
ACCf004d79329,DEVc05fe87d2f
ACCeae604c8ad,DEVabcef0ff6a
ACCd42de443ca,DEV546e60ecdb
ACC902298dbb4,DEV4bb74ae0a4
ACC8257dc0245,DEVd223310e6a
ACCf787321318,DEV85beac726b
ACCa0afa84e85,DEV559e8da047
ACCff6a63b7aa,DEV7788a52c4b
ACCe47359175c,DEv4bfdc7a95d
ACCb591800856,DeVbd0d057a3c
ACC22df2852a4,DEV9691f026e8
ACC045735d419,DEV78fbe879a5
ACC2b0a7ac5c8,DEV7991122099
ACC05cfbd29a5,DEV14507b4804
ACC043d4bb6ad,DEdVb8dd5f7a7f
ACC755ca5ab32,DEV8a975cb55b
ACC78c0cccc60,DEefd81d5bda
ACC9f0a499e7e,DEV050e983ddc
ACCbd9b4d5dac,EDV43ad35b809
ACC2584c4c7a5,DEV02b41266db
ACC64d6f458bd,DEV5cf5b3f5e8
ACC3499a4bdbf,DeV1c0cac8589
ACCe49e20f824,DEVd64824c365
ACC5d28f2567d,DEV9627ca81dd
ACC1d39305b17,DEV28f14a3ec5
ACC1a3e2f7405,dEV11b39064b1
ACC69b3c584b2,DEVfe4ce70679
ACC3e12015eea,DEV8dcf9bb5f3
ACC54fc1665e8,DEvede3c6e648
ACC49c592d6e4,DEV565acae35f
ACCd75382c09a,EV628fa7fec3
ACC42284ea6ae,DEV9dd72f7eef
ACC672f44d735,DEV9e8e3ca09e
ACC5b191627c2,DEVb44930c54d
ACC80bff905ba,DEV5cb8f4c6b5
ACCd43a4f0d2b,DEV50d613ee9c
ACC3564e595eb,DEVb0d8dc1889
ACC4617b86a14,DEV070a18966f
ACC970927b2d3,DEV3d3e0b8f43
ACC5e1500557f,DEV36fe668a12
ACC261e6ee3b6,DEV0edf8dc03b
ACC48c2477b01,DEVeba83d031d
ACC5711666aa3,DEVf857e43a16
ACC17c654f405,DEV3d068d17bd
ACCa06934e9e3,DEV2bfbad2a1e
ACCe0c111939e,sDEV326b311265
ACC464f367139,DEVs563c38d117
ACC6a56538fb0,EV44aa374d68
ACCbc11f4c13f,DEV58c5663a67
ACCc05842eb9f,DEVBb3103bab1
ACCb91e55a676,DEVf113b6e7d6
ACC4819451534,DEVba66b992l25
ACC0e9bb5afae,DEVbf5ea7fcf4
ACC2bc382b885,DEV627baf3e7d
ACCfd635768c1,DEV2651083a68
ACC9cf44ce13d,DEV053a59baa
ACC5cc6cc2074,DEV3e058535ad
ACC98d3ebc229,lDEV4dcfd718cf
ACCa2894e081e,DEV7237fe5eb2
ACC5825bcaa2b,DEVd351908c77
ACC611f9bc64c,DEVc2157c2171
ACCe9bbb6015b,DEV6745f4d785
ACCbb6c64b816,DEV3ed0ca6c322
ACCd6d06a0489,DEV28b200b431
ACCc31171e6c3,DEVf09085Fdc8
ACCab65fee315,DEvVaf1741c05a
ACC68e2a9fdf9,DEVf68bec4ee6
ACCb8f1910511,DEV150b90a828
ACC191f7a552f,DEVc4356db59c
ACCe174a0ad3e,DEVe282a26417
ACC475feb5507,DEVde3d4d5ad1
ACC837a65e401,DEV464b7d13a
ACC1a59b9aa03,DEV37c2d2664a
ACC7e6ca1783c,DEV4afb243b0
ACCf7c4a79e6a,DEVb8D2f9c82d
ACCdfdad265d5,DEV90fca7f07c
ACC9faf6d98db,DeV80bdf44f4a
ACC547d913249,DEVa055a906ac
ACC6cea109d59,DEVb10r4318ffe
ACC37b2cee215,DEVe54fc9b04c
ACCa0ff44ef72,DEVF933f977dd
ACC7a2cfc37ef,DV49a406efa8
ACC12b01a7708,DEV82fdcb5d78
ACC36dd6a88cc,DEVe939076420
ACC41916a94b9,DEVca683f0e85
ACC4fa16b1a10,DEVa4c93fB0de
ACCa2e056cf2b,DEVbdc07d9054
ACCcb30175478,DEV9a182c4hdab
ACC95d0521c9b,DVEc5436cf5fc
ACC5f97147966,DEV432a3f51b
ACCed56719036,DVE822645e7c7
ACCd5ae9cf410,DEV718933c2a0f
ACC17231ec987,DEVa6faB28049
ACC98282df12a,DEVfaa1a0607d
ACCfedd6814a7,DEV1e456bj3676
ACC8508b271de,DEV865e72c631
ACC38e0beab9d,DEVe873302cff
ACCc42254372e,DEVaabfa7397
ACCb661083a1a,DEVf595ca1be9
