account_id,cluster_id,cluster_size
ACC064180ad8b,53,34
ACC825d0fdf4e,53,34
ACC41851e044e,1,10
ACC66625ba3ff,1,10
ACC3bac3cef12,2,31
ACC466c4671f5,3,8
ACC626cf45459,2,31
ACC7f83bc5ef7,2,31
ACC8b870580d2,2,31
ACCa4f8d5ea39,2,31
ACCb343727b68,2,31
ACCb4c1e4abac,2,31
ACCe7a70030a5,2,31
ACC001a28612f,1,10
ACC20b523b5b0,1,10
ACC3160df194c,1,10
ACCd56c61b241,1,10
ACC094b61ec5e,4,26
ACC8e4f03cf63,4,26
ACCba85255728,4,26
ACCc0f7f0de26,4,26
ACCc378907041,4,26
ACCe0a39984f4,4,26
ACCe12069ab4f,4,26
ACCebadef4b0e,4,26
ACCffcd79b182,4,26
ACC44012e7603,5,16
ACC50d9866d33,5,16
ACC165d8eac53,6,21
ACC2c4bd565cb,6,21
ACC3d7e1c2343,6,21
ACC46c1288e63,6,21
ACC63f9cafc3e,6,21
ACC741f033f95,6,21
ACC91bb7ac210,6,21
ACCb8e0433ca7,6,21
ACCee5e069c91,6,21
ACC0a17f12885,4,26
ACC11561bcaec,4,26
ACC70600aa79f,4,26
ACCa218fc5e85,4,26
ACCc764e849a7,4,26
ACC8c2001a6f3,7,9
ACCc077cc0224,7,9
ACC41f23f85e9,8,24
ACC668b02de7b,8,24
ACC7621c7bed5,8,24
ACCf4d33ae4aa,8,24
ACC08572e6cc2,53,34
ACC0d80de5e99,53,34
ACC3b896a6240,53,34
ACC5781a266cf,53,34
ACC6290dbba41,53,34
ACCd12baa456b,53,34
ACC0f630a24f8,9,31
ACC47f4cea1ed,9,31
ACC532bb844c3,9,31
ACC5ca32628ff,9,31
ACCa7ca443027,9,31
ACCb3ff0b8bbc,9,31
ACCc444fe75c8,9,31
ACCcddb46cdbb,9,31
ACC005ec150e8,11,24
ACC055b3ab903,11,24
ACC1d5e5b8a7a,11,24
ACC6fb759cf01,11,24
ACCcb93791469,11,24
ACCd9f582ce84,11,24
ACC8986f08f2b,25,9
ACCbfbe1e9de1,25,9
ACC55c176a9e6,13,4
ACC67adb8a797,13,4
ACC745c0ca24f,13,4
ACC7f6ff85500,13,4
ACC132d2688e3,8,24
ACC2d7efc58ae,8,24
ACC61e3e6f349,8,24
ACC7e22bd29c2,8,24
ACCc686127ff4,8,24
ACCe647baf165,8,24
ACC9932bb6cb9,14,5
ACCa67c8030d4,14,5
ACC857592244b,2,31
ACCa19d3ae174,7,9
ACCb535305ab8,7,9
ACCc24e6d6786,7,9
ACCc5f53e39aa,7,9
ACCd9295d2cea,7,9
ACCe075acbe67,7,9
ACC085edce278,15,33
ACC19a72175b2,15,33
ACC211ff3a884,15,33
ACC22fd873b0c,15,33
ACC2ac98ca55d,15,33
ACC33169b28e3,15,33
ACC377a5a7e48,15,33
ACC4780375f38,15,33
ACC4e56981702,15,33
ACC5b087031c6,15,33
ACC8196fd4b57,15,33
ACC84cfb59959,15,33
ACC912f7dad2c,15,33
ACC91cbbba0be,15,33
ACCab26b2c743,15,33
ACCae826e3c1f,15,33
ACCd379c8d571,15,33
ACCddd155cb2f,15,33
ACC22804be2cc,6,21
ACC5bce2b66f4,6,21
ACC5e812e9eab,6,21
ACC60a755e8ce,6,21
ACC784c23bcc5,6,21
ACC8b8129c24c,6,21
ACC90afee2a58,6,21
ACC9598737f2f,6,21
ACCae4ec02c72,6,21
ACCd19b544e88,6,21
ACC21d426ccd3,16,35
ACC29e954cf53,16,35
ACC4549696bac,16,35
ACC465bc2aa7a,16,35
ACC57e33ecc63,16,35
ACC8f8f074e91,16,35
ACCe208bacc3a,16,35
ACC2ae57922fd,17,15
ACC6464fc5471,18,33
ACC69f8202ade,18,33
ACC7e1c8cab07,18,33
ACC7f0b779e1b,18,33
ACC8384dea57b,18,33
ACCd96560643b,18,33
ACC0225064d53,53,34
ACC1b939fdf52,53,34
ACC300d6cbab6,53,34
ACC50ae0264cb,53,34
ACC5a6f9ed95d,53,34
ACC5b8442d85e,53,34
ACC757fac0670,53,34
ACC99a807b238,53,34
ACCbe81db2ff6,53,34
ACCe2a5ef5323,53,34
ACC2ab37b2cca,53,34
ACC41ecec07c3,53,34
ACC4d483ee3aa,53,34
ACC5d64b64862,53,34
ACCae6628e6cd,53,34
ACCc676172e1e,53,34
ACC05b3831312,19,30
ACC369b0f0400,19,30
ACC40a6b42bfe,19,30
ACC4b99346a0a,19,30
ACC4cacb61035,19,30
ACC4f9b1d70da,19,30
ACC4fabde406b,19,30
ACC53f9bcea81,19,30
ACC6c4cca328e,19,30
ACC744ac664d4,19,30
ACCa8c4e4a0ca,19,30
ACCac92ff2fab,19,30
ACCacb16657b1,19,30
ACCca01a3448d,19,30
ACC030139f772,15,33
ACC17c3aaa664,15,33
ACC2aa83109a1,15,33
ACC61e15df756,15,33
ACC6c9c96eac2,15,33
ACC92ad571b73,15,33
ACCb6949aa746,15,33
ACCb9d19e38e8,15,33
ACCc01a44d456,15,33
ACCf4f463b541,15,33
ACCfcde06cb5f,15,33
ACCfd10718a1b,15,33
ACC2c86013eda,17,15
ACC45af6d4f96,17,15
ACCa732f3c5d6,17,15
ACCfe59b95b23,17,15
ACC79fe1efaa4,5,16
ACC7d65990cfb,5,16
ACCa8426c1a9f,5,16
ACCc6ebe3a2d7,5,16
ACCe947ad50da,5,16
ACCf2815d705d,5,16
ACC221a7e3652,9,31
ACC6727aa42b2,9,31
ACC744e202e2a,9,31
ACC89ef0d8857,9,31
ACC9b447adf00,9,31
ACC9c8e45c4c3,9,31
ACCa56f5859ab,9,31
ACCe909f7e13e,9,31
ACCed9d6166cf,9,31
ACCd598b3bbd9,14,5
ACCe843f9d12a,14,5
ACC177fed0190,21,3
ACC22de2cc3cc,21,3
ACC55708702d5,21,3
ACC397c5a566d,22,2
ACCaff432b0a9,22,2
ACC585280053f,5,16
ACC7c05660ce3,5,16
ACC7ea7b0c76e,5,16
ACCd6967c7f7f,5,16
ACCde862f208f,5,16
ACCe2ef243cf3,5,16
ACC0b187f385f,18,33
ACC90b0fe02ca,18,33
ACCafdea81006,18,33
