cluster_id,cluster_size,entity_reuse_ratio,internal_density,mean_degree_centrality,max_degree_centrality,mean_pagerank,max_pagerank,mean_betweenness_centrality,max_betweenness_centrality,creation_span_days,creation_std_days,avg_order_amount,order_amount_cv
0,4,0.12,1.0,0.004746835443037975,0.004746835443037975,0.001579778830963665,0.001579778830963665,0.0,0.0,528,245.13448689783877,918.1414285714284,0.497463511843012
1,26,0.6346153846153846,0.5230769230769231,0.020691333982473224,0.028481012658227847,0.001579778830963665,0.0020011342532339645,1.2812618795186148e-05,4.978240635926848e-05,86,28.535214411993852,699.4867924528303,0.7945750719590619
2,30,0.675,0.6781609195402298,0.031118143459915617,0.04113924050632911,0.0015797788309636648,0.002013641838279864,2.9117518964777943e-05,6.373807562397104e-05,93,32.97536523897314,552.0568852459016,0.5900430375113817
3,21,0.6666666666666667,0.5761904761904761,0.01823387582881254,0.02373417721518987,0.0015797788309636655,0.001948170527542941,2.2693880503354003e-05,7.360450783588659e-05,392,111.89874249261501,639.2344186046512,0.5529783245061369
4,26,0.6538461538461539,0.6338461538461538,0.025073028237585195,0.03164556962025317,0.001579778830963665,0.002035428318312412,2.3210568035724394e-05,4.528224021092484e-05,353,106.13437781344061,593.9790384615385,0.58682314122311
5,2,0.07692307692307687,1.0,0.0015822784810126582,0.0015822784810126582,0.001579778830963665,0.001579778830963665,0.0,0.0,334,236.17366491630688,630.01,0.18298552799814544
6,2,0.07692307692307687,1.0,0.0015822784810126582,0.0015822784810126582,0.001579778830963665,0.001579778830963665,0.0,0.0,20,14.142135623730947,973.4369999999999,0.6800731639661743
7,29,0.6982758620689655,0.7758620689655172,0.034373635966826716,0.04272151898734177,0.0015797788309636653,0.001998950322706794,1.1486601922602195e-05,2.334830991491754e-05,212,69.73450708101772,573.7836206896551,0.6379573028797118
8,40,0.66875,0.5243589743589744,0.03235759493670886,0.04588607594936709,0.0015797788309636646,0.0020334077459521972,5.119846716339459e-05,0.0001598463076858714,239,89.02081289341908,532.7659210526317,0.5505298559348876
9,3,0.125,1.0,0.0031645569620253164,0.0031645569620253164,0.0015797788309636653,0.001579778830963665,0.0,0.0,174,87.688843836222,920.0069230769233,0.6293628722104442
10,36,0.7083333333333333,0.7555555555555555,0.04184247538677918,0.05221518987341772,0.0015797788309636653,0.002009664485594082,1.7190506657902397e-05,3.5722851191922476e-05,221,84.466331227958,596.5235294117648,0.8294842411604739
