account_id,cluster_id,cluster_size
ACC045f96fece,1,25
ACC73881db8ef,1,25
ACC01de351c1b,1,25
ACC2983c3125d,1,25
ACC7912b489b3,1,25
ACC52610f8d95,3,29
ACC536a3cd43e,3,29
ACCef51d47cba,3,29
ACC40fe817b5c,4,21
ACC43e27785dc,4,21
ACC58081c5c4b,4,21
ACC6f5ab9af5a,4,21
ACCa038fa26bc,4,21
ACC09f41eefd3,6,26
ACC7fd19d6e2f,6,26
ACCdf97cc7774,6,26
ACCf9ff502f54,6,26
ACC4d2a9d8f1c,7,2
ACC5118b8e610,7,2
ACC0eaee4f999,3,29
ACC3c1cb7478e,3,29
ACCb8160717f7,3,29
ACCbe3b1bacf1,3,29
ACCc0b1a78ef1,3,29
ACCecfaabff82,3,29
ACC8bba6e22c1,8,2
ACC97b3e91c76,8,2
ACC0bd294fa94,9,29
ACC831b94296e,9,29
ACC994579f086,9,29
ACC9a28f757f6,9,29
ACC9eba95ac1a,9,29
ACCbf2bc22fed,9,29
ACCf065445bcf,9,29
ACCf6ce888a2c,9,29
ACCa012534a5d,6,26
ACCb51f396707,6,26
ACCb828d69fd8,6,26
ACCc4343e6d9b,6,26
ACC9a053bb0ad,4,21
ACCc72abb1955,4,21
ACC0668297e72,11,36
ACC0c0c51c4f7,11,36
ACC3654a5cee6,11,36
ACC599b719817,11,36
ACC8d3a85e2a8,11,36
ACCabed822004,11,36
ACCe8223777e1,11,36
ACC0519085b5d,12,37
ACC2d48b60f88,12,37
ACC56bcbaf0c3,12,37
ACC7dcd6484ac,12,37
ACCb5e57580a7,12,37
ACCb933b936ca,12,37
ACCd0de19e9a7,12,37
ACCf9de27226d,12,37
ACCfa40233d49,12,37
ACC1c7e84c780,4,21
ACC2eef5aa500,4,21
ACCc2e262268c,4,21
ACCdd2f7655ca,4,21
ACC1d5b919833,13,35
ACC37c14d77d1,13,35
ACC49a50ead91,13,35
ACC4af76c3d60,13,35
ACC6338c41c34,13,35
ACCb591481b10,13,35
ACCc6b225bb12,13,35
ACCd06de2021b,13,35
ACCdbaf6c3494,13,35
ACCff2ad7bea8,13,35
ACC011f9fedfd,14,37
ACC29b9dea36f,14,37
ACCdc5270922a,14,37
ACC006b9f76ef,19,11
ACC8ae4587ece,19,11
ACCfd84226ef8,19,11
ACC1606ecf397,13,35
ACC446c05ae0d,13,35
ACC7c31fb0a12,13,35
