account_id,device_id
ACC52a1850806,DEV1d13af96f
ACC46a07210c2,DEV6d178edd46
ACC7b83f5bec4,DEVb452c8c53c
ACCd34439462e,DEVad8de228dc
ACCa2ef3f67fd,DEVf6651557b6
ACCaaa8ef4333,DEV65021b421d
ACC8ec9d0acbf,DEV10af670083
ACCfe07df743f,DEV928f2d8eb3
ACC82644ba637,DEV1a18c875c6
ACC80c3ea424a,DEV14f3c08f4
ACC52eb0a6552,DEV45f1f35dd6
ACC5fef4117b7,DEV269abda1d49
ACC0776ca28a6,DEVfa60be60cc
ACCad993790f2,DEV2fd3edaa56
ACCb3d9459e74,DEV993536a456
ACC9998720002,DEVe19a368aa6
ACC00f3ec6992,DEV8192fb02a01
ACCc275d4f43b,DEV1a1cbca566
ACCfb1f16fcb6,DEVa13606cb8a
ACC86f3a6c1f5,DEV46066b543b
ACC6aa5ed0dec,DEV00fa4123c
ACCc23621a5c8,DEV668d4d6848
ACCc844656ae0,DEVdc6b61a9fa
ACC2c5aa66cfc,DEV40fbd59fd9
ACC9332b59682,DEV51ac295800
ACC045eed0cba,DEV1503yb97a75
ACC7887cf4506,DEV22cb31974
ACCe41b70c231,DEV248f0eb4da
ACCa366f70ff0,DEVe9ac011k030
ACCd8bbc7cbe2,DEV6816f2d491
ACCd81ebdfe62,DEV832a95fa06
ACC9036c00332,DEV5ed49f7f36
ACC6a94612d5a,DEV85841432b4
ACCbbda70b68e,DEVc00bc48fa83
ACCba1b0625f8,DEV1b496a532e
ACCedff9c0a94,DEVf7a450e03a7
ACC8f37159600,DEV712e1f31ba5
ACC73f8584293,DEV57e55733e9
ACC3ea66ce92b,DEV13e9457fbb
ACCbd2038d555,DEVa95b4bcc4c
ACC63c0a0cea5,DEV6efa344633
ACCf03cb08361,DEVf5e17262a2
ACCb689a5a839,DEVe7b8732e88
ACC712f4ceb60,DEV693d29fd9
ACCcd43085779,DEV3e80586954
ACCb76de227cd,DEV4483fa3f52
ACC22f5dd721e,DEV817288536
ACCab10e08519,DEVd056af9c7c
ACC7642816705,DEVb7ac1a0d24
ACCebb052fe29,DEVf29fA3c086
ACCcd1708b495,DEVe19ddbe22b
ACC8c0d13a559,DEV4f9b324c5f
ACCbb130dba45,DEVf4025ec711
ACC3ab72e913f,DEVcdab01fc0
ACC0dc71a361f,DEVa13ef14447
ACCa79cc5c085,DEVe5ccec81d5
ACC1b8118ba8e,DEVe46b2fed75
ACC6034735087,DEV1f832d314e
ACC6a0f378f7f,DEV374c4fc026
ACCcef31e92b4,DEV58a1b97ac0
ACC217ac0e968,DEVdc1322ec30
ACC503083b732,DsEV2075babc68
ACC513f14bee7,DEVc63cbe7d8c
ACCe25cdfd8ec,DEVf77bdb511e
ACCff8c2e8cd5,DEV8edbb37232
ACCaf5c332694,DEV72916dc97
ACC75e58ea756,DEVc01ca0e47f
ACC820c87b2a8,DEVD5b36a579f
ACCff69cc7d6f,DEV0dc49dbf5d
ACCab37dfe2a8,DeVee7e917f55
ACCe3319bfa6f,DEV9b6de86d00
ACCe18e97fbbd,dEV851bb82a6a
ACC701bda2db1,DEVa005df5ecd
ACCaab4050f8a,DEV57bb213e02
ACC0356a653a8,DEV4c7f0639cd
ACC763c7d5b03,DEVa7732ab4a2
ACCd3e5051191,DEVta4b13f9f80
ACC49d5cd4c28,DEVb2a1f67db6
ACCcd1b770355,DEVa8369cba98
ACC86184f663f,DEVad6c4107d3
ACC3dda490758,DEV18555d443e
ACC2821e87d82,DEVfcf413ef37
ACCec77c519c3,DeV33a35b70dd
ACC64c958e9e9,DEV6ea92b4e04
ACCd1e24e0e4e,DEVadf5de5aad
ACC575de16416,DEV3ec4911176
ACC60fbba1af4,DEV5aa766341b
ACC7b5c9a683f,DEV8a153d07dc
ACC2ef604e326,DEV59f4c6a7ec
ACC87051578ef,DEV82649517c3
ACCe402fb32ea,DEV26f060f1fd
ACC6685665f10,DEV7210920bda
ACC2f4ea7b4b3,DEV97e2bd4df2
ACCd4fc6cc8bb,DEV441f0956e
ACC40b415ae7a,DEV4b150b8a58
ACC358ce06292,DEVf0eb7d2b5d
ACC5591d5e542,DEV7f53803645
ACCe20c950639,DEVea331916fe
ACC0608a3d6f5,DEV84c035e804
ACCf062f7b8c5,DEVbbe4dhb9691
ACC452849aa17,DEVd72f7f0283
ACCa139801991,DEVe6f5b98fb2
ACC9d2fe35299,DEVa9d50f891b
ACC23289772b8,DEVdfef674be
ACC055acdf373,DEV902cbf1293e
ACCf31a0da57a,DEV5ca91340a9
ACC7f95ceebed,DEVc1d8e71b2f
ACC2fa4ddd305,DEVc946870120
ACCdcfb8dcaa2,DEV5dC4f0051f
ACC8ba611222a,DEVe3322a94ca
ACC8f8585fb0b,DEV6be0fcace0
ACCd93f398209,DEV5cec05b162
ACC1a09c78e2c,DyEV61b280fc8e
ACCb5015e5545,DEV9f43dD2d41
ACC14d0ccd4e5,DEVa1041d3fa3
ACC5c1e9f52ca,DEV45ea803b0d8
ACCd259f39b84,DEV76ad28bb0e
ACC44b2fa8046,DEVc3cf231db3
ACCaea8c70865,DEV34be7d28c
ACCbe8f6a0602,DEVf95383309b
ACC2189a29f4d,DEVff939ce787
ACC7fe671c82e,DmEV37f24c5e03
ACCf99fc51e1e,DEVb931b71844
ACC2f342f7779,DEVa88dafae1D
ACC753ba04e44,EDV5ff23274ae
ACCc5c29bc265,DEVae7c93ad0bb
ACCb134013ca7,DEV7f3c4e23ai2
ACC15c84671d5,DEV4216bede0e
ACCc8cb893a6f,DEV74bff3dfee
ACC7084102627,DEVbe15f1ac7e
ACC0bc31181d6,DEV269de50aaa
ACCbd4a86a862,DEVaf88506b28
ACC2e00f68915,DeVbcb27e259f
ACCddff6fc458,DEV4910a9f71d
ACC71768676a5,DEVa77df064fd
ACC575d5a284e,DEV958ebd992d
ACCb63da4f72c,DEVda96d85772
ACCedad840baa,DEV7e62fcef62
ACC0b255b6b9d,DEV57b77f3089
ACCb213a6cb59,DEV9a3a2f8ea3
ACC2cc6732b59,DEV616a0d537
ACC289ae9c1de,DEVd8627bec8f
ACC36d4f1e09f,DEV5fe4ce36c9
ACC6c2378f506,DEVc3e48621f6c
ACCacf513049e,DEV4e96103908
ACC59b58b9553,DEV6e603eb146
ACCfe7ae6ec45,DEV3c1a4852ad
