account_id,ring_id,is_ring_member,coincidental_group_id
ACC000001,,False,
ACC000002,,False,
ACC000003,,False,
ACC000004,,False,
ACC000005,,False,
ACC000006,,False,
ACC000007,,False,
ACC000008,,False,
ACC000009,,False,
ACC000010,,False,
ACC000011,,False,
ACC000012,,False,
ACC000013,,False,
ACC000014,,False,COINC0024
ACC000015,,False,
ACC000016,,False,
ACC000017,,False,
ACC000018,,False,
ACC000019,,False,
ACC000020,,False,
ACC000021,,False,
ACC000022,,False,
ACC000023,,False,
ACC000024,,False,COINC0022
ACC000025,,False,
ACC000026,,False,
ACC000027,,False,
ACC000028,,False,
ACC000029,,False,
ACC000030,,False,
ACC000031,,False,
ACC000032,,False,
ACC000033,,False,
ACC000034,,False,
ACC000035,,False,
ACC000036,,False,
ACC000037,,False,
ACC000038,,False,
ACC000039,,False,
ACC000040,,False,
ACC000041,,False,
ACC000042,,False,
ACC000043,,False,
ACC000044,,False,
ACC000045,,False,
ACC000046,,False,
ACC000047,,False,
ACC000048,,False,
ACC000049,,False,
ACC000050,,False,COINC0008
ACC000051,,False,
ACC000052,,False,
ACC000053,,False,
ACC000054,,False,
ACC000055,,False,
ACC000056,,False,
ACC000057,,False,
ACC000058,,False,
ACC000059,,False,
ACC000060,,False,
ACC000061,,False,
ACC000062,,False,
ACC000063,,False,
ACC000064,,False,
ACC000065,,False,
ACC000066,,False,
ACC000067,,False,
ACC000068,,False,
ACC000069,,False,
ACC000070,,False,
ACC000071,,False,
ACC000072,,False,
ACC000073,,False,
ACC000074,,False,
ACC000075,,False,
ACC000076,,False,
ACC000077,,False,
ACC000078,,False,
ACC000079,,False,
ACC000080,,False,
ACC000081,,False,
ACC000082,,False,
ACC000083,,False,
ACC000084,,False,
ACC000085,,False,
ACC000086,,False,
ACC000087,,False,
ACC000088,,False,
ACC000089,,False,
ACC000090,,False,
ACC000091,,False,
ACC000092,,False,
ACC000093,,False,
ACC000094,,False,
ACC000095,,False,
ACC000096,,False,
ACC000097,,False,
ACC000098,,False,
ACC000099,,False,
ACC000100,,False,
ACC000101,,False,
ACC000102,,False,
ACC000103,,False,
ACC000104,,False,
ACC000105,,False,
ACC000106,,False,
ACC000107,,False,
ACC000108,,False,
ACC000109,,False,
ACC000110,,False,
ACC000111,,False,
ACC000112,,False,
ACC000113,,False,
ACC000114,,False,
ACC000115,,False,
ACC000116,,False,
ACC000117,,False,
ACC000118,,False,
ACC000119,,False,
ACC000120,,False,
ACC000121,,False,
ACC000122,,False,
ACC000123,,False,
ACC000124,,False,
ACC000125,,False,
ACC000126,,False,
ACC000127,,False,
ACC000128,,False,
ACC000129,,False,
ACC000130,,False,
ACC000131,,False,
ACC000132,,False,
ACC000133,,False,
ACC000134,,False,
ACC000135,,False,COINC0025
ACC000136,,False,
ACC000137,,False,
ACC000138,,False,
ACC000139,,False,COINC0044
ACC000140,,False,
ACC000141,,False,
ACC000142,,False,
ACC000143,,False,COINC0028
ACC000144,,False,
ACC000145,,False,
ACC000146,,False,
ACC000147,,False,
ACC000148,,False,
ACC000149,,False,COINC0045
ACC000150,,False,
ACC000151,,False,
ACC000152,,False,
ACC000153,,False,
ACC000154,,False,
ACC000155,,False,
ACC000156,,False,
ACC000157,,False,
ACC000158,,False,
ACC000159,,False,
ACC000160,,False,
ACC000161,,False,COINC0008
ACC000162,,False,
ACC000163,,False,
ACC000164,,False,
ACC000165,,False,COINC0016
ACC000166,,False,
ACC000167,,False,
ACC000168,,False,
ACC000169,,False,
ACC000170,,False,
ACC000171,,False,
ACC000172,,False,
ACC000173,,False,
ACC000174,,False,
ACC000175,,False,
ACC000176,,False,
ACC000177,,False,
ACC000178,,False,
ACC000179,,False,
ACC000180,,False,
ACC000181,,False,
ACC000182,,False,
ACC000183,,False,
ACC000184,,False,
ACC000185,,False,
ACC000186,,False,
ACC000187,,False,
ACC000188,,False,
ACC000189,,False,
ACC000190,,False,
ACC000191,,False,
ACC000192,,False,
ACC000193,,False,
ACC000194,,False,
ACC000195,,False,
ACC000196,,False,
ACC000197,,False,
ACC000198,,False,
ACC000199,,False,
ACC000200,,False,
ACC000201,,False,
ACC000202,,False,
ACC000203,,False,
ACC000204,,False,
ACC000205,,False,
ACC000206,,False,
ACC000207,,False,
ACC000208,,False,
ACC000209,,False,
ACC000210,,False,
ACC000211,,False,
ACC000212,,False,
ACC000213,,False,
ACC000214,,False,
ACC000215,,False,
ACC000216,,False,
ACC000217,,False,
ACC000218,,False,
ACC000219,,False,
ACC000220,,False,
ACC000221,,False,
ACC000222,,False,
ACC000223,,False,
ACC000224,,False,
ACC000225,,False,
ACC000226,,False,
ACC000227,,False,
ACC000228,,False,
ACC000229,,False,
ACC000230,,False,
ACC000231,,False,
ACC000232,,False,
ACC000233,,False,
ACC000234,,False,
ACC000235,,False,
ACC000236,,False,
ACC000237,,False,
ACC000238,,False,
ACC000239,,False,
ACC000240,,False,
ACC000241,,False,
