order_id,account_id,amount,timestamp,product
ORDb93f7a20b4,ACC2dc477ac10,535.67,2025-10-08,Beauty
ORD1f5fc865c5,ACC2dc477ac10,639.17,2025-11-14,Grocery
ORDaab68e0ea1,ACCa2303e865d,460.19,2025-10-12,Home
ORD5bafa5ddf6,ACCdfab780aca,349.8,2026-01-08,Electronics
ORD4f29a8742d,ACCdfab780aca,520.43,2026-01-10,Home
ORD044b2ba05f,ACCdfab780aca,1940.92,2025-11-24,Electronics
ORDc97a8a6550,ACC2284584513,1410.21,2026-05-30,Grocery
ORDab7849173c,ACC2284584513,461.58,2026-05-29,Grocery
ORD3987c44035,ACC4cced75233,733.92,2025-09-14,Electronics
ORDecb0ec9efc,ACC4cced75233,515.78,2025-10-17,Home
ORD30b0a821a5,ACC4cced75233,817.06,2025-10-05,Electronics
ORD120236eae9,ACC05ecedbb26,1070.65,2025-03-11,Beauty
ORD81d6d34663,ACC05ecedbb26,523.0,2025-03-03,Electronics
ORDf5252b671c,ACC05ecedbb26,1293.39,2025-03-04,Beauty
ORD6086d402bd,ACC05ecedbb26,717.59,2025-03-02,Home
ORD6a6cdf5312,ACC4482b71198,865.99,2025-10-16,Electronics
ORDfe4fa8d2d7,ACC4482b71198,471.29,2025-11-02,Fashion
ORD6a2532e2ad,ACC4482b71198,1110.71,2025-09-24,Beauty
ORD9945fd73b2,ACC42234cd7dd,457.58,2025-03-12,Grocery
ORD2cfae6c9c6,ACC42234cd7dd,899.48,2025-03-05,Home
ORD0b34d90b15,ACCdcd954bd82,1864.08,2025-07-15,Grocery
ORD5fe60d6c2d,ACCdcd954bd82,550.39,2025-06-18,Fashion
ORDaf9c98a8ea,ACC4613a135ef,2220.81,2024-11-26,Home
ORD37290595ff,ACCd04110abad,1000.62,2026-08-10,Electronics
ORDc903250649,ACCd04110abad,929.55,2026-08-06,Grocery
ORDb512086121,ACCd04110abad,670.81,2026-08-16,Home
ORDcc991bc5a7,ACCd04110abad,451.85,2026-08-27,Fashion
ORD2f7a3e5a83,ACCb52ccd4638,671.79,2025-09-01,Home
ORDf96eecb4be,ACCb52ccd4638,1033.88,2025-09-15,Home
ORD253182862c,ACCb52ccd4638,689.22,2025-08-08,Beauty
ORD6242137fcc,ACCb52ccd4638,1021.34,2025-08-19,Beauty
ORD8fc0286398,ACCb52ccd4638,770.34,2025-08-13,Beauty
ORD9e85175e60,ACCb52ccd4638,1408.71,2025-08-15,Electronics
ORDd3a6b5c6ff,ACCb52ccd4638,1710.46,2025-08-17,Electronics
ORD8a00e1a631,ACCadc3d869e7,323.08,2025-07-17,Beauty
ORDb570ab80cb,ACCadc3d869e7,1734.26,2025-07-25,Electronics
ORD3f5464bc62,ACCadc6c722fd,369.17,2025-10-25,Electronics
ORD2eeb523b08,ACCadc6c722fd,1349.13,2025-11-04,Electronics
ORDb79a572050,ACCadc6c722fd,1325.84,2025-09-26,Fashion
ORD3d2a7a90db,ACC6ef47e83c5,828.84,2026-01-18,Grocery
ORD7f6781832b,ACC6ef47e83c5,885.13,2026-02-27,Home
