account_id,cluster_id,cluster_size
ACC0b04c5f0bd,0,4
ACC0fac986fae,0,4
ACC2775ed54f5,0,4
ACC840080ebc7,0,4
ACC01096445d2,1,39
ACC06037b080e,1,39
ACC0840b6aaa5,1,39
ACC1a758751e1,1,39
ACC1aefcd9c35,1,39
ACC368c731155,1,39
ACC402b2344c2,1,39
ACC4ca74d683f,1,39
ACC51b5ef048c,1,39
ACC6fc60ca597,1,39
ACC7ed883a7a0,1,39
ACC87cfcfda98,1,39
ACCa49bb07da1,1,39
ACCbab701035c,1,39
ACCd48d28c5e7,1,39
ACCddce235d6e,1,39
ACCe2014a06d8,1,39
ACCfd03d5c8c5,1,39
ACC2626970cd9,2,34
ACC45fb0ab122,2,34
ACC595f6ca64d,2,34
ACC63fe965720,2,34
ACCe6873e6695,2,34
ACCedc12883ab,2,34
ACC0c2f1446fc,3,3
ACC113dde48f7,3,3
ACCf2460652ae,3,3
ACC5f0678250d,4,21
ACC60fa2180c2,4,21
ACC7f10eb90ea,4,21
ACC954fafc145,4,21
ACC41edf81f13,5,33
ACC9a1cdae3c1,5,33
ACC0c2fde7b52,6,13
ACC45ae31b5f2,6,13
ACC8ce5d01e1b,6,13
ACC0b9d333f5a,5,33
ACC0ce13f8b1d,5,33
ACC1e33e9ede4,5,33
ACC3ad32976f9,5,33
ACC47037a0e7b,5,33
ACC4bc1ff7b9b,5,33
ACC9769dbcdc4,5,33
ACCbf289a2b66,5,33
ACCd452b8d0c3,5,33
ACCd4fff94c36,5,33
ACCf98fa216e8,5,33
ACC5fd857ab42,7,2
ACCfb7b0d8f6c,7,2
ACC1bf2e0381c,8,13
ACC3ddc61735f,8,13
ACC3fcd34246b,8,13
ACC817fcbd1dd,8,13
ACCb25e44cfb7,8,13
ACCe08ae2152b,8,13
ACCf865bef9c9,8,13
ACC143e909a7f,15,21
ACC539c87aa2a,15,21
ACC559fd08970,15,21
ACC59c9df54c2,15,21
ACCbab1f78684,15,21
ACCcaf1c13716,15,21
ACCd6d3410e9c,15,21
ACC84ce9e7461,10,31
ACC9aee943b55,10,31
ACCb9c9386819,10,31
ACCc27459bbcf,10,31
ACCdc044c00d4,10,31
ACC00a9ec378b,11,14
ACCac57848c43,11,14
ACC2fb93a7b34,5,33
ACC48df912b71,5,33
ACC4f32fddf43,5,33
ACC93513e36ea,5,33
ACCc7fd02fbba,5,33
ACCd6c73659b9,5,33
ACCde04470df8,5,33
ACCe5df064926,5,33
ACCe8b02ceabc,5,33
ACCe9ca10bcfb,5,33
ACC31aa8039a0,11,14
ACC43d1278cbe,11,14
ACC838ce195c2,11,14
ACC041cc17737,12,10
ACC6f914d0579,12,10
ACC9f11de7601,12,10
ACCd4aacb9021,12,10
ACC0b6cd034c8,13,3
ACC2c971309f2,13,3
ACC35d42d92f2,13,3
ACC0a09c9c0fa,14,36
ACC185fb3e0ca,14,36
ACC6766f2da32,14,36
ACC901d823731,14,36
ACCb4fececd3e,14,36
ACCb833a1ec0e,14,36
ACCde4fb08b92,14,36
ACCe2a7cf09b8,14,36
ACCf426dd58c4,14,36
ACCf7cdcdd98e,14,36
ACC01f9849fb2,14,36
ACC0738444484,14,36
ACC0a35409355,14,36
ACC0c09ec48e7,14,36
ACC15dec0a96b,14,36
ACC3ba5450392,14,36
ACC893174de74,14,36
ACC99cb56cdab,14,36
ACCab074810b7,14,36
ACCbdba476072,14,36
ACCe740055aaf,14,36
ACCf1fd3c1e1a,14,36
ACCfa25a86e6b,14,36
ACC0bd223233f,15,21
ACC2c5ffe1aac,15,21
ACC74152151aa,15,21
ACCc38f1733b7,15,21
ACCc933089a29,15,21
ACCc9b82e43d4,15,21
ACCd23d1c0b13,15,21
ACCef9b6fa940,15,21
ACC56cc8e2ac0,11,14
ACCf7f70e54be,11,14
ACC020001ddae,10,31
ACC12315a0a5b,10,31
ACC1e9510ad7a,10,31
ACC51587ceeb8,10,31
ACC5681b52aa9,10,31
ACC60ee54ecb0,10,31
ACC6b6a778286,10,31
ACC7ae0f59200,10,31
ACC9798e183be,10,31
ACCc969e38bcc,10,31
ACCd84a9faacd,10,31
ACCeeace3a140,10,31
ACC1113d1d416,17,3
ACC6a3ae048f4,17,3
ACC8f8585fb0b,17,3
ACC0092ddc0d8,10,31
ACC28bb281822,10,31
ACC2fd948295b,10,31
ACC39948e346e,10,31
ACC56ad8dc619,10,31
ACC66549de5ba,10,31
ACC71150747f5,10,31
ACC72f4a57c55,10,31
ACCd1b7b4b968,10,31
ACCe3ba9d270f,10,31
ACCef07607906,10,31
ACCef2fcb10ba,10,31
ACC054b4c88f9,18,16
ACC0806aadaac,18,16
ACC477184510d,18,16
ACC8f3397343c,18,16
ACC93a6921f4d,18,16
ACC9998bb3963,18,16
ACC086a1dca4f,19,2
ACC692c926140,19,2
ACC6dd010e3ff,8,13
ACCa95e23e4a5,8,13
ACCb275399fcb,8,13
ACCfb5175e6dc,8,13
ACC7e8e88ec65,21,10
ACCe9c8aa253a,21,10
ACC022b1826c1,14,36
ACC319102df0a,14,36
ACC327fd90005,14,36
ACC4b0283a2d1,14,36
ACC6d72f3f916,14,36
ACC7612b47c4f,14,36
ACC7e6b9bc307,14,36
ACCa0d6fce9cd,14,36
ACCaeccf2b2ab,14,36
ACCb6d2933f85,14,36
ACCbff6208030,14,36
ACC3696814a69,22,21
ACC7c85eeb34b,22,21
ACC82efa6fe06,22,21
ACCcd8ad6ea66,22,21
ACCcff3837701,22,21
ACCd3c60d89b2,22,21
ACC1a3b39f202,23,13
ACCa88aab0bc3,23,13
ACCbdfdb4f9dd,23,13
ACCc177372c3d,23,13
ACC6ed0d55704,24,26
ACC8ff2581a06,24,26
ACCbbed77e85a,24,26
ACCc301c21f80,24,26
ACCefe4d7b9c0,24,26
ACCf817aa2b89,24,26
ACC679642816f,25,3
ACC68484889c9,25,3
ACC78bfe86123,25,3
ACC0915b2fc1d,26,37
ACC5536b2ea2a,26,37
ACCe9c2f4eaa4,26,37
ACCf42f7667f9,26,37
ACC1c572abf95,1,39
ACC232f5d60b3,1,39
ACC28ba42b85c,1,39
ACC62c2fc6056,1,39
ACC7eac1bdeae,1,39
ACC8f85ee039d,1,39
ACCa90c3db054,1,39
ACCad48144bf0,1,39
ACCae984d11f9,1,39
ACCb67e80cddd,1,39
ACCc77f466a7b,1,39
ACCcdaf45f7e8,1,39
ACCd578532e1e,1,39
ACCd7c6bc06c0,1,39
ACCdd7843f455,1,39
ACC33393bb5e8,24,26
ACC6ed483760c,24,26
ACC7e05edf7f9,24,26
ACC01e856e74f,24,26
ACC02818edd45,24,26
ACC6103cf10a8,24,26
ACC7cc5a8a87d,24,26
ACC9e0e2c5deb,24,26
ACCf3048ab187,24,26
ACCf7fae7f99b,24,26
ACCf8687591dd,24,26
ACC301a7b4b0c,4,21
ACC5e6ca4b2c9,4,21
ACC7174a78fcd,4,21
ACC9947f77d66,4,21
ACC9ddba08cf1,4,21
ACCa60c58e5fa,4,21
ACCde68432c44,4,21
ACCe95b8de4d2,4,21
ACCf4a098887a,4,21
ACC321e261be6,4,21
ACC4f95297385,4,21
ACC5df0cebe2b,4,21
ACC940116bb0b,4,21
ACCad6793f4a1,4,21
ACCc6bcb5fff1,4,21
ACC152fc4d4b7,2,34
ACC233f368825,2,34
ACC44ea7239e0,2,34
ACC54e19f2205,2,34
ACC5da079d5f1,2,34
ACC6263c6bc26,2,34
ACC806a52a9f8,2,34
ACC81a9c43054,2,34
ACC8cdff7eb8a,2,34
ACC92719c41ae,2,34
ACC9d80ce6c66,2,34
ACCb1502a0567,2,34
ACCb2ca722d8e,2,34
ACCc9fd852e0a,2,34
ACCe39b268aa0,2,34
ACCe61958af75,2,34
ACCf0009616ce,2,34
ACC152729082e,22,21
ACC1dd2062b60,22,21
ACC2b0a415b8e,22,21
ACC6e1a9f84ea,22,21
ACC78d2217cb2,22,21
ACC7d44fe6384,22,21
ACC97d6a18be3,22,21
ACCb42198df3e,22,21
ACCe1e7924949,22,21
ACC0cfccfb1b6,6,13
ACC18a79f7a98,6,13
ACC2adba4b600,6,13
ACC28a183f3b5,18,16
ACC8a46762a97,18,16
ACC25f76eba71,26,37
ACC9eddff47da,26,37
ACCaa8ea4a21c,26,37
ACCc3842d85e7,26,37
ACC50144f6496,32,11
ACC7469688fd5,32,11
ACC9882a4ef54,32,11
ACC185cb0b979,32,11
ACC6d11a50078,32,11
ACC488f2634d4,2,34
ACC5e148b5c81,2,34
ACC746b8d1cb9,2,34
ACCbe38c54ab0,2,34
ACCfc4c7fc91a,2,34
ACC187398c1a5,28,31
ACC4122a7e6dd,28,31
ACC745a9522e4,28,31
ACC8738152273,28,31
ACC8f4867acc6,28,31
ACCa0163fae03,28,31
ACCa95c4d5f54,28,31
ACCc26f66d913,28,31
ACCc4fc1dc769,28,31
ACC203b61feea,18,16
ACC5c8438f907,18,16
ACC601735869e,18,16
ACC6d3ce44495,18,16
ACC9c9e50d021,18,16
ACCd11538bf5d,18,16
ACC0e05b7a484,26,37
ACC11f0a0ddf0,26,37
ACC133a592c8f,26,37
ACC21b6efebc3,26,37
ACC2afa41b5e9,26,37
ACC3b3e8ad047,26,37
ACC4f71cdb1f7,26,37
ACC5a6bbfd7e3,26,37
ACC7254ff9316,26,37
ACC82ab09d514,26,37
ACC9a889b33be,26,37
ACC9c3dcb5a21,26,37
ACCb73f20d438,26,37
ACCc2c0340c08,26,37
ACCe90a3e170e,26,37
ACCc2278cbf31,29,2
ACCce8dc0ce08,29,2
ACC0b5b3e8b62,30,28
ACC14968fae38,30,28
ACC226e09d141,30,28
ACC502f467050,30,28
ACC750925ceaa,30,28
ACCa31039ec46,30,28
ACCb2f6bd8f24,30,28
ACCb66d77cb39,30,28
ACCcbd2647b84,30,28
ACCcc28cb0a1d,30,28
ACCdd423e2b14,30,28
ACCdfe19d5196,30,28
ACCe65273ac98,30,28
ACCef761ee8e3,30,28
ACC017be9461b,28,31
ACC02cdf89082,28,31
ACC304a0a6efe,28,31
ACC312cec2c4c,28,31
ACC35adda1dc1,28,31
ACC412bd64ea1,28,31
ACC450523fd43,28,31
ACC66580288e6,28,31
ACC720bfe6f1e,28,31
ACC82f5b6b081,28,31
ACC9bcd783d35,28,31
ACCa71f4b536f,28,31
ACCa8d05bcf7c,28,31
ACCbb91457bc5,28,31
ACCbc7dc41dce,28,31
ACCc84a9f00f2,28,31
ACCdc5e470615,28,31
ACCe483e7a0c7,28,31
ACCe64143a752,28,31
ACCf68ec0ebd7,28,31
ACC7bc41bfcc0,23,13
ACCe2988bd32d,23,13
ACC5ce63d06ae,26,37
ACC82b8db0184,26,37
ACC898740794a,26,37
ACC9282e055ac,26,37
ACCc00af1544a,26,37
ACCd57ade0b10,26,37
ACCd7c2ed6827,26,37
ACCe60c54ee39,26,37
ACC0acfb53585,24,26
ACC18f9ac03c8,24,26
ACC5014a87240,24,26
ACC6994a0ed71,24,26
ACCc2c17555f5,24,26
ACC32bc3c6a7f,18,16
ACC73f86bd557,18,16
ACC3e4bc9393f,23,13
ACC88d99aa11b,23,13
ACCac45bcec2b,23,13
ACCd41bedc043,23,13
ACC17de865559,31,3
ACC4680c71c62,31,3
ACCfd2f427b11,31,3
ACC64e2dfa44c,5,33
ACC49f179e177,11,14
ACC5bc0d9708e,11,14
ACC980fe306bf,11,14
ACC05d5970e13,12,10
ACC374d46dcf2,12,10
ACC63097d20fd,12,10
ACC6530efdca1,12,10
ACCc25f7de538,12,10
ACC37210f534c,6,13
ACC46869c38bd,6,13
ACC6300619e86,6,13
ACC8ed65dc168,6,13
ACC178a822223,30,28
ACC3e626cace9,30,28
ACC4cf215d926,30,28
ACC62545f757e,30,28
ACC71b828bf4a,30,28
ACCb37d0ff78b,30,28
ACCb71be1d5a1,30,28
ACCc67d7f9e4d,30,28
ACCeda302d6e7,30,28
ACCf35b3f32c5,30,28
ACC06bef7b447,15,21
ACC1ea5ed5e03,15,21
ACC2acdbf01a6,5,33
ACCebc436fcb6,5,33
ACC40f639a575,32,11
ACC6775fa5d9a,32,11
ACCc4cdcea6bc,32,11
ACC255fe0e099,33,4
ACC536dfb6fb9,33,4
ACC64a1270f7d,33,4
ACCfb729e8427,33,4
ACC9fbf9fdec7,23,13
ACC35aed5f517,6,13
ACC82a1ef3fe3,34,3
ACC8cff5c6dbe,34,3
ACCb7dadda781,34,3
ACC5e6a2e60ce,24,26
ACC66623a8376,24,26
ACCb243c87eff,24,26
ACC6467c79000,22,21
ACC9b9782ab8b,22,21
ACCa75f8057cb,22,21
ACCacf1b8e44c,22,21
ACCd3f1f9e32a,22,21
ACC031505f681,35,4
ACC29f9509bea,35,4
ACC923fe2cbf8,35,4
ACCe70c97d4a6,35,4
ACCbf1a757d7a,30,28
ACCffeca1145b,30,28
ACC8c3abd9ddd,14,36
ACC3e25c85377,36,2
ACC656b6d5b28,36,2
ACC82dc214358,37,2
ACC9cade3ac71,37,2
