account_id,device_id
ACC1baf44ba4a,DEVc13e54ca28
ACC6d46797974,DEVd6f0b57580
ACCc1c20e372e,DEV456232b2a3
ACC02fcbf8d7e,DEV5694cffc6b
ACCfe3dd9dc23,DEV58f10d44c3
ACCd27b1585c8,DEV85be240c1a
ACC39ae7678f5,DEVd1af12347b
ACCc82059669a,DEVe0fb39c240
ACCfe631e5148,DEVfeea1e65f
ACC46f44d64c7,DEV4e07213f0b
ACC3168a2b4fc,DEV000720f742
ACC66eeb16705,DVEb2f5680f40
ACC0d89681284,DEVdc13aC7d73
ACC7cf2e38ca6,DEVcf4a324919
ACCcb9305e614,DEV88ebe97daf
ACC8a1e98f3ef,DEV38c78c180
ACCf5adc57c86,DEV95da046d48
ACC417ecf70ab,DEV2530b11cd1
ACC39f71fe63d,DEV3c0853d6c0
ACC32d5454961,DEV0c48800833
ACC24edf45b2a,DEVeda0b712e0
ACCa03477f41b,DEVc3de80e7134
ACC4e0eac0951,DEVd0bd2e35830
ACC620109a6ca,DV55dfd424fc
ACCfbec69ab92,DEV0c5ff07e56
ACCa055e737cd,DEVA7f2526157
ACC415ec5de11,DEV3cc8b039d
ACC06626a4d7a,DEVc09bdfec24
ACCf2f08a16f8,DEVd187440ded
ACC8ca081664a,DEV93a840578o8
ACC2de7d5cb31,DEV6d3bfaa4d1
ACC8369e2e902,DEV4c6b8ad44d
ACCf241f84e51,DEVd18d1b21a0
ACCf6e7449c82,DEV2c23db4247
ACC0abc085a15,DEVd6736b98cc
ACC897652ceca,DEV57be4b44Bc
ACCb29bb1e894,DEV92bcb5774
ACC37c3a0084d,DEV072e375f8d
ACC8958b5ea9c,DEV5cbeda698
ACC23483ba133,DEVbea1547c82
ACCb5ec5c2d8c,DEV56e0499f95
ACC21c9ef7759,DEVe36b00e701
ACC2ff2eeadc8,DEV64c234590b
ACCf660eebfbc,DEVe6c958d49c
ACC95d2703d7b,DEVc1677cfe17
ACC54e2cd5bd5,DEV01b051f843
ACCb7c96d6637,DEVe90d0d1966
ACC1fd719d647,DVEe0745aba3c
ACCe777bf6889,DEV53401ef7c6
ACCc922183714,DEV2910842z49d
ACC30b378170e,DEV7957c4e71
ACC80ba036dbd,DEVbd5d5ceb41
ACCe8c93a1f59,DEV8648152991
ACC03f57ba01c,DEV4ac66e8c92
ACCf8e8d21e20,DEV61ea63382c5
ACCb1df8a0374,DEVd16414e9c
ACC39d18191ce,DEVdbg633170fe
ACC150607aad0,DEV2bc4fm89cab
ACCd7005a12e1,DEV268a5717aa
ACC22965ac4f7,DEV13794cad5a
ACC31fb6f6d89,DEV42aeda19f7
ACCe46763d8a6,DEVf54d2f791c
ACC26197e2773,DEV19d1758f226
ACCaddf9bbf93,DEV8dfb6e58u97
ACC86fe0bbb29,DEV4c35f8Aae4
ACCfb3ab7e7be,DEVb9f9764b42
ACCd0df6225ff,DEV665a6e49eb5
ACC0dd1bdf26d,DEV1e47ffE7f3
ACCfa4c88ce1b,DEV1650ff5d52
ACC16f8ff569d,DEV1a758c0dff
ACC14339a2d87,DEV194e33df1b
ACC4ccdc1d2e0,DEV0d95cFc98a
ACC6a50e2e605,DEV9bbe5e333a
ACC11d536956a,DE6V8f917a806
ACCa3e471239b,DEV5ef5e0233f
ACCf86177e6a7,DEVf5ae292577
ACC2f8b534dba,DEV657f3ff997
ACCc9646666c5,DEVa911b018b2
ACC8914c010e3,DEVeffe4ac2e7
ACCa030e03d04,DEV5c5781ad51
ACCd7cae5f7e4,DEV583b943bb5
ACCcd65a6ff67,DEV066005726a
ACCd84851330b,DEVfcd610855
ACC314d2a8f39,DEV7539eab1b1
ACCbb1b23b5b2,DEV6A3b549eb1
ACC106cfca664,DEV942d9d7ece
ACC4e193e48ab,DVc280972ffd
ACC81e1ebabda,DEVcd1e8d01ca
ACCfba8a088fb,DEV43daa66225
ACC38052f5ba6,DEV4959c36f2a
ACC669214050e,DEV972668ac6b
ACC06be0d9540,DEVdb5ba1a663
ACC784e82deb0,DEVA84f05087d
ACCb7d158c8e3,DE60fb9f55b1
ACCdd312e085c,DEVbbf2847fa2
ACCea858cedb5,DEV9a3b6c6f269
ACC07a721197c,DEVe646f0b8c9
ACCc4d12841cc,DV8bf7f368f9
ACCf966936d58,DEV34ac0de8ec
ACC0df672d7f9,DEVcb62db04bf
ACC5140af4e63,DEV26dab7e428
ACC5ab279a437,DEV24145e85dd
ACCd65c2d6ff5,DEV956b8ec56
ACC7cd3bf97f9,DEV77d0a07655
ACC8530de326e,DEVac73390785
ACC46d5ca6903,DEVdeae03a3d5
ACC144d3d669c,DEV6af39102da
ACCdd04b6fe91,DEVccd4bc80e9b
ACCbc455e1d40,DEV3e26b3da72
ACCac3dca6594,DEVbd41e866ee
ACCb08e4508a7,DEVd2619bb902
ACCacfcf1f77a,DEV9003ad397f
ACC14cbdcb647,DEVe9b300eebb
ACC98c47a751c,DEVb75cbfe75a
ACC027f91c653,DEVa2Aa8e2df3
ACC6ee21ad3a7,DEVcda74ab604
ACC0c0fef58c6,DEVc920c9cd4b
ACCad1758a550,DEVd0dea2ac05
ACC57b23065d6,DEVd4bd28d140
ACC3e4e99bc7c,DEVac221b55f1
ACC181d193572,DEV961fe8bc1
ACCd99eb36262,DEVc699269f15
ACC3b17347aae,DEV3c48414dec
ACC21f62383aa,DEV7203c7b042
ACC1e4e5cc86e,DEVe73065f4f3
ACC73cb93bdb4,DEVb4a3bf71d7
ACC2606a39049,DEVa88d1e5b65
ACC4ea22deb48,DVEa51383fdc0
ACC4637ee5972,DEV472840189c
ACCf3ef9e506d,DeV68efde84f4
ACCb7174c012d,DEV2bga4d73c99
ACC6977f39fe5,DEV39ce643e45
ACC8bef19b4d0,DEVf3a3d4a665
ACC0b231a0061,DEV900707f166
ACC1a570c334f,DE015da391ae
ACC19aadd8849,DEVf63d3d5ae1
ACCed1d0ba6a3,DEV57581f482f
ACC0e46826bdc,DEVa9535c9464
ACCb7f85e35a9,DEV86bbc19baf
ACC33d9469876,DEV265ccb6293
ACC5ec8ee9e50,DEV35aad1726f
ACC6c40a21dc0,DEVa3382aa73a
ACCa3c4dc85a1,DEV43ae3330c
ACC2f2cdc15bc,DEV34ccf24a4d
ACCf52f56c785,DEVd4d9937e76
ACC858a6fcc43,DEV2641b102ff
ACC2d395ac8cd,DEVaf40c6835b
ACCc5c1b78ef5,DEV7a822cbf6f
ACC04c1f13d2d,DEVacfdd5afca
ACC7bf2b57d0f,DEV47a869743d
ACC3b5fe56a3b,DEVee01c5c179
ACCc31b851e7b,DEV450d994f60
ACC219121592b,DEV591e244e43
ACC1e55e48172,DEV6e6de3b952
ACC14ffbab6f8,DEVbec1c0eb1a5
ACCfdea9b1bc8,DEV0dd97d656d
ACCdb099b2fbc,DmEV5dc336be59
ACC1338bf8c60,DEVaf51a2276
ACC822c7d54e0,DEV2fbc7ef3aa
ACC3bfbe1c0b0,DEV922fa3560c
ACC60b80f461f,DEVfd9daea268
ACC68869d3013,DEVa9df957230
ACCdfdb032b10,DEV72a58dd64b
ACC244c4de57d,DEV9c5cd811bc
ACC90c272ffa1,DEV66540a9540
ACCec77149e53,DEV69231afc9
ACCbd7ba1af76,DEV8b694700ef
ACC11a1ebf328,DEVaed4417f56
ACCc8120048f0,DEV73cbdb741f
ACC6499e39139,DEV399a95a973
ACC1c5281091c,DVE696af57a30
ACC6aebebaf85,DEVf4ceec527e
ACCc046897b8c,DEV226c0e7f58
ACC812f026a18,DEV4d3e0f152A
ACCa118cd5afb,DEVda24c52561
ACCadc4ed6a11,DEV2325ccb1ab
ACC9810efa80a,DEV1b7f46c0a4
ACC4f365204da,DEV06c2d53990
ACCb674152f1e,DEV2842ae2437
ACCadb98ff3fb,DEV63f8a689f3
ACC196f06d590,DEV44b51187bb6
ACC771aab0129,DEVb1622cb75f
ACC141bd7c9a4,DEV7a76f0d153
ACC55b4e037da,DEV8de3ffced0
ACC0ff808c683,DEVed1c4377c6
ACC695b1da302,DEVe044267ca7
ACC8ec75c4c15,DEVeda94c7561
ACC0e3f3b34cd,DEVb470f7e023
ACC40052b7f32,DEVa03b61diad9
ACC368da7fe5a,DEV5a1f7fe5e
ACC16f807e91f,DEVd799a949a1
ACC41bf75e267,DEV3caefee5d6
ACC3e602630d9,DEvV7368c49843
ACCb8cbd2f6d5,DVa98e5b9412
ACCb18751f91b,DEVd711a6b327
ACC039c807cf7,DEV9507a5c266
ACCe278f6b7bc,DEVe9f05c0a25
ACC1c8681b399,DEV9f28cae659
ACCd08cceb617,DEVd41a678aaa
ACCa03c26a309,DEV116ed73cfc
ACC72d1b97f0b,DEV222f11bf30
ACCa4bedbc7b8,DEV9cfe2c2db11
ACC6cad73a255,DEV6c0dfa0a96
ACC5d965fc920,DEve5c624d969
ACC1225650e6e,DEV71e464ef8
ACC1f6f4a3304,DEV7926329ad5
ACCcd49abe8ea,DEV14a49fc539
ACCe458f80e1e,DEVc7c6bb42e0
ACC60e77c4152,DEV171wb96cee7
ACCc7d7ebca76,DEVfa28ba6773
ACCe8fa05c498,DEV708f27e5f2
ACC7a292b2c9b,DEV8f79b1bb9
ACC7290d65673,DEVa3f56d051f
ACCb898c6c921,DEV4cd454eee7
ACC15226b2bae,DEV836c09e900
ACC37024ece28,DEVbfe209c6ba
ACC0a9213eb80,DEV50b8a5cca8
ACCafc9acb20a,DEVd8b482780b
ACC446bdece97,DEVa26572230e
ACC57d8b717b2,DEVf0608e6766
ACC41c991e78a,DEVa23d3e709b
ACC89d5ec7868,DEVc8d9dl78c1f
ACC8a55402543,DEV76b9a66f9e
ACC938a610d26,DEVaa25315040
ACC156c6a939a,EV2b446082bd
ACCadc51a6eaa,DEV0390eb7772
ACCe57cfacce9,DEV31e029c738
ACC55c707bfb1,DEVc6ff795656
ACC501c2c5bd0,DEVf42c7d68e7
ACCe838408044,DEV40c0eb9f6
ACCb471a3a59a,DEVfa962e4fa5
ACC20f6a23444,DEV71dace47b2
ACC423194815c,DEV6f7c3309be
ACC46e998a031,DEV45e2225dF3
ACCd0f92b09d4,DEVd6415b9b8d
ACCade558eb5f,DEV9b192fe605
ACC37f0c81d5c,DEVfda1f0874a
ACC1838401c72,DEV5b94ee49c9a
ACCf07b658cd4,DEVb17b8c5434
ACC50373892f9,DEV8942a74871
ACC090e5f7902,DEV1a54a64118
ACC92fffc09a9,DEV25f33f4fdf4
ACC0709c96671,DEV2ef8543016
ACC743d4e3b2a,DeV241a5dd70e
ACC903969607b,DEVc4d6be83dc
ACCf4cedb75a4,DEV484f1e4087
ACC40654d9749,DEVe10d33c97b
ACCe3322b8994,DEVe92a674e41
ACC5c7cb6eefa,DEV23e15e87e8
ACC1078726b12,DEV14bf53342cc
ACC279daee245,DEV8eb36abea1
ACC4206ccfb54,EDV8c5abade10
ACC884517593c,DEV5b93A3f065
ACC25bfee6673,DEV895ce6ebe
ACCc54c6f9c87,DEV8fa24c159e
ACCd7936fdd02,DEV2db99fb47d
ACC5e7c4cf423,DEVa2134eb1ad
ACCcb7b01e497,DEVa58bd0e4a2
ACC460d4d9a40,DEVddb3150478
ACCe563695bc0,DEVb381cef5d5
ACCd34224a2c8,DEv06d95c26b6
ACCfdaf1de695,DEV9cpf3135cd1
ACCf0ea7a46a7,DEVaaa4c1f44
ACCab85d7d4f9,DEV3bb54c75349
ACCf7fb473236,DEV3d2e4eea2b
ACC3314aed5e0,DEVb8caFb7def
ACC38436221b9,DEV9j9e58a7b34
ACC69736f9209,DEV3e76694501
ACC4a029156a7,DEVb82434d087
ACC3961646c5f,DEV6f24ca05bc
ACC7ce811ce60,DEV2fdd2665aa
ACC7d5e9f0367,DEVob3275a6179
ACCca2ce76562,DEV754dce565
ACCc0ab709dcb,DEVde5682d6e7
ACC5873e68fe1,DEV3ad9985177
ACC209a99618f,DEVa0248229ac
ACC3b2c12d33f,DEVea0b495459
ACC9f8ceb7c40,DEVa657efa8ca
ACC8f81fb28fa,DEv8de14250aa
ACC3c93dbfdc7,DEV8ae689fed
ACCc6813c6dae,DEV6f1f99199
ACCf4a95d3bef,DEV624c1bb80c
ACC2c42867458,DEVb3869456aa
ACCb40a9d5ba6,DEV5e74c1E382
ACC8c00c3a671,DEV70146a70bc
ACC60f44a647d,DEV115fa20b57
ACCadd5969976,DEVb3fbe5f8f7e
ACCe3915c672d,DVEb1b326939f
ACCebd697fc75,DEVe7c66156d1
ACCdc5745b858,DEVe27d9bd4b9
ACCef4b9baad3,DEVd2afb0c4af
ACC363a49c53a,DEVb5b1584637
ACCe70e6d5e63,DEV1b2f1a636f
ACCe1be756898,DEVd20e2e21a
ACCbaaba7cff5,DEVc760abc8bf
ACC5a76becb48,DEV263c3c49ca
ACC8ad4bff817,DEVbc86fce6c6
ACCc363fc11ab,DEV33cdf64ceb
ACCfeffed4f12,DEV815a927b2c
ACCd40cb5a69a,DEVc3908ee695
ACC0d1829b5e4,DEVf34745c7e4
ACC0ecf96a81a,DEV9222d5e21a
ACC457be9ad3e,DEV17dde9bc18
ACCa506162f66,DEV7dd26f5804
ACC2caeddd387,DEVb9c9d5639bb
ACC598dde9049,DEV047cd15cc1
ACC312c37c45c,DVdc3865028b
ACCd4e61d2cfa,DEV0e431a9b1
ACC360c17b94e,DEVcdfa03f4f3
ACC7871acd1cd,DEVbec91038c3
ACCaa2feb53c7,DEV9eeaCd5c3b
ACCe4589c655d,dEVf8a8ce0769
ACCdfdc04f492,DEV8ce849da7d
ACC8dc6ab49ba,DEV7941c0dac6
ACC8c43cb1416,DEVb2161bfa93
ACCc5d2737b12,DEV845709B682
ACC7d3dc23560,DEVf32900450
ACCcfac900963,DEVf8960ba50a
ACC2b6cb0b137,DEVcf24b39b01
ACC199e217417,DEVc8198a8a5d
ACC732cb34a49,DEV6e76fca5d3
ACC554c8c805b,DEV14dd9d4ac3
ACC7b89759cd1,DEV15bd3cfd9e
ACCd6bd9b693a,DEVd89ff95259
ACC2a9df8bddd,DEV19b15055fc
ACC1df38d939b,DEV39c78f1704d
ACC65453ab633,DEV2384dff10
