account_id,cluster_id,cluster_size
ACC31127bd8df,0,23
ACC646b44f933,0,23
ACCa43a8fe7ca,0,23
ACCc02a79a9ba,0,23
ACCc1d391faa6,0,23
ACC48ba9b4680,1,14
ACCa329aa1d49,1,14
ACCa6bbd6f0a2,1,14
ACCefec086199,1,14
ACC464d0de2a9,2,9
ACC7b736ba412,2,9
ACC027da06dc7,1,14
ACCaf0a673abd,1,14
ACCcc59e59387,1,14
ACC04d2d9d08a,3,36
ACC6f76d6683a,3,36
ACCb8767f0b2c,3,36
ACCb8e4d9ad8a,3,36
ACCd2c81b23a2,3,36
ACC15064d30e0,1,14
ACC8a3770844e,1,14
ACCd48285b23d,1,14
ACC257b57a99e,4,32
ACC822fd7a3e3,4,32
ACCa24b42250b,4,32
ACCd8546801fc,4,32
ACCea805882a7,4,32
ACC902c8978aa,11,33
ACC9c5e594228,11,33
ACCcfd44e3ec7,11,33
ACCe6744cdd93,11,33
ACC04117562e4,6,14
ACCfc762ad4f9,6,14
ACCd084eaa97e,7,2
ACCd9d1a562f3,7,2
ACC1f0a29d70c,8,29
ACC31295d1a59,8,29
ACC6f9a15b69e,8,29
ACC7b065f8f11,8,29
ACCaffb66b6b8,8,29
ACCcb02450018,8,29
ACCe685b77a24,8,29
ACC2cb7592cd6,9,40
ACC42f23ab856,9,40
ACC578688baac,9,40
ACC627ec7ffd8,9,40
ACC765ff15923,9,40
ACC849e6895d3,9,40
ACC95affe9a06,9,40
ACC95faf2138f,9,40
ACCbde6d66c98,9,40
ACCf76850cedb,9,40
ACC6ada51d7ee,10,22
ACC6d7d233172,10,22
ACCa6a9684f9c,10,22
ACCdff3e4a8d3,10,22
ACCe852254a4a,10,22
ACC06f058e9d4,11,33
ACC2a333b00b8,11,33
ACC144d962b8f,11,33
ACC30e74dd917,11,33
ACC122539f264,0,23
ACC2c98b512ff,0,23
ACC30df80af79,0,23
ACC8637ee01fa,0,23
ACC15f0c2575d,0,23
ACC694701039f,0,23
ACC6b513ac1e0,0,23
ACCea111d8d79,0,23
ACC29818dad51,12,2
ACC3eabce8e6b,12,2
ACC03105e41e3,9,40
ACC2fb78a8633,9,40
ACC3ac7980254,9,40
ACC50aff79c25,9,40
ACC56fa3832ef,9,40
ACC729d386584,9,40
ACC7c8cea88ed,9,40
ACC7e2a951800,9,40
ACC9ef0968a61,9,40
ACCb589788821,9,40
ACCf9f098d282,9,40
ACC4025226f0e,2,9
ACC57651e111b,2,9
ACCcad127b43c,11,33
ACCe6c2df8208,11,33
ACC00186cc45a,13,3
ACC5f9010c4bc,13,3
ACC73a60b434b,13,3
ACC453db7f609,14,18
ACC6ee5e57af7,14,18
ACC3ba832e24d,15,4
ACCc0fec43857,15,4
ACCd1247527cb,15,4
ACCf7531739b7,15,4
ACC9eac521778,16,2
ACCe7dedf9da3,16,2
ACC69eafe2f0a,17,2
ACCb5efc2f178,17,2
ACC204af53700,14,18
ACC62a073be06,14,18
ACC841e53d4dd,14,18
ACC20e5a6d137,18,8
ACCa77e105731,18,8
ACCe04a826fad,18,8
ACC0f943a12af,4,32
ACC2580f79251,4,32
ACC3ebace7010,4,32
ACC517123566a,4,32
ACC82f7cf5c3d,4,32
ACC8636d9d156,4,32
ACC8e299a13f4,4,32
ACCa20a9da513,4,32
ACCa251f8dd16,4,32
ACCb5e7acd40e,4,32
ACCb6dc3ecb18,4,32
ACCcd459654aa,4,32
ACCf6f81d5c50,4,32
ACCfa2657b74f,4,32
ACCfb3d4406a7,4,32
ACC1ca4f899a1,19,9
ACCc74f796287,19,9
ACC444820c732,2,9
ACC77e7e1babb,2,9
ACC8763aba190,2,9
ACCc3ddbd0d27,2,9
ACC0ad52f3636,11,33
ACC1944270f40,11,33
ACC271bfb7147,0,23
ACC2ac2aea2ce,0,23
ACC6320ab0f3a,0,23
ACC8496901615,0,23
ACCa204216810,0,23
ACCe7ca1d9350,0,23
ACC41febcf930,10,22
ACC984298c452,10,22
ACCe97d15f9ab,10,22
ACCecdfb68ee9,10,22
ACCfea38bef1a,10,22
ACC57e7c8e25c,20,3
ACCb03ce49178,20,3
ACCfc04c3552d,20,3
ACC0f26ebfeb5,21,34
ACC3aa977d386,21,34
ACC3bc59aad20,21,34
ACC3f7dba19ee,21,34
ACC446d311ff5,21,34
ACC46632f1251,21,34
ACC4bae017d3e,21,34
ACC80f84ec5b5,21,34
ACC8d42530e3c,21,34
ACC92ca02a650,21,34
ACCd6e7d23bcd,21,34
ACCdbcbe452da,21,34
ACCf9c2f67140,21,34
