cluster_id,cluster_size,entity_reuse_ratio,internal_density,mean_degree_centrality,max_degree_centrality,mean_pagerank,max_pagerank,mean_betweenness_centrality,max_betweenness_centrality,creation_span_days,creation_std_days,avg_order_amount,order_amount_cv
0,23,0.6413043478260869,0.5849802371541502,0.026755852842809368,0.0395010395010395,0.002074688796680498,0.0026833166201510237,3.3523337237105345e-05,0.00015372850529100527,321,95.7596216488971,598.1266666666666,0.7573168590175887
1,14,0.375,0.4065934065934066,0.01098901098901099,0.016632016632016633,0.0020746887966804992,0.002998018473210077,4.022466730800064e-05,0.00021631944444444444,226,74.46029253793705,568.4399999999999,0.5324816080019674
2,9,0.36111111111111116,0.4722222222222222,0.007854007854007854,0.012474012474012475,0.0020746887966804984,0.003227781251000562,2.5462962962962958e-05,0.0001111111111111111,159,61.53476885288331,551.0853333333333,0.6800024385446691
3,36,0.5625,0.4301587301587302,0.03130053130053131,0.05197505197505198,0.0020746887966804984,0.003104139776026639,5.967784495161241e-05,0.00026119702100670144,352,87.26003376153079,614.1561643835616,0.6016468850236907
4,32,0.4850746268656716,0.4899193548387097,0.03157484407484408,0.05197505197505198,0.0020746887966804984,0.0034657122045659945,0.00011106430308341281,0.0005377336445171811,596,129.6435210117443,514.1045901639344,0.7182688926757758
5,3,0.11111111111111116,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,428,234.7175607689662,1004.5372727272727,0.519984076797185
6,14,0.3620689655172413,0.38461538461538464,0.010395010395010396,0.018711018711018712,0.002074688796680498,0.003699854903188958,4.9203593474426805e-05,0.0002725694444444444,477,159.13911600156086,575.0992307692308,0.5344817683210678
7,2,0.08333333333333337,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,289,204.35385976291224,1374.4871428571428,0.45985523175848714
8,29,0.5086206896551724,0.4211822660098522,0.024517886586852108,0.037422037422037424,0.002074688796680499,0.0033147659828697243,4.323031560818917e-05,0.0001240580407247074,387,108.9968476969943,594.5645161290323,0.5494060818923211
9,40,0.6335403726708074,0.6102564102564103,0.04948024948024949,0.06652806652806653,0.0020746887966804975,0.002853227917107499,7.245209671521028e-05,0.0004055011998486263,259,76.07580564889342,577.3368253968254,0.7444300612761419
10,22,0.46739130434782605,0.48484848484848486,0.02116802116802117,0.035343035343035345,0.002074688796680498,0.003354241083707111,6.560546694700735e-05,0.0004404244161188606,267,94.53720722437039,590.7894339622641,0.8515350168542956
11,33,0.34328358208955223,0.13446969696969696,0.008946008946008947,0.018711018711018712,0.0020746887966804984,0.003015748502954476,0.0002748252729313336,0.00125,624,193.61081510926172,608.4147142857144,0.544296109519488
12,2,0.09999999999999998,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,334,236.17366491630688,848.9399999999999,0.44982881552891585
13,3,0.10526315789473684,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,290,146.5651163590209,954.8133333333332,0.7173750882404163
14,18,0.5138888888888888,0.5555555555555556,0.019635019635019638,0.02702702702702703,0.0020746887966804984,0.00306420696812963,3.937662560347745e-05,0.00014950396825396824,52,15.736805864708677,525.5459523809524,0.59669706971553
15,4,0.12,1.0,0.006237006237006237,0.006237006237006237,0.0020746887966804975,0.0020746887966804975,0.0,0.0,600,325.672637270414,857.141875,0.4615759524179453
16,2,0.07692307692307687,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,99,70.0035713374682,881.8716666666668,0.23990919109744022
17,2,0.09090909090909094,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,56,39.59797974644666,984.0,0.31667029416631925
18,8,0.34375,0.5357142857142857,0.007796257796257797,0.012474012474012475,0.002074688796680498,0.0029529199948240153,1.3020833333333332e-05,5.416666666666666e-05,307,106.84025124321958,565.9735294117647,0.7600840029934657
19,9,0.4444444444444444,0.5555555555555556,0.00924000924000924,0.012474012474012475,0.0020746887966804984,0.0028046868755548303,1.3922013343309638e-05,3.645833333333333e-05,326,120.6741480185379,467.56238095238103,0.4793438942110363
20,3,0.11111111111111116,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,259,130.6152109569683,976.5253846153847,0.5414068338555916
21,34,0.5808823529411764,0.6042780748663101,0.04145774734010028,0.058212058212058215,0.002074688796680497,0.002993028201972132,4.480914087781541e-05,0.00017410082088390914,350,101.77692218515485,650.5298333333335,0.6367130859067467
22,3,0.11764705882352944,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,606,314.81793680369185,1016.5840000000001,0.5915821075483655
23,33,0.5454545454545454,0.45454545454545453,0.030240030240030243,0.04573804573804574,0.0020746887966804975,0.0031528216112845925,0.00012597489525051125,0.0005921031514781514,230,82.6990138631616,550.5268333333333,0.718719137411407
24,16,0.484375,0.5416666666666666,0.016891891891891893,0.02286902286902287,0.0020746887966804984,0.003178100628825875,6.510416666666666e-06,2.9513888888888886e-05,355,103.22394747990087,602.338125,0.49238387344305723
25,11,0.38636363636363635,0.43636363636363634,0.009072009072009073,0.016632016632016633,0.002074688796680498,0.003612495912245374,7.578627180899908e-05,0.00029166666666666664,230,81.0022446378101,635.6331818181818,0.712900795689169
26,2,0.08333333333333337,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,235,166.17009357883867,865.1466666666665,0.23615001574766445
27,11,0.43181818181818177,0.509090909090909,0.010584010584010584,0.014553014553014554,0.002074688796680498,0.0031138123824534574,1.8950553514947452e-05,6.944444444444444e-05,310,96.55502435022596,591.1523529411764,0.6666416088459725
28,3,0.1333333333333333,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,333,173.50024015353213,1002.4385714285715,0.49241842603474806
29,4,0.125,1.0,0.006237006237006237,0.006237006237006237,0.0020746887966804975,0.0020746887966804975,0.0,0.0,596,308.11185739381517,1086.331111111111,0.428075516057157
30,2,0.09090909090909094,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,433,306.1772362537751,645.0780000000001,0.6617285315642335
31,2,0.07692307692307687,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,682,482.2468247692253,1517.362,0.4600225983726055
32,3,0.125,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,612,311.83542668101927,918.20625,0.39567075436714794
33,2,0.0714285714285714,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,546,386.08030252785494,819.0989999999999,0.39437049672394864
34,3,0.11764705882352944,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,404,202.39894597881022,588.382,0.22665771395906814
35,2,0.09090909090909094,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,148,104.65180361560904,1039.3122222222219,1.0615207272162257
36,3,0.11111111111111116,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,565,285.84319710871785,982.8400000000001,0.21501180189868752
37,3,0.11111111111111116,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,413,206.5163431789358,1020.89875,0.5730511489502044
38,4,0.13636363636363635,1.0,0.006237006237006237,0.006237006237006237,0.0020746887966804975,0.0020746887966804975,0.0,0.0,396,183.46911638383904,1086.9519999999998,0.34991860832373683
39,2,0.08333333333333337,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,277,195.86857838867365,0.0,0.0
40,3,0.10526315789473684,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,69,38.7341365378568,863.7177777777778,0.4413683832747836
41,2,0.07692307692307687,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,57,40.30508652763321,991.0899999999999,0.3784639771849337
42,2,0.08333333333333337,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,35,24.748737341529164,523.346,0.5177002103279834
43,2,0.0714285714285714,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,86,60.81118318204309,561.47,0.2515206153704714
44,2,0.09999999999999998,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,356,251.73001410241093,1168.54,0.9664651806021919
45,3,0.11764705882352944,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,661,353.96374578949934,929.8728571428572,0.543319953016715
46,3,0.10526315789473684,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,40,21.79449471770337,908.567,0.495449636393457
47,2,0.08333333333333337,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,234,165.46298679765212,657.475,0.19757798664858842
48,2,0.07692307692307687,1.0,0.002079002079002079,0.002079002079002079,0.002074688796680498,0.002074688796680498,0.0,0.0,583,412.24325343175724,754.362857142857,0.5176022519960776
49,3,0.1333333333333333,1.0,0.004158004158004158,0.004158004158004158,0.002074688796680498,0.002074688796680498,0.0,0.0,415,207.774717743361,1038.3366666666668,0.44901193932731603
