account_id,cluster_id,cluster_size
ACC1c3cf3e5c2,0,23
ACC64277674de,0,23
ACCaac2ae4adc,0,23
ACCb4b19a17f0,0,23
ACCb85778083a,0,23
ACCbec606e9b8,0,23
ACCc0f96a5752,0,23
ACCdd0e5297f6,0,23
ACC0d9a9fc105,39,12
ACC460749c4e6,39,12
ACC5bba95c9cc,39,12
ACC09e15c6130,3,18
ACC2581642eee,3,18
ACCac21881e1c,3,18
ACC0249988697,4,20
ACC697c2be4e5,4,20
ACC71a552e6d5,4,20
ACCa1feab5247,4,20
ACCa8baa5a106,4,20
ACCb572cb3575,4,20
ACCbd151bf159,4,20
ACC1dadea2656,5,35
ACC2451de1291,5,35
ACC2a221411f0,5,35
ACC441ddfd619,5,35
ACC4c60a8bc8f,5,35
ACC67a39b4987,5,35
ACC69f127ac06,5,35
ACC72abc9c7c6,5,35
ACC982c41e7ff,5,35
ACC988bcfddad,5,35
ACC9bcbf394ae,5,35
ACCb4b683cfec,5,35
ACCb656bb0d3b,5,35
ACCf28c61535c,5,35
ACC1bbe31f793,6,33
ACC27c961a0f7,6,33
ACC3089688821,6,33
ACC42aa6d5fe7,6,33
ACCbd78dfd803,6,33
ACCc75b9b2e62,6,33
ACC497fb9621f,8,3
ACC75692de3c7,8,3
ACCdfdb1876de,8,3
ACC311f797e93,39,12
ACCe030b412ca,39,12
ACC19f02159fb,9,2
ACCd0b6f29fe9,9,2
ACC4171656857,10,36
ACC4b3d52f765,10,36
ACC503bf30f68,10,36
ACC70cab27316,10,36
ACC7301602f8b,10,36
ACCaa1726c481,10,36
ACCab47df75bd,10,36
ACCf7b5d6b5ca,10,36
ACC365b77f5c9,3,18
ACC3e89de0efd,3,18
ACCa4bb74abfa,3,18
ACC4b617dc619,11,35
ACC5c7b037f72,11,35
ACC95ddb8231f,11,35
ACC96c759a553,11,35
ACCd6d8090b4d,11,35
ACCec1ff8a316,11,35
ACCf1a3a77752,11,35
ACC1225dcacee,6,33
ACC924b01e893,6,33
ACCc289bb2f72,6,33
ACC3f9bef5092,10,36
ACC9b97401d1e,10,36
ACCaf47de21f1,10,36
ACCb074839e1e,10,36
ACCd7c1cd90e5,10,36
ACC0dcfb86fe5,5,35
ACC111f10018b,5,35
ACC14aabe2bf7,5,35
ACC156f14b8e8,5,35
ACC267a36f163,5,35
ACC78fed39ec9,5,35
ACC974f42be34,5,35
ACCa27c9478c1,5,35
ACCf6465e6561,5,35
ACCb4df5e54d5,14,21
ACCefc9f56ddb,14,21
ACC389bc9109e,3,18
ACC65735bc10b,3,18
ACCa97347fffd,3,18
ACC0b1d8f651e,16,14
ACC3799760537,16,14
ACC113c15e1f3,17,18
ACC41f384773b,17,18
ACCcebbbb0bd3,17,18
ACC577d78d3bd,14,21
ACC7f43387352,14,21
ACCb98792f4f6,14,21
ACCc402bd81a9,14,21
ACC4e6627d101,17,18
ACC8b03b0d040,17,18
ACCb804bf25e8,17,18
ACCe88ee28238,17,18
ACC2f688399f4,1,36
ACC5e4e82e5f2,1,36
ACC6970e2d1bb,1,36
ACC79e0a38ea6,1,36
ACC96186eb5c4,1,36
ACC9efaa0008e,1,36
ACCa982de5e66,1,36
ACCb910ae360b,1,36
ACCce7be64d8a,1,36
ACCcec2e5c825,1,36
ACCf194986cdc,1,36
ACCf468260526,1,36
ACC0e6287a214,19,28
ACC1d082e67a8,19,28
ACC29c0728019,19,28
ACC304e68f229,19,28
ACC593a98d191,19,28
ACCbc4790bcc2,19,28
ACCf5388b05ab,19,28
ACCf9ccc96a79,19,28
ACC13175c7c96,21,8
ACC1e463fc952,21,8
ACC32870e7ab2,21,8
ACC6f201cb809,22,13
ACCf3f6f67088,22,13
ACC4af126e579,25,12
ACC4cc6125f15,25,12
ACCf51a182e45,25,12
ACC00c4be45f3,17,18
ACCd4fcd5c807,17,18
ACCde973eb345,17,18
ACC22390f6745,11,35
ACC26f4a122a2,11,35
ACC9301737f67,11,35
ACC95dcbcfba6,11,35
ACCac7e904c52,11,35
ACCc285168f99,11,35
ACC77e4aa73e4,52,5
ACCc3334239ba,52,5
ACC2a94cd6575,22,13
ACC5535c6b0f5,22,13
ACC7e2a21741d,22,13
ACCc2952397b1,22,13
ACC007807decb,0,23
ACC0e8bdc1627,0,23
ACC46655f758a,0,23
ACC4df8e3dac8,0,23
ACC6f3b87db4a,0,23
ACC788827a2b3,0,23
ACC99cdc9aaa1,0,23
ACCa5cfcc4de6,0,23
ACC437c8cf0c7,14,21
ACC4c5db520c1,14,21
ACC58bf21dec4,14,21
ACCa82ea02f5c,14,21
ACCe89b3cc268,14,21
ACCedc656634c,14,21
ACC3189444e36,28,13
ACC6ae4355358,28,13
ACC94760a9f18,28,13
ACCea9de716ca,28,13
ACC34516330e7,29,40
ACC6ff4b817c5,29,40
ACC8ff043ccda,29,40
ACC97e8044d88,29,40
ACCabc1590854,29,40
ACCfa9f599e99,29,40
ACC2a5957f74a,30,3
ACC6c89706d83,30,3
ACCe1aee294e9,30,3
ACC1153cf5a56,11,35
ACCb54230cf6f,11,35
ACCd5efdd242f,11,35
ACC2426bcdc84,4,20
ACC34f6229ca5,4,20
ACC3ca708d331,4,20
ACC3d9bee07ac,4,20
ACCb3544da4d8,4,20
ACCd99ed3d48c,4,20
ACCf8800f6edb,4,20
ACC81991d33f3,6,33
ACC8e7d5392b6,6,33
ACCbeec2b483e,6,33
ACCc8acbd7835,6,33
ACC1f421e902b,1,36
ACC2b84388b82,1,36
ACC400fe85ea7,1,36
ACC4c25f90a57,1,36
ACC4ec75a904c,1,36
ACC54e643d371,1,36
ACC5705f8885b,1,36
ACC8215b1db69,1,36
ACCa454bcd6b6,1,36
ACCb9bc0e8296,1,36
ACCc83ee5e30f,1,36
ACCdd24b7808b,1,36
ACCe466459094,1,36
ACC508b17c8c1,11,35
ACCae5ee1f0a0,11,35
ACC15bcf618f2,19,28
ACC4965b9dde6,19,28
ACC846c126271,19,28
ACC9d1424d8f3,19,28
ACCa2c74bb738,19,28
ACCd1bed89553,19,28
ACCd947ebb9a0,19,28
ACCdbe83572b4,19,28
ACCf0e7f79729,19,28
ACC8bb1aebece,19,28
ACCbb44712725,19,28
ACC9af23c2642,16,14
ACCb4c907a536,16,14
ACCefbb7abcc5,16,14
ACCf95980234d,16,14
ACC91e57b896c,10,36
ACCad5e5c8b39,10,36
ACCdf73b8db98,10,36
ACCfabce3a9ff,10,36
ACC2a750e7803,29,40
ACC328db67597,29,40
ACC349478bbfa,29,40
ACC36890d0037,29,40
ACC7b9c975831,29,40
ACC80f8f47f02,29,40
ACCa6218e9104,29,40
ACCad0dcf5cd3,29,40
ACC01079473d6,14,21
ACCca23abc8fa,14,21
ACCe5e6c4829b,14,21
ACC50bab01c24,17,18
ACC74f1dea81e,17,18
ACC631721571c,6,33
ACC73b8b9e23d,6,33
ACC93a937d1ae,6,33
ACC9aa9912cc2,6,33
ACC9d87a8ddab,6,33
ACCc887a2348f,6,33
ACCc96e1a9775,6,33
ACCf8bdc2a0f6,6,33
ACC5df8aa1b3f,32,2
ACCf2da516362,32,2
ACC036a39078f,16,14
ACC76a1af48d0,16,14
ACC8a59f41586,16,14
ACCd444be6c65,16,14
ACC18657644f6,28,13
ACC3d0ef92623,28,13
ACCbefe72e2ed,28,13
ACCf2a1253d0f,28,13
ACC070219b46a,22,13
ACC1ea5c9eb60,22,13
ACC1f302110b4,22,13
ACCbf5b6e8f25,22,13
ACC03bcacdbbe,10,36
ACC5a66929f41,10,36
ACCcf31453b08,10,36
ACCe84f392048,10,36
ACC4364ad7e23,29,40
ACC6ea0a84d8f,29,40
ACC877f5b6043,29,40
ACC8fb23fe875,29,40
ACC9c4aa59944,29,40
ACCb6de83b2a1,29,40
ACCcb9b8cf4ba,29,40
ACCd7dd093c5b,29,40
ACC549aa4c96c,6,33
ACC576453200c,6,33
ACC60dd468698,14,21
ACC9f80b79c3f,14,21
ACC585103d3ed,14,21
ACC6816ad3f0e,14,21
ACC7fb8e7596d,0,23
ACCbf4d168a3f,0,23
ACCcee847a637,0,23
ACCeb3643e2aa,3,18
ACC6a50379a70,33,2
ACC6f7d583861,33,2
ACCadc1e7bdc2,1,36
ACCffc4039a86,1,36
ACC13c7437a74,4,20
ACC534c2bfefc,4,20
ACC019f84e03a,1,36
ACC7e5b9701ba,10,36
ACCd4fd897977,10,36
ACCe152d46d77,10,36
ACC58b43622c8,1,36
ACC0ca5846edc,5,35
ACC26b4031aae,5,35
ACC89c03e944c,5,35
ACC1596b528bb,34,3
ACC25d80e0dbd,34,3
ACCecf351ed22,34,3
ACC56b2f1ce0d,35,2
ACCf2a176600b,35,2
ACCd8b29c80db,21,8
ACCa1bb3abf17,28,13
ACCb71f228ecd,28,13
ACC6da743b665,21,8
ACCe5d2b8663f,21,8
ACC517d06a995,3,18
ACCf6350aa935,3,18
ACCa617682766,3,18
ACCb63a65d917,3,18
ACC255c7ae759,36,3
ACC309fc775f2,36,3
ACCd46ffbc307,36,3
ACC7365accccc,37,2
ACCa3a8167c2f,37,2
ACC009fe252dd,22,13
ACC9f9a071bb4,22,13
ACC04342ac47c,4,20
ACCf4b7295a18,4,20
ACC093878c1ce,38,4
ACC52551ab285,38,4
ACC8ff187cf9a,38,4
ACCa320bc7255,38,4
ACC6bd50483c8,10,36
ACCbbf06c0c5f,10,36
ACCc22b459c37,10,36
ACC494b879569,29,40
ACC8331ec6c52,29,40
ACCdbe402d02a,29,40
ACCf39bea52d5,29,40
ACC20ccaccb97,11,35
ACC3623143971,11,35
ACCb6e059154a,11,35
ACC48045620f3,39,12
ACC92f3f2ce52,39,12
ACCcad2dbb1e2,39,12
ACC456a00a2a6,25,12
ACCef8961dea5,25,12
ACC3619b69f37,5,35
ACC79c7c002b5,5,35
ACC296c87ebb7,16,14
ACC3a693efa79,16,14
ACC2b9f26160f,41,2
ACCa226a03c99,41,2
ACC0ddf79f19b,6,33
ACCb83bc8155b,6,33
ACCfd5a2bba24,6,33
ACC465cfd43ff,29,40
ACC485ea2395e,29,40
ACCaeddc61ba0,29,40
ACC5601de9995,16,14
ACC57bf38c539,17,18
ACC8c09c86fac,17,18
ACC69f2485674,11,35
ACC9a607c6a50,11,35
ACCcc6be7e155,11,35
ACCe4a5e66c5d,11,35
ACCf66be5cbc1,11,35
ACC097a323f99,42,3
ACC867715135a,42,3
ACC91ec48bd05,42,3
ACC347d118981,11,35
ACCc7b6b7841c,11,35
ACCf0e83452f7,11,35
ACC083470da77,19,28
ACC9ddea927e2,19,28
ACCc8b72e5a8b,19,28
ACCcd3f57d168,19,28
ACCf56dc20cde,19,28
ACC4b63a9c7bb,28,13
ACCefff9957b6,28,13
ACC6447ab3ede,25,12
ACC7ee9fa6cf5,25,12
ACC13c5710b63,1,36
ACCfcc5ad512d,1,36
