account_id,cluster_id,cluster_size
ACC06954fd946,0,32
ACC17dc285966,0,32
ACC2c87ca39e2,0,32
ACC3da4c05276,0,32
ACC543ce65e49,0,32
ACC662827f320,0,32
ACC99ed3c8d84,0,32
ACCa0dd338dfc,0,32
ACCb1dda9f392,0,32
ACCe41b764cf6,0,32
ACCe6ca924659,0,32
ACCee21529167,0,32
ACCf67f1ccff7,0,32
ACC106099fe76,1,32
ACC13edbee075,1,32
ACC259e7ff3f6,1,32
ACC2756d1bf98,1,32
ACC2dc8d0f412,1,32
ACC2e04b76a31,1,32
ACC3e23c0b80e,1,32
ACC4737dce111,1,32
ACC5e8c308400,1,32
ACC7088c71fd8,1,32
ACCacc38443a3,1,32
ACCd92a64efe4,1,32
ACCf99c2b0b5d,1,32
ACC10493a360e,2,33
ACC1652aa4043,2,33
ACC3b8a6e2fea,2,33
ACC50ac66fcdd,2,33
ACC72b738ed2b,2,33
ACCd34ed1da80,2,33
ACCefaf61ea28,2,33
ACCfe00232789,2,33
ACC026d18485c,2,33
ACC0ea55163e8,2,33
ACCd2d8b5f32b,2,33
ACC11bde36459,3,2
ACC975e3dab93,3,2
ACC675391d541,4,25
ACCaa7337c8b1,4,25
ACCd0261cf328,4,25
ACCd743910b65,4,25
ACCe31dfea5e7,4,25
ACCf9b5558b78,4,25
ACC059c486b1b,5,2
ACCf03f4476e8,5,2
ACC35a591e53d,23,6
ACCc7a73c3410,23,6
ACC425fe5e262,7,6
ACCb3a91dabc9,7,6
ACCfdb6e93122,7,6
ACC457e733cce,8,2
ACC4ab85d0925,8,2
ACC090eee1b1a,9,32
ACC3af208d1d1,9,32
ACC49f0e28c0e,9,32
ACC5704ae4b61,9,32
ACC6ec726f9fa,9,32
ACCb348a83a2f,9,32
ACCd1261206d7,9,32
ACCd396ff1d84,9,32
ACCf5e92f7326,9,32
ACCf63883a4fc,9,32
ACCfbb6a9bd2d,9,32
ACC4085be9ca8,10,28
ACC6237941e66,10,28
ACCfe7a1c5bff,10,28
ACC0e1661b765,11,37
ACC1fb94696ee,11,37
ACC3a68c7766e,11,37
ACC3a9a41a9bf,11,37
ACC6eb863e64c,11,37
ACC94aabdb3b2,11,37
ACC970e9d1a2c,11,37
ACCcf50faba75,11,37
ACCe9e791108a,11,37
ACC10bbc343bf,12,21
ACC5afbb1bea0,12,21
ACC730343e8ea,12,21
ACC99e544b98f,12,21
ACCc98d4c7e98,12,21
ACCdf037c2bce,12,21
ACCe3829bea53,12,21
ACC298c3f8af5,11,37
ACC40e749a7b1,11,37
ACC460c8d8ae7,11,37
ACC48de55f178,11,37
ACC6590f081f9,11,37
ACC90f86ec73c,11,37
ACCa31f9b7d1c,11,37
ACCc56629c286,11,37
ACCd798c63578,11,37
ACCdce865e141,11,37
ACC3eebe4b0a7,13,19
ACC6ba9beb4fb,13,19
ACC9cef325347,13,19
ACC6c7a7d4180,14,16
ACCb722ce73c1,14,16
ACCc73757451b,14,16
ACCdc651d9be3,14,16
ACCe392bde126,14,16
ACC0f089a41e1,15,40
ACC1c21950909,15,40
ACC1fa1048878,11,37
ACC58d39b7927,15,40
ACC61b0fb9c84,15,40
ACC665200620f,15,40
ACC753bb5b020,15,40
ACCa1c1988030,15,40
ACC1aea544845,15,40
ACCb3aa6b1777,15,40
ACCb1308ff7ab,16,2
ACCc3a4c07a07,16,2
ACC0191d32726,15,40
ACC6568c38600,15,40
ACC7b8e38fc68,15,40
ACC9440c8027a,15,40
ACCa57a2d3897,15,40
ACCb1ea7e1cea,15,40
ACCd4eac73d58,15,40
ACCf9b26a918d,15,40
ACC1497363677,17,2
ACCbe8bb762e5,17,2
ACCd3b91194df,10,28
ACCdaa900de7a,10,28
ACCb34e924065,13,19
ACCc0a1ece718,13,19
ACCca56055e23,13,19
ACC0835a1922a,2,33
ACC1594907dbc,2,33
ACC28ddc30709,2,33
ACC424f0f07be,2,33
ACC469789db60,2,33
ACC65decc5939,2,33
ACC81357b1495,2,33
ACC96053a6941,2,33
ACCa62a587f6b,2,33
ACCb7d25fcc44,2,33
ACCe1b99bd641,2,33
ACCf48ef38d24,2,33
ACCfab3798759,2,33
ACC0dfcdcd9fa,13,19
ACC59d93b95eb,13,19
ACC6be11c319e,13,19
ACC7b3690f5a6,13,19
ACCb8920b66c8,13,19
ACCbdf27e8722,13,19
ACCcce82c2a8f,13,19
ACC992570f6cc,18,2
ACCa2e9f3af34,18,2
ACC484bc3f7e7,19,3
ACCdf350de792,19,3
ACCf4c6687ae7,19,3
ACC15363d8fe5,11,37
ACC1ab1a3f965,11,37
ACC1f771fdfac,11,37
ACC2075013281,11,37
ACC4f8dee1e47,11,37
ACC76f194ed34,11,37
ACCc5f4f33bd5,11,37
ACC295a8fbe8f,0,32
ACC3a4109a753,0,32
ACC6df5e2072c,0,32
ACCa5df1cd4fb,0,32
ACCaa22473f5e,0,32
ACCb297627c18,0,32
ACCd74a8ed3ac,0,32
ACCd8282aa5df,0,32
ACCda1913a9f6,0,32
ACCdf40324471,0,32
ACC0e896fe26e,20,32
ACC13b20035b3,20,32
ACC13e637575d,20,32
ACC37ad159eba,20,32
ACC44a9766033,20,32
ACC6846eca280,20,32
