account_id,cluster_id,cluster_size
ACC26e46cf3c1,0,16
ACC65ee7a8142,0,16
ACC0405d6dd71,1,22
ACC67e1f4f3a3,1,22
ACC6dfa3b8aad,1,22
ACC6fc601c777,1,22
ACCb39b829bb2,1,22
ACCb4bbd12da5,1,22
ACCb948dd330f,1,22
ACCc638013939,1,22
ACCe324c9e6a1,1,22
ACCfa71410722,1,22
ACC19eb7eb507,2,24
ACC2613381d39,2,24
ACC29109e2758,2,24
ACC51978cf8b0,2,24
ACC85adc901d5,2,24
ACCd88729d4d8,2,24
ACCedf00728ee,2,24
ACC9f45139298,0,16
ACCb284dd2f5d,0,16
ACCd367914e8d,0,16
ACC80acae5a58,3,2
ACCf1cfb69203,3,2
ACC05e811cfb1,4,33
ACC4b028ae693,4,33
ACC50cdff4ec7,4,33
ACC8f6113846a,4,33
ACCc3bd923637,4,33
ACCca084df282,4,33
ACCe011310bbc,4,33
ACCe2a7da4da3,4,33
ACC057a181de4,5,33
ACC3dca587c79,5,33
ACC44ff98933d,5,33
ACC78fa0756ef,5,33
ACC95e21dedb7,5,33
ACCaa73e467a9,5,33
ACCc48cd41d9f,5,33
ACCfad6440d54,5,33
ACC19a96ccc22,6,36
ACC46c4276d09,6,36
ACC4bab575a77,6,36
ACC92e554e670,6,36
ACCc1d277bf3f,6,36
ACCd4c1a33144,6,36
ACCe22500de77,6,36
ACCf8324c4568,6,36
ACC3a5226dd84,4,33
ACC808990c630,4,33
ACC8ccdcc9efa,4,33
ACCae9c112329,4,33
ACCbf7aa0bef7,4,33
ACCcc27828b0f,4,33
ACC0c49d1c327,7,33
ACC2fb8f103b1,7,33
ACC6b4810e3ce,7,33
ACC1cf5cca8ab,9,12
ACC4f485e458c,9,12
ACC6dcba9db72,9,12
ACC65932f28b7,4,33
ACCe69b4219fc,4,33
ACC3faeaed363,15,24
ACC754ec45aae,15,24
ACC844b01f1ca,15,24
ACCaa8dadfd55,15,24
ACCac896fa18d,15,24
ACCcfb449539f,15,24
ACC1e9b905145,11,31
ACC220cc6db76,11,31
ACC2297b46835,11,31
ACC50ba4c987d,11,31
ACC5de8943569,11,31
ACC74a5c0dce6,11,31
ACCb32b5e86d3,11,31
ACC7f48c27347,12,2
ACCc54d1029ce,12,2
ACCa818503d90,13,2
ACCf5437a943a,13,2
ACC508bdc82b3,14,15
ACC668758b769,14,15
ACC8e47b34e09,14,15
ACCec59783889,14,15
ACC449ddc0877,4,33
ACC7e442f27f6,4,33
ACCaeba72b7c5,4,33
ACCc74eceaf5b,4,33
ACCfa7c507174,4,33
ACC409f0c4035,15,24
ACC83a7f2b431,15,24
